Country,date_data,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious_Critical,Cases_per_1M,Deaths_per_1M,TotalTests,Tests_per_1M,date_download,Continent,Population,ISO3
Bahrain,2020-04-09,887,64,5,NA,519,363,3,521,3,55096,32379,2020_04_10_11_00_04_GMT,Asia,NA,BHR
Bosnia and Herzegovina,2020-04-09,858,54,35,1,101,722,4,262,11,6911,2106,2020_04_10_11_00_04_GMT,Europe,NA,BIH
Cameroon,2020-04-09,803,73,12,2,61,730,NA,30,0.5,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,CMR
Kazakhstan,2020-04-09,781,54,8,1,60,713,21,42,0.4,59371,3162,2020_04_10_11_00_04_GMT,Asia,NA,KAZ
Slovakia,2020-04-09,701,19,2,NA,23,676,5,128,0.4,21371,3914,2020_04_10_11_00_04_GMT,Europe,NA,SVK
North Macedonia,2020-04-09,663,46,30,1,37,596,15,318,14,6571,3154,2020_04_10_11_00_04_GMT,Europe,NA,MKD
Tunisia,2020-04-09,643,15,25,1,25,593,78,54,2,9570,810,2020_04_10_11_00_04_GMT,Africa,NA,TUN
Bulgaria,2020-04-09,618,25,24,NA,48,546,32,89,3,15899,2288,2020_04_10_11_00_04_GMT,Europe,NA,BGR
Latvia,2020-04-09,589,12,3,1,16,570,3,312,2,25458,13497,2020_04_10_11_00_04_GMT,Europe,NA,LVA
Andorra,2020-04-09,583,19,25,2,58,500,17,7545,324,1673,21653,2020_04_10_11_00_04_GMT,Europe,NA,AND
Lebanon,2020-04-09,582,6,19,NA,67,496,29,85,3,12524,1835,2020_04_10_11_00_04_GMT,Asia,NA,LBN
Uzbekistan,2020-04-09,582,37,3,NA,38,541,8,17,0.09,70000,2091,2020_04_10_11_00_04_GMT,Asia,NA,UZB
Cyprus,2020-04-09,564,38,10,1,53,501,13,467,8,14273,11822,2020_04_10_11_00_04_GMT,Asia,NA,CYP
Costa Rica,2020-04-09,539,37,3,NA,30,506,13,106,0.6,6298,1236,2020_04_10_11_00_04_GMT,North America,NA,CRI
Cuba,2020-04-09,515,58,15,3,28,472,15,45,1,9410,831,2020_04_10_11_00_04_GMT,North America,NA,CUB
Afghanistan,2020-04-09,484,40,15,1,32,437,NA,12,0.4,NA,NA,2020_04_10_11_00_04_GMT,Asia,NA,AFG
Oman,2020-04-09,457,38,3,1,109,345,3,89,0.6,NA,NA,2020_04_10_11_00_04_GMT,Asia,NA,OMN
Uruguay,2020-04-09,456,NA,7,NA,192,257,14,131,2,6175,1778,2020_04_10_11_00_04_GMT,South America,NA,URY
Ivory Coast,2020-04-09,444,60,3,NA,52,389,NA,17,0.1,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,CIV
Burkina Faso,2020-04-09,443,29,24,1,146,273,NA,21,1,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,BFA
Niger,2020-04-09,410,68,11,NA,40,359,NA,17,0.5,4251,176,2020_04_10_11_00_04_GMT,Africa,NA,NER
Albania,2020-04-09,409,9,23,1,165,221,7,142,8,3223,1120,2020_04_10_11_00_04_GMT,Europe,NA,ALB
Taiwan,2020-04-09,380,1,5,NA,80,295,NA,16,0.2,42315,1777,2020_04_10_11_00_04_GMT,Asia,NA,TWN
Ghana,2020-04-09,378,65,6,NA,3,369,2,12,0.2,12046,388,2020_04_10_11_00_04_GMT,Africa,NA,GHA
Jordan,2020-04-09,372,14,7,1,161,204,5,36,0.7,17000,1666,2020_04_10_11_00_04_GMT,Asia,NA,JOR
Réunion,2020-04-09,362,NA,NA,NA,40,322,4,404,NA,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,REU
Channel Islands,2020-04-09,361,10,8,NA,40,313,NA,2076,46,1157,6655,2020_04_10_11_00_04_GMT,Europe,NA,Channel Islands
Honduras,2020-04-09,343,31,23,1,6,314,10,35,2,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,HND
Malta,2020-04-09,337,38,2,1,16,319,4,763,5,13732,31100,2020_04_10_11_00_04_GMT,Europe,NA,MLT
San Marino,2020-04-09,333,25,34,NA,49,250,14,9814,1002,846,24933,2020_04_10_11_00_04_GMT,Europe,NA,SMR
Bangladesh,2020-04-09,330,112,21,1,33,276,1,2,0.1,6175,37,2020_04_10_11_00_04_GMT,Asia,NA,BGD
Mauritius,2020-04-09,314,41,7,NA,23,284,3,247,6,6730,5292,2020_04_10_11_00_04_GMT,Africa,NA,MUS
Nigeria,2020-04-09,288,12,7,1,51,230,2,1,0.03,5000,24,2020_04_10_11_00_04_GMT,Africa,NA,NGA
Kyrgyzstan,2020-04-09,280,10,4,NA,35,241,5,43,0.6,9618,1474,2020_04_10_11_00_04_GMT,Asia,NA,KGZ
Bolivia,2020-04-09,264,54,18,3,2,244,3,23,2,591,51,2020_04_10_11_00_04_GMT,South America,NA,BOL
Palestine,2020-04-09,263,NA,1,NA,44,218,NA,52,0.2,16068,3150,2020_04_10_11_00_04_GMT,Asia,NA,PSE
Vietnam,2020-04-09,255,4,NA,NA,128,127,8,3,NA,114241,1174,2020_04_10_11_00_04_GMT,Asia,NA,VNM
Montenegro,2020-04-09,252,4,2,NA,4,246,7,401,3,2329,3708,2020_04_10_11_00_04_GMT,Europe,NA,MNE
Senegal,2020-04-09,250,6,2,NA,123,125,1,15,0.1,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,SEN
Georgia,2020-04-09,218,7,3,NA,51,164,6,55,0.8,3271,820,2020_04_10_11_00_04_GMT,Asia,NA,GEO
Guinea,2020-04-09,194,30,NA,NA,11,183,NA,15,NA,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,GIN
Sri Lanka,2020-04-09,190,1,7,NA,49,134,5,9,0.3,3248,152,2020_04_10_11_00_04_GMT,Asia,NA,LKA
Isle of Man,2020-04-09,190,32,1,NA,92,97,12,2234,12,1879,22097,2020_04_10_11_00_04_GMT,Europe,NA,IMN
Kenya,2020-04-09,184,5,7,1,12,165,2,3,0.1,5278,98,2020_04_10_11_00_04_GMT,Africa,NA,KEN
Mayotte,2020-04-09,184,NA,2,NA,26,156,4,674,7,1100,4032,2020_04_10_11_00_04_GMT,Africa,NA,MYT
Faeroe Islands,2020-04-09,184,NA,NA,NA,136,48,NA,3766,NA,5299,108446,2020_04_10_11_00_04_GMT,Europe,NA,FRO
DRC,2020-04-09,180,NA,18,NA,9,153,NA,2,0.2,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,COD
Venezuela,2020-04-09,171,4,9,NA,84,78,6,6,0.3,139282,4898,2020_04_10_11_00_04_GMT,South America,NA,VEN
Martinique,2020-04-09,154,NA,6,NA,50,98,19,410,16,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,MTQ
Guadeloupe,2020-04-09,143,2,8,NA,67,68,13,357,20,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,GLP
Djibouti,2020-04-09,140,5,1,1,28,111,NA,142,1,3399,3440,2020_04_10_11_00_04_GMT,Africa,NA,DJI
Brunei,2020-04-09,135,NA,1,NA,92,42,3,309,2,8985,20538,2020_04_10_11_00_04_GMT,Asia,NA,BRN
Paraguay,2020-04-09,124,5,5,NA,18,101,1,17,0.7,2039,286,2020_04_10_11_00_04_GMT,South America,NA,PRY
Gibraltar,2020-04-09,123,3,NA,NA,60,63,1,3651,NA,1511,44849,2020_04_10_11_00_04_GMT,Europe,NA,GIB
Cambodia,2020-04-09,119,2,NA,NA,62,57,1,7,NA,5768,345,2020_04_10_11_00_04_GMT,Asia,NA,KHM
Rwanda,2020-04-09,113,3,NA,NA,7,106,NA,9,NA,806,62,2020_04_10_11_00_04_GMT,Africa,NA,RWA
Trinidad and Tobago,2020-04-09,109,2,8,NA,1,100,NA,78,6,987,705,2020_04_10_11_00_04_GMT,North America,NA,TTO
El Salvador,2020-04-09,103,10,6,1,14,83,3,16,0.9,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,SLV
Guatemala,2020-04-09,95,8,3,NA,17,75,3,5,0.2,1134,63,2020_04_10_11_00_04_GMT,North America,NA,GTM
Madagascar,2020-04-09,93,NA,NA,NA,11,82,1,3,NA,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,MDG
Monaco,2020-04-09,84,3,1,NA,5,78,4,2141,25,NA,NA,2020_04_10_11_00_04_GMT,Europe,NA,MCO
French Guiana,2020-04-09,83,NA,NA,NA,43,40,1,278,NA,NA,NA,2020_04_10_11_00_04_GMT,South America,NA,GUF
Aruba,2020-04-09,82,5,NA,NA,20,62,NA,768,NA,1008,9441,2020_04_10_11_00_04_GMT,North America,NA,ABW
Liechtenstein,2020-04-09,78,NA,1,NA,55,22,NA,2046,26,900,23605,2020_04_10_11_00_04_GMT,Europe,NA,LIE
Mali,2020-04-09,74,15,7,NA,22,45,NA,4,0.3,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,MLI
Togo,2020-04-09,73,3,3,NA,24,46,NA,9,0.4,1747,211,2020_04_10_11_00_04_GMT,Africa,NA,TGO
Barbados,2020-04-09,66,3,3,NA,11,52,4,230,10,694,2415,2020_04_10_11_00_04_GMT,North America,NA,BRB
Jamaica,2020-04-09,63,NA,4,NA,12,47,NA,21,1,907,306,2020_04_10_11_00_04_GMT,North America,NA,JAM
Congo,2020-04-09,60,15,5,NA,5,50,NA,11,0.9,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,COG
Ethiopia,2020-04-09,56,1,2,NA,4,50,2,0.5,0.02,2790,24,2020_04_10_11_00_04_GMT,Africa,NA,ETH
Uganda,2020-04-09,53,NA,NA,NA,NA,53,NA,1,NA,3310,72,2020_04_10_11_00_04_GMT,Africa,NA,UGA
French Polynesia,2020-04-09,51,NA,NA,NA,NA,51,NA,182,NA,744,2649,2020_04_10_11_00_04_GMT,Australia/Oceania,NA,PYF
Bermuda,2020-04-09,48,9,4,1,25,19,NA,771,64,354,5684,2020_04_10_11_00_04_GMT,North America,NA,BMU
Cayman Islands,2020-04-09,45,NA,1,NA,6,38,NA,685,15,479,7288,2020_04_10_11_00_04_GMT,North America,NA,CYM
Macao,2020-04-09,45,NA,NA,NA,10,35,1,69,NA,NA,NA,2020_04_10_11_00_04_GMT,Asia,NA,MAC
Gabon,2020-04-09,44,10,1,NA,1,42,NA,20,0.4,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,GAB
Sint Maarten,2020-04-09,43,3,6,NA,1,36,2,1003,140,112,2612,2020_04_10_11_00_04_GMT,North America,NA,SXM
Bahamas,2020-04-09,41,1,8,1,5,28,1,104,20,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,BHS
Zambia,2020-04-09,39,NA,1,NA,24,14,1,2,0.05,1239,67,2020_04_10_11_00_04_GMT,Africa,NA,ZMB
Guyana,2020-04-09,37,NA,6,NA,8,23,4,47,8,145,184,2020_04_10_11_00_04_GMT,South America,NA,GUY
Guinea-Bissau,2020-04-09,36,3,NA,NA,NA,36,NA,18,NA,1500,762,2020_04_10_11_00_04_GMT,Africa,NA,GNB
Eritrea,2020-04-09,33,NA,NA,NA,NA,33,NA,9,NA,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,ERI
Saint Martin,2020-04-09,32,NA,2,NA,7,23,6,828,52,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,MAF
Liberia,2020-04-09,31,NA,4,NA,3,24,NA,6,0.8,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,LBR
Haiti,2020-04-09,30,3,2,1,NA,28,NA,3,0.2,257,23,2020_04_10_11_00_04_GMT,North America,NA,HTI
Benin,2020-04-09,26,NA,1,NA,5,20,NA,2,0.08,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,BEN
Tanzania,2020-04-09,25,NA,1,NA,5,19,NA,0.4,0.02,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,TZA
Libya,2020-04-09,24,3,1,NA,8,15,NA,3,0.1,492,72,2020_04_10_11_00_04_GMT,Africa,NA,LBY
Myanmar,2020-04-09,23,1,3,NA,2,18,NA,0.4,0.06,1246,23,2020_04_10_11_00_04_GMT,Asia,NA,MMR
Angola,2020-04-09,19,NA,2,NA,2,15,NA,0.6,0.06,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,AGO
Antigua and Barbuda,2020-04-09,19,NA,2,NA,NA,17,1,194,20,40,408,2020_04_10_11_00_04_GMT,North America,NA,ATG
Syria,2020-04-09,19,NA,2,NA,4,13,NA,1,0.1,NA,NA,2020_04_10_11_00_04_GMT,Asia,NA,SYR
Maldives,2020-04-09,19,NA,NA,NA,13,6,NA,35,NA,NA,NA,2020_04_10_11_00_04_GMT,Asia,NA,MDV
Equatorial Guinea,2020-04-09,18,NA,NA,NA,3,15,NA,13,NA,854,609,2020_04_10_11_00_04_GMT,Africa,NA,GNQ
New Caledonia,2020-04-09,18,NA,NA,NA,1,17,NA,63,NA,2320,8126,2020_04_10_11_00_04_GMT,Australia/Oceania,NA,NCL
Mozambique,2020-04-09,17,NA,NA,NA,1,16,NA,0.5,NA,483,15,2020_04_10_11_00_04_GMT,Africa,NA,MOZ
Laos,2020-04-09,16,1,NA,NA,NA,16,NA,2,NA,903,124,2020_04_10_11_00_04_GMT,Asia,NA,LAO
Mongolia,2020-04-09,16,NA,NA,NA,4,12,NA,5,NA,NA,NA,2020_04_10_11_00_04_GMT,Asia,NA,MNG
Namibia,2020-04-09,16,NA,NA,NA,3,13,NA,6,NA,362,142,2020_04_10_11_00_04_GMT,Africa,NA,NAM
Sudan,2020-04-09,15,1,2,NA,2,11,NA,0.3,0.05,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,SDN
Dominica,2020-04-09,15,NA,NA,NA,1,14,NA,208,NA,293,4070,2020_04_10_11_00_04_GMT,North America,NA,DMA
Fiji,2020-04-09,15,NA,NA,NA,NA,15,NA,17,NA,NA,NA,2020_04_10_11_00_04_GMT,Australia/Oceania,NA,FJI
Curaçao,2020-04-09,14,NA,1,NA,7,6,NA,85,6,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,CUW
Saint Lucia,2020-04-09,14,NA,NA,NA,1,13,NA,76,NA,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,LCA
Botswana,2020-04-09,13,7,1,NA,NA,12,NA,6,0.4,1154,491,2020_04_10_11_00_04_GMT,Africa,NA,BWA
Somalia,2020-04-09,12,NA,1,NA,1,10,NA,0.8,0.06,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,SOM
Grenada,2020-04-09,12,NA,NA,NA,NA,12,2,107,NA,45,400,2020_04_10_11_00_04_GMT,North America,NA,GRD
St. Vincent Grenadines,2020-04-09,12,4,NA,NA,1,11,NA,108,NA,56,505,2020_04_10_11_00_04_GMT,North America,NA,VCT
Eswatini,2020-04-09,12,NA,NA,NA,7,5,NA,10,NA,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,SWZ
Zimbabwe,2020-04-09,11,NA,3,NA,NA,8,NA,0.7,0.2,371,25,2020_04_10_11_00_04_GMT,Africa,NA,ZWE
Chad,2020-04-09,11,1,NA,NA,2,9,NA,0.7,NA,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,TCD
Greenland,2020-04-09,11,NA,NA,NA,11,0,NA,194,NA,770,13564,2020_04_10_11_00_04_GMT,North America,NA,GRL
Saint Kitts and Nevis,2020-04-09,11,NA,NA,NA,NA,11,NA,207,NA,183,3440,2020_04_10_11_00_04_GMT,North America,NA,KNA
Seychelles,2020-04-09,11,NA,NA,NA,NA,11,NA,112,NA,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,SYC
Suriname,2020-04-09,10,NA,1,NA,4,5,NA,17,2,NA,NA,2020_04_10_11_00_04_GMT,South America,NA,SUR
Belize,2020-04-09,9,1,1,NA,NA,8,1,23,3,364,915,2020_04_10_11_00_04_GMT,North America,NA,BLZ
Nepal,2020-04-09,9,NA,NA,NA,1,8,NA,0.3,NA,2895,99,2020_04_10_11_00_04_GMT,Asia,NA,NPL
Montserrat,2020-04-09,9,NA,NA,NA,NA,9,1,1803,NA,36,7212,2020_04_10_11_00_04_GMT,North America,NA,MSR
Malawi,2020-04-09,8,NA,1,NA,NA,7,1,0.4,0.05,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,MWI
Turks and Caicos,2020-04-09,8,NA,1,NA,NA,7,NA,207,26,61,1576,2020_04_10_11_00_04_GMT,North America,NA,TCA
CAR,2020-04-09,8,NA,NA,NA,NA,8,NA,2,NA,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,CAF
Vatican City,2020-04-09,8,NA,NA,NA,2,6,NA,9988,NA,NA,NA,2020_04_10_11_00_04_GMT,Europe,NA,Vatican
Cabo Verde,2020-04-09,7,NA,1,NA,1,5,NA,13,2,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,CPV
Mauritania,2020-04-09,7,1,1,NA,2,4,NA,2,0.2,258,55,2020_04_10_11_00_04_GMT,Africa,NA,MRT
Nicaragua,2020-04-09,7,1,1,NA,NA,6,NA,1,0.2,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,NIC
Sierra Leone,2020-04-09,7,NA,NA,NA,NA,7,NA,0.9,NA,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,SLE
St. Barth,2020-04-09,6,NA,NA,NA,1,5,NA,607,NA,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,BLM
Bhutan,2020-04-09,5,NA,NA,NA,2,3,NA,6,NA,1166,1511,2020_04_10_11_00_04_GMT,Asia,NA,BTN
Falkland Islands,2020-04-09,5,NA,NA,NA,1,4,NA,1437,NA,137,39368,2020_04_10_11_00_04_GMT,South America,NA,FLK
Gambia,2020-04-09,4,NA,1,NA,2,1,NA,2,0.4,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,GMB
Sao Tome and Principe,2020-04-09,4,NA,NA,NA,NA,4,NA,18,NA,19,87,2020_04_10_11_00_04_GMT,Africa,NA,STP
Western Sahara,2020-04-09,4,NA,NA,NA,NA,4,NA,7,NA,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,ESH
Anguilla,2020-04-09,3,NA,NA,NA,NA,3,NA,200,NA,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,AIA
British Virgin Islands,2020-04-09,3,NA,NA,NA,NA,3,NA,99,NA,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,VGB
Burundi,2020-04-09,3,NA,NA,NA,NA,3,NA,0.3,NA,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,BDI
South Sudan,2020-04-09,3,1,NA,NA,NA,3,NA,0.3,NA,NA,NA,2020_04_10_11_00_04_GMT,Africa,NA,SSD
Caribbean Netherlands,2020-04-09,2,NA,NA,NA,NA,2,NA,76,NA,10,381,2020_04_10_11_00_04_GMT,North America,NA,BES
Papua New Guinea,2020-04-09,2,NA,NA,NA,NA,2,NA,0.2,NA,72,8,2020_04_10_11_00_04_GMT,Australia/Oceania,NA,PNG
Saint Pierre Miquelon,2020-04-09,1,NA,NA,NA,NA,1,NA,173,NA,NA,NA,2020_04_10_11_00_04_GMT,North America,NA,SPM
Timor-Leste,2020-04-09,1,NA,NA,NA,NA,1,NA,0.8,NA,NA,NA,2020_04_10_11_00_04_GMT,Asia,NA,TLS
China,2020-04-10,81907,42,3336,1,77455,1116,144,57,2,NA,NA,2020_04_11_11_00_04_GMT,Asia,NA,CHN
USA,2020-04-10,502876,33752,18747,2035,27314,456815,10917,1519,57,2538888,7670,2020_04_11_11_00_04_GMT,North America,NA,USA
Spain,2020-04-10,158273,5051,16081,634,55668,86524,7371,3385,344,355000,7593,2020_04_11_11_00_04_GMT,Europe,NA,ESP
Italy,2020-04-10,147577,3951,18849,570,30455,98273,3497,2441,312,906864,14999,2020_04_11_11_00_04_GMT,Europe,NA,ITA
France,2020-04-10,124869,7120,13197,987,24932,86740,7004,1913,202,333807,5114,2020_04_11_11_00_04_GMT,Europe,NA,FRA
Germany,2020-04-10,122171,3936,2736,129,53913,65522,4895,1458,33,1317887,15730,2020_04_11_11_00_04_GMT,Europe,NA,DEU
UK,2020-04-10,73758,8681,8958,980,344,64456,1559,1086,132,316836,4667,2020_04_11_11_00_04_GMT,Europe,NA,GBR
Iran,2020-04-10,68192,1972,4232,122,35465,28495,3969,812,50,242568,2888,2020_04_11_11_00_04_GMT,Asia,NA,IRN
Turkey,2020-04-10,47029,4747,1006,98,2423,43600,1667,558,12,307210,3643,2020_04_11_11_00_04_GMT,Asia,NA,TUR
Belgium,2020-04-10,26667,1684,3019,496,5568,18080,1278,2301,260,84248,7269,2020_04_11_11_00_04_GMT,Europe,NA,BEL
Switzerland,2020-04-10,24551,500,1002,54,11100,12449,386,2837,116,178500,20625,2020_04_11_11_00_04_GMT,Europe,NA,CHE
Netherlands,2020-04-10,23097,1335,2511,115,250,20336,1424,1348,147,101534,5926,2020_04_11_11_00_04_GMT,Europe,NA,NLD
Canada,2020-04-10,22148,1383,569,60,6013,15566,557,587,15,370315,9812,2020_04_11_11_00_04_GMT,North America,NA,CAN
Brazil,2020-04-10,19789,1644,1068,114,173,18548,296,93,5,62985,296,2020_04_11_11_00_04_GMT,South America,NA,BRA
Portugal,2020-04-10,15472,1516,435,26,233,14804,226,1517,43,140863,13815,2020_04_11_11_00_04_GMT,Europe,NA,PRT
Austria,2020-04-10,13560,316,319,24,6064,7177,261,1506,35,134743,14961,2020_04_11_11_00_04_GMT,Europe,NA,AUT
Russia,2020-04-10,11917,1786,94,18,795,11028,8,82,0.6,1090000,7469,2020_04_11_11_00_04_GMT,Europe,NA,RUS
S. Korea,2020-04-10,10450,27,208,4,7117,3125,55,204,4,503051,9812,2020_04_11_11_00_04_GMT,Asia,NA,KOR
Israel,2020-04-10,10408,440,95,9,1183,9130,124,1202,11,117339,13557,2020_04_11_11_00_04_GMT,Asia,NA,ISR
Sweden,2020-04-10,9685,544,870,77,381,8434,749,959,86,54700,5416,2020_04_11_11_00_04_GMT,Europe,NA,SWE
Ireland,2020-04-10,8089,1515,287,24,25,7777,194,1638,58,53000,10734,2020_04_11_11_00_04_GMT,Europe,NA,IRL
India,2020-04-10,7600,875,249,22,774,6577,NA,6,0.2,189111,137,2020_04_11_11_00_04_GMT,Asia,NA,IND
Ecuador,2020-04-10,7161,2196,297,25,368,6496,171,406,17,21568,1222,2020_04_11_11_00_04_GMT,South America,NA,ECU
Chile,2020-04-10,6501,529,65,8,1571,4865,70,340,3,72797,3808,2020_04_11_11_00_04_GMT,South America,NA,CHL
Norway,2020-04-10,6314,95,113,5,32,6169,70,1165,21,123170,22720,2020_04_11_11_00_04_GMT,Europe,NA,NOR
Australia,2020-04-10,6238,86,54,3,3141,3043,74,245,2,338346,13269,2020_04_11_11_00_04_GMT,Australia/Oceania,NA,AUS
Japan,2020-04-10,6005,658,99,NA,685,5221,109,47,0.8,64387,509,2020_04_11_11_00_04_GMT,Asia,NA,JPN
Poland,2020-04-10,5955,380,181,7,318,5456,160,157,5,118295,3126,2020_04_11_11_00_04_GMT,Europe,NA,POL
Peru,2020-04-10,5897,641,169,31,1569,4159,130,179,5,56681,1719,2020_04_11_11_00_04_GMT,South America,NA,PER
Denmark,2020-04-10,5819,184,247,10,1773,3799,113,1005,43,64731,11176,2020_04_11_11_00_04_GMT,Europe,NA,DNK
Czechia,2020-04-10,5732,163,119,7,346,5267,98,535,11,114854,10725,2020_04_11_11_00_04_GMT,Europe,NA,CZE
Romania,2020-04-10,5467,265,270,22,729,4468,183,284,14,55430,2881,2020_04_11_11_00_04_GMT,Europe,NA,ROU
Pakistan,2020-04-10,4695,206,66,1,727,3902,45,21,0.3,54706,248,2020_04_11_11_00_04_GMT,Asia,NA,PAK
Malaysia,2020-04-10,4346,118,70,3,1830,2446,69,134,2,69675,2153,2020_04_11_11_00_04_GMT,Asia,NA,MYS
Philippines,2020-04-10,4195,119,221,18,140,3834,1,38,2,24500,224,2020_04_11_11_00_04_GMT,Asia,NA,PHL
Saudi Arabia,2020-04-10,3651,364,47,3,685,2919,57,105,1,115585,3320,2020_04_11_11_00_04_GMT,Asia,NA,SAU
Indonesia,2020-04-10,3512,219,306,26,282,2924,NA,13,1,17679,65,2020_04_11_11_00_04_GMT,Asia,NA,IDN
Mexico,2020-04-10,3441,260,194,20,633,2614,89,27,2,31492,244,2020_04_11_11_00_04_GMT,North America,NA,MEX
UAE,2020-04-10,3360,370,16,2,418,2926,1,340,2,593095,59967,2020_04_11_11_00_04_GMT,Asia,NA,ARE
Luxembourg,2020-04-10,3223,108,54,2,500,2669,30,5149,86,28273,45166,2020_04_11_11_00_04_GMT,Europe,NA,LUX
Serbia,2020-04-10,3105,238,71,5,118,2916,136,355,8,14240,1630,2020_04_11_11_00_04_GMT,Europe,NA,SRB
Panama,2020-04-10,2974,222,74,8,17,2883,104,689,17,11776,2729,2020_04_11_11_00_04_GMT,North America,NA,PAN
Finland,2020-04-10,2769,164,48,6,300,2421,82,500,9,41200,7436,2020_04_11_11_00_04_GMT,Europe,NA,FIN
Dominican Republic,2020-04-10,2620,271,126,8,98,2396,147,242,12,7936,732,2020_04_11_11_00_04_GMT,North America,NA,DOM
Qatar,2020-04-10,2512,136,6,NA,227,2279,37,872,2,45339,15737,2020_04_11_11_00_04_GMT,Asia,NA,QAT
Colombia,2020-04-10,2473,250,80,11,197,2196,85,49,2,37593,739,2020_04_11_11_00_04_GMT,South America,NA,COL
Thailand,2020-04-10,2473,50,33,1,1013,1427,61,35,0.5,71860,1030,2020_04_11_11_00_04_GMT,Asia,NA,THA
Ukraine,2020-04-10,2203,311,69,12,61,2073,33,50,2,23522,538,2020_04_11_11_00_04_GMT,Europe,NA,UKR
Singapore,2020-04-10,2108,198,7,1,492,1609,29,360,1,72680,12423,2020_04_11_11_00_04_GMT,Asia,NA,SGP
Greece,2020-04-10,2011,56,92,5,269,1650,77,193,9,35532,3409,2020_04_11_11_00_04_GMT,Europe,NA,GRC
South Africa,2020-04-10,2003,69,24,6,410,1569,7,34,0.4,73028,1231,2020_04_11_11_00_04_GMT,Africa,NA,ZAF
Belarus,2020-04-10,1981,495,19,3,169,1793,72,210,2,53000,5609,2020_04_11_11_00_04_GMT,Europe,NA,BLR
Argentina,2020-04-10,1975,81,82,3,375,1518,96,44,2,16379,362,2020_04_11_11_00_04_GMT,South America,NA,ARG
Egypt,2020-04-10,1794,95,135,17,384,1275,NA,18,1,25000,244,2020_04_11_11_00_04_GMT,Africa,NA,EGY
Algeria,2020-04-10,1761,95,256,21,405,1100,46,40,6,3359,77,2020_04_11_11_00_04_GMT,Africa,NA,DZA
Iceland,2020-04-10,1675,27,7,1,751,917,11,4909,21,34125,100002,2020_04_11_11_00_04_GMT,Europe,NA,ISL
Croatia,2020-04-10,1495,88,21,1,231,1243,34,364,5,14612,3559,2020_04_11_11_00_04_GMT,Europe,NA,HRV
Morocco,2020-04-10,1448,74,107,10,122,1219,1,39,3,7239,196,2020_04_11_11_00_04_GMT,Africa,NA,MAR
Moldova,2020-04-10,1438,149,29,NA,56,1353,80,356,7,6271,1555,2020_04_11_11_00_04_GMT,Europe,NA,MDA
New Zealand,2020-04-10,1283,44,2,1,373,908,5,266,0.4,55685,11548,2020_04_11_11_00_04_GMT,Australia/Oceania,NA,NZL
Iraq,2020-04-10,1279,47,70,1,550,659,NA,32,2,32158,800,2020_04_11_11_00_04_GMT,Asia,NA,IRQ
Estonia,2020-04-10,1258,51,24,NA,93,1141,9,948,18,27883,21019,2020_04_11_11_00_04_GMT,Europe,NA,EST
Hungary,2020-04-10,1190,210,77,11,112,1001,17,123,8,29948,3100,2020_04_11_11_00_04_GMT,Europe,NA,HUN
Slovenia,2020-04-10,1160,36,45,2,137,978,36,558,22,33047,15896,2020_04_11_11_00_04_GMT,Europe,NA,SVN
