Country,date_data,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious_Critical,Cases_per_1M,Deaths_per_1M,TotalTests,Tests_per_1M,date_download,Continent,Population,ISO3
Djibouti,2020-05-20,1828,210,9,2,1052,767,NA,1853,9,20056,20334,2020_05_21_11_00_04_GMT,Africa,986323,DJI
Iceland,2020-05-20,1803,1,10,NA,1789,4,NA,5287,29,57628,169000,2020_05_21_11_00_04_GMT,Europe,340994,ISL
Estonia,2020-05-20,1794,3,64,NA,956,774,2,1352,48,72464,54631,2020_05_21_11_00_04_GMT,Europe,1326438,EST
DRC,2020-05-20,1731,102,61,NA,302,1368,NA,19,0.7,NA,NA,2020_05_21_11_00_04_GMT,Africa,89219290,COD
Lithuania,2020-05-20,1577,15,60,NA,1049,468,17,578,22,245580,90083,2020_05_21_11_00_04_GMT,Europe,2726154,LTU
Somalia,2020-05-20,1573,71,61,2,188,1324,2,99,4,NA,NA,2020_05_21_11_00_04_GMT,Africa,15838153,SOM
El Salvador,2020-05-20,1571,73,31,1,537,1003,27,242,5,62838,9693,2020_05_21_11_00_04_GMT,North America,6482554,SLV
Gabon,2020-05-20,1567,65,12,NA,365,1190,9,706,5,7966,3589,2020_05_21_11_00_04_GMT,Africa,2219341,GAB
New Zealand,2020-05-20,1503,NA,21,NA,1447,35,1,312,4,238725,49551,2020_05_21_11_00_04_GMT,Australia/Oceania,4817799,NZL
Slovakia,2020-05-20,1496,1,28,NA,1231,237,3,274,5,148845,27264,2020_05_21_11_00_04_GMT,Europe,5459353,SVK
Mayotte,2020-05-20,1475,105,19,1,894,562,11,5423,70,5200,19117,2020_05_21_11_00_04_GMT,Africa,272012,MYT
Slovenia,2020-05-20,1468,1,105,1,1340,23,4,706,51,73319,35268,2020_05_21_11_00_04_GMT,Europe,2078907,SVN
Kyrgyzstan,2020-05-20,1270,27,14,NA,910,346,5,195,2,94441,14504,2020_05_21_11_00_04_GMT,Asia,6511518,KGZ
Maldives,2020-05-20,1186,43,4,NA,91,1091,9,2199,7,11775,21829,2020_05_21_11_00_04_GMT,Asia,539417,MDV
Guinea-Bissau,2020-05-20,1089,51,6,NA,42,1041,NA,555,3,1500,764,2020_05_21_11_00_04_GMT,Africa,1962338,GNB
Hong Kong,2020-05-20,1056,NA,4,NA,1026,26,1,141,0.5,168291,22468,2020_05_21_11_00_04_GMT,Asia,7490095,HKG
Tunisia,2020-05-20,1045,2,47,1,862,136,3,89,4,43723,3704,2020_05_21_11_00_04_GMT,Africa,11804462,TUN
Kenya,2020-05-20,1029,66,50,NA,366,613,1,19,0.9,49405,921,2020_05_21_11_00_04_GMT,Africa,53628156,KEN
Sri Lanka,2020-05-20,1028,5,9,NA,584,435,1,48,0.4,46413,2169,2020_05_21_11_00_04_GMT,Asia,21403273,LKA
Latvia,2020-05-20,1016,4,21,NA,694,301,3,538,11,92751,49117,2020_05_21_11_00_04_GMT,Europe,1888351,LVA
Albania,2020-05-20,964,15,31,NA,758,175,1,335,11,12555,4362,2020_05_21_11_00_04_GMT,Europe,2878137,ALB
Lebanon,2020-05-20,961,7,26,NA,251,684,4,141,4,65363,9572,2020_05_21_11_00_04_GMT,Asia,6828703,LBN
Mali,2020-05-20,931,30,55,2,543,333,NA,46,3,3483,173,2020_05_21_11_00_04_GMT,Africa,20178087,MLI
Cyprus,2020-05-20,922,4,17,NA,516,389,10,764,14,90718,75199,2020_05_21_11_00_04_GMT,Asia,1206368,CYP
Niger,2020-05-20,920,6,58,3,738,124,NA,38,2,5909,245,2020_05_21_11_00_04_GMT,Africa,24093552,NER
Costa Rica,2020-05-20,897,15,10,NA,582,305,5,176,2,21299,4185,2020_05_21_11_00_04_GMT,North America,5088826,CRI
Equatorial Guinea,2020-05-20,890,65,7,NA,22,861,NA,637,5,854,611,2020_05_21_11_00_04_GMT,Africa,1397127,GNQ
Paraguay,2020-05-20,833,4,11,NA,242,580,NA,117,2,21542,3025,2020_05_21_11_00_04_GMT,South America,7122422,PRY
Zambia,2020-05-20,832,60,7,NA,197,628,1,45,0.4,19014,1038,2020_05_21_11_00_04_GMT,Africa,18319980,ZMB
Venezuela,2020-05-20,824,206,10,NA,262,552,1,29,0.4,616562,21676,2020_05_21_11_00_04_GMT,South America,28444595,VEN
Burkina Faso,2020-05-20,809,13,52,1,661,96,NA,39,2,NA,NA,2020_05_21_11_00_04_GMT,Africa,20832244,BFA
Andorra,2020-05-20,762,1,51,NA,639,72,3,9864,660,3750,48543,2020_05_21_11_00_04_GMT,Europe,77251,AND
Uruguay,2020-05-20,746,8,20,NA,588,138,4,215,6,35630,10261,2020_05_21_11_00_04_GMT,South America,3472397,URY
Georgia,2020-05-20,713,6,12,NA,475,226,6,179,3,40711,10203,2020_05_21_11_00_04_GMT,Asia,3989993,GEO
Jordan,2020-05-20,672,23,9,NA,446,217,5,66,0.9,148482,14569,2020_05_21_11_00_04_GMT,Asia,10191568,JOR
San Marino,2020-05-20,656,1,41,NA,220,395,1,19338,1209,3700,109071,2020_05_21_11_00_04_GMT,Europe,33923,SMR
Haiti,2020-05-20,596,63,22,1,21,553,NA,52,2,2270,199,2020_05_21_11_00_04_GMT,North America,11386485,HTI
Malta,2020-05-20,584,15,6,NA,465,113,1,1323,14,54866,124296,2020_05_21_11_00_04_GMT,Europe,441413,MLT
Sierra Leone,2020-05-20,570,36,34,1,205,331,NA,72,4,NA,NA,2020_05_21_11_00_04_GMT,Africa,7957533,SLE
Chad,2020-05-20,565,20,57,1,177,331,NA,35,3,NA,NA,2020_05_21_11_00_04_GMT,Africa,16367109,TCD
Channel Islands,2020-05-20,558,3,45,1,492,21,NA,3213,259,5342,30758,2020_05_21_11_00_04_GMT,Europe,173681,Channel Islands
Jamaica,2020-05-20,520,NA,9,NA,145,366,NA,176,3,8828,2983,2020_05_21_11_00_04_GMT,North America,2959730,JAM
Tanzania,2020-05-20,509,NA,21,NA,183,305,7,9,0.4,NA,NA,2020_05_21_11_00_04_GMT,Africa,59522334,TZA
Réunion,2020-05-20,447,1,1,1,411,35,2,500,1,17200,19227,2020_05_21_11_00_04_GMT,Africa,894592,REU
Taiwan,2020-05-20,440,NA,7,NA,402,31,NA,18,0.3,69876,2934,2020_05_21_11_00_04_GMT,Asia,23812039,TWN
Nepal,2020-05-20,427,25,2,NA,45,380,1,15,0.07,110566,3803,2020_05_21_11_00_04_GMT,Asia,29074659,NPL
Congo,2020-05-20,420,NA,15,NA,132,273,NA,76,3,NA,NA,2020_05_21_11_00_04_GMT,Africa,5501474,COG
CAR,2020-05-20,418,52,NA,NA,18,400,NA,87,NA,10837,2248,2020_05_21_11_00_04_GMT,Africa,4819836,CAF
Palestine,2020-05-20,398,7,2,NA,346,50,NA,78,0.4,44876,8822,2020_05_21_11_00_04_GMT,Asia,5087001,PSE
Ethiopia,2020-05-20,389,24,5,NA,122,262,NA,3,0.04,65760,574,2020_05_21_11_00_04_GMT,Africa,114615025,ETH
Madagascar,2020-05-20,371,45,2,NA,131,238,NA,13,0.07,5670,205,2020_05_21_11_00_04_GMT,Africa,27603501,MDG
Cabo Verde,2020-05-20,349,14,3,NA,85,261,NA,628,5,892,1606,2020_05_21_11_00_04_GMT,Africa,555294,CPV
Togo,2020-05-20,340,2,12,NA,110,218,NA,41,1,14196,1720,2020_05_21_11_00_04_GMT,Africa,8255121,TGO
Isle of Man,2020-05-20,336,1,24,NA,302,10,4,3954,282,4262,50151,2020_05_21_11_00_04_GMT,Europe,84983,IMN
Mauritius,2020-05-20,332,NA,10,NA,322,0,NA,261,8,95666,75237,2020_05_21_11_00_04_GMT,Africa,1271536,MUS
Montenegro,2020-05-20,324,NA,9,NA,312,3,2,516,14,10167,16188,2020_05_21_11_00_04_GMT,Europe,628057,MNE
Vietnam,2020-05-20,324,NA,NA,NA,263,61,2,3,NA,275000,2828,2020_05_21_11_00_04_GMT,Asia,97239013,VNM
Rwanda,2020-05-20,314,6,NA,NA,216,98,NA,24,NA,53317,4129,2020_05_21_11_00_04_GMT,Africa,12912915,RWA
South Sudan,2020-05-20,290,NA,4,NA,4,282,NA,26,0.4,3356,300,2020_05_21_11_00_04_GMT,Africa,11178612,SSD
Uganda,2020-05-20,264,4,NA,NA,65,199,NA,6,NA,77456,1700,2020_05_21_11_00_04_GMT,Africa,45558511,UGA
Nicaragua,2020-05-20,254,NA,17,NA,199,38,NA,38,3,NA,NA,2020_05_21_11_00_04_GMT,North America,6615470,NIC
Sao Tome and Principe,2020-05-20,251,NA,8,NA,4,239,NA,1148,37,175,800,2020_05_21_11_00_04_GMT,Africa,218675,STP
Liberia,2020-05-20,238,5,23,NA,128,87,NA,47,5,NA,NA,2020_05_21_11_00_04_GMT,Africa,5043216,LBR
French Guiana,2020-05-20,237,19,1,NA,136,100,NA,796,3,NA,NA,2020_05_21_11_00_04_GMT,South America,297729,GUF
Eswatini,2020-05-20,217,9,2,NA,97,118,NA,187,2,4160,3590,2020_05_21_11_00_04_GMT,Africa,1158790,SWZ
Myanmar,2020-05-20,199,6,6,NA,108,85,NA,4,0.1,15838,291,2020_05_21_11_00_04_GMT,Asia,54368782,MMR
Martinique,2020-05-20,192,NA,14,NA,91,87,NA,512,37,NA,NA,2020_05_21_11_00_04_GMT,North America,375297,MTQ
Faeroe Islands,2020-05-20,187,NA,NA,NA,187,0,NA,3829,NA,8986,183981,2020_05_21_11_00_04_GMT,Europe,48842,FRO
Yemen,2020-05-20,184,17,30,2,5,149,NA,6,1,120,4,2020_05_21_11_00_04_GMT,Asia,29746579,YEM
Mozambique,2020-05-20,156,10,NA,NA,48,108,NA,5,NA,6769,217,2020_05_21_11_00_04_GMT,Africa,31146622,MOZ
Guadeloupe,2020-05-20,155,NA,13,NA,109,33,3,387,32,2866,7163,2020_05_21_11_00_04_GMT,North America,400117,GLP
Gibraltar,2020-05-20,149,2,NA,NA,145,4,NA,4422,NA,5615,166657,2020_05_21_11_00_04_GMT,Europe,33692,GIB
Mauritania,2020-05-20,141,10,4,NA,7,130,NA,30,0.9,2583,557,2020_05_21_11_00_04_GMT,Africa,4634593,MRT
Brunei,2020-05-20,141,NA,1,NA,136,4,2,323,2,17718,40545,2020_05_21_11_00_04_GMT,Asia,437001,BRN
Mongolia,2020-05-20,140,NA,NA,NA,26,114,27,43,NA,11641,3558,2020_05_21_11_00_04_GMT,Asia,3272084,MNG
Benin,2020-05-20,130,NA,2,NA,83,45,NA,11,0.2,26431,2187,2020_05_21_11_00_04_GMT,Africa,12084074,BEN
Guyana,2020-05-20,125,NA,10,NA,47,68,3,159,13,1295,1647,2020_05_21_11_00_04_GMT,South America,786129,GUY
Bermuda,2020-05-20,125,NA,9,NA,80,36,2,2006,144,5719,91793,2020_05_21_11_00_04_GMT,North America,62303,BMU
Cambodia,2020-05-20,122,NA,NA,NA,122,0,NA,7,NA,15572,933,2020_05_21_11_00_04_GMT,Asia,16692053,KHM
Trinidad and Tobago,2020-05-20,116,NA,8,NA,107,1,NA,83,6,2774,1983,2020_05_21_11_00_04_GMT,North America,1398987,TTO
Cayman Islands,2020-05-20,111,NA,1,NA,55,55,NA,1691,15,7576,115430,2020_05_21_11_00_04_GMT,North America,65633,CYM
Aruba,2020-05-20,101,NA,3,NA,95,3,4,946,28,2048,19191,2020_05_21_11_00_04_GMT,North America,106716,ABW
Bahamas,2020-05-20,97,1,11,NA,43,43,1,247,28,1826,4648,2020_05_21_11_00_04_GMT,North America,392816,BHS
Monaco,2020-05-20,97,NA,4,NA,90,3,1,2474,102,NA,NA,2020_05_21_11_00_04_GMT,Europe,39211,MCO
Barbados,2020-05-20,90,2,7,NA,70,13,4,313,24,4322,15042,2020_05_21_11_00_04_GMT,North America,287336,BRB
Liechtenstein,2020-05-20,82,NA,1,NA,55,26,NA,2151,26,900,23612,2020_05_21_11_00_04_GMT,Europe,38116,LIE
Sint Maarten,2020-05-20,77,NA,15,NA,54,8,7,1798,350,425,9925,2020_05_21_11_00_04_GMT,North America,42820,SXM
Malawi,2020-05-20,71,1,3,NA,27,41,1,4,0.2,1803,95,2020_05_21_11_00_04_GMT,Africa,19069143,MWI
Libya,2020-05-20,69,1,3,NA,35,31,NA,10,0.4,3633,530,2020_05_21_11_00_04_GMT,Africa,6860437,LBY
French Polynesia,2020-05-20,60,NA,NA,NA,60,0,NA,214,NA,3686,13130,2020_05_21_11_00_04_GMT,Australia/Oceania,280726,PYF
Syria,2020-05-20,58,NA,3,NA,36,19,NA,3,0.2,NA,NA,2020_05_21_11_00_04_GMT,Asia,17448736,SYR
Angola,2020-05-20,52,NA,3,NA,17,32,NA,2,0.09,6136,187,2020_05_21_11_00_04_GMT,Africa,32737396,AGO
Zimbabwe,2020-05-20,48,2,4,NA,18,26,NA,3,0.3,28019,1888,2020_05_21_11_00_04_GMT,Africa,14837674,ZWE
Macao,2020-05-20,45,NA,NA,NA,45,0,NA,69,NA,NA,NA,2020_05_21_11_00_04_GMT,Asia,648306,MAC
Burundi,2020-05-20,42,NA,1,NA,20,21,NA,4,0.08,284,24,2020_05_21_11_00_04_GMT,Africa,11846415,BDI
Saint Martin,2020-05-20,40,1,3,NA,33,4,1,1037,78,NA,NA,2020_05_21_11_00_04_GMT,North America,38588,MAF
Eritrea,2020-05-20,39,NA,NA,NA,39,0,NA,11,NA,NA,NA,2020_05_21_11_00_04_GMT,Africa,3540712,ERI
Comoros,2020-05-20,34,23,1,NA,8,25,NA,39,1,NA,NA,2020_05_21_11_00_04_GMT,Africa,867370,COM
Antigua and Barbuda,2020-05-20,25,NA,3,NA,19,3,1,256,31,183,1870,2020_05_21_11_00_04_GMT,North America,97837,ATG
Botswana,2020-05-20,25,NA,1,NA,17,7,NA,11,0.4,14283,6088,2020_05_21_11_00_04_GMT,Africa,2345938,BWA
Gambia,2020-05-20,24,NA,1,NA,13,10,NA,10,0.4,1476,613,2020_05_21_11_00_04_GMT,Africa,2408228,GMB
Timor-Leste,2020-05-20,24,NA,NA,NA,24,0,NA,18,NA,738,561,2020_05_21_11_00_04_GMT,Asia,1315452,TLS
Grenada,2020-05-20,22,NA,NA,NA,17,5,4,196,NA,3007,26737,2020_05_21_11_00_04_GMT,North America,112465,GRD
Bhutan,2020-05-20,21,NA,NA,NA,5,16,NA,27,NA,14294,18548,2020_05_21_11_00_04_GMT,Asia,770633,BTN
Laos,2020-05-20,19,NA,NA,NA,14,5,NA,3,NA,4743,653,2020_05_21_11_00_04_GMT,Asia,7263242,LAO
Belize,2020-05-20,18,NA,2,NA,16,0,NA,45,5,1363,3435,2020_05_21_11_00_04_GMT,North America,396771,BLZ
Fiji,2020-05-20,18,NA,NA,NA,15,3,NA,20,NA,1300,1451,2020_05_21_11_00_04_GMT,Australia/Oceania,895713,FJI
New Caledonia,2020-05-20,18,NA,NA,NA,18,0,NA,63,NA,5454,19124,2020_05_21_11_00_04_GMT,Australia/Oceania,285185,NCL
Saint Lucia,2020-05-20,18,NA,NA,NA,18,0,NA,98,NA,786,4283,2020_05_21_11_00_04_GMT,North America,183534,LCA
St. Vincent Grenadines,2020-05-20,18,1,NA,NA,14,4,NA,162,NA,175,1578,2020_05_21_11_00_04_GMT,North America,110901,VCT
Curaçao,2020-05-20,16,NA,1,NA,14,1,NA,98,6,485,2957,2020_05_21_11_00_04_GMT,North America,164018,CUW
Dominica,2020-05-20,16,NA,NA,NA,16,0,NA,222,NA,433,6017,2020_05_21_11_00_04_GMT,North America,71966,DMA
Namibia,2020-05-20,16,NA,NA,NA,14,2,NA,6,NA,2586,1020,2020_05_21_11_00_04_GMT,Africa,2535445,NAM
Saint Kitts and Nevis,2020-05-20,15,NA,NA,NA,15,0,NA,282,NA,391,7356,2020_05_21_11_00_04_GMT,North America,53157,KNA
Falkland Islands,2020-05-20,13,NA,NA,NA,13,0,NA,3750,NA,426,122873,2020_05_21_11_00_04_GMT,South America,3467,FLK
Turks and Caicos,2020-05-20,12,NA,1,NA,10,1,NA,310,26,109,2820,2020_05_21_11_00_04_GMT,North America,38656,TCA
Vatican City,2020-05-20,12,NA,NA,NA,2,10,NA,14981,NA,NA,NA,2020_05_21_11_00_04_GMT,Europe,801,Vatican
Montserrat,2020-05-20,11,NA,1,NA,10,0,NA,2204,200,36,7212,2020_05_21_11_00_04_GMT,North America,4992,MSR
Suriname,2020-05-20,11,NA,1,NA,9,1,NA,19,2,404,689,2020_05_21_11_00_04_GMT,South America,586035,SUR
Greenland,2020-05-20,11,NA,NA,NA,11,0,NA,194,NA,1767,31132,2020_05_21_11_00_04_GMT,North America,56759,GRL
Seychelles,2020-05-20,11,NA,NA,NA,11,0,NA,112,NA,NA,NA,2020_05_21_11_00_04_GMT,Africa,98279,SYC
British Virgin Islands,2020-05-20,8,NA,1,NA,6,1,NA,265,33,167,5528,2020_05_21_11_00_04_GMT,North America,30208,VGB
Papua New Guinea,2020-05-20,8,NA,NA,NA,8,0,NA,0.9,NA,2402,269,2020_05_21_11_00_04_GMT,Australia/Oceania,8926835,PNG
Caribbean Netherlands,2020-05-20,6,NA,NA,NA,6,0,NA,229,NA,357,13629,2020_05_21_11_00_04_GMT,North America,26195,BES
St. Barth,2020-05-20,6,NA,NA,NA,6,0,NA,608,NA,NA,NA,2020_05_21_11_00_04_GMT,North America,9874,BLM
Western Sahara,2020-05-20,6,NA,NA,NA,6,0,NA,10,NA,NA,NA,2020_05_21_11_00_04_GMT,Africa,595543,ESH
Anguilla,2020-05-20,3,NA,NA,NA,3,0,NA,200,NA,NA,NA,2020_05_21_11_00_04_GMT,North America,14988,AIA
Lesotho,2020-05-20,1,NA,NA,NA,NA,1,NA,0.5,NA,NA,NA,2020_05_21_11_00_04_GMT,Africa,2140328,LSO
Saint Pierre Miquelon,2020-05-20,1,NA,NA,NA,1,0,NA,173,NA,NA,NA,2020_05_21_11_00_04_GMT,North America,5797,SPM
China,2020-05-21,82967,2,4634,NA,78249,84,8,58,3,NA,NA,2020_05_22_11_00_04_GMT,Asia,1439323776,CHN
USA,2020-05-21,1620902,28179,96354,1418,382169,1142379,17902,4900,291,13439114,40627,2020_05_22_11_00_04_GMT,North America,330790544,USA
Russia,2020-05-21,317554,8849,3099,127,92681,221774,2300,2176,21,7840880,53731,2020_05_22_11_00_04_GMT,Europe,145927804,RUS
Brazil,2020-05-21,310921,17564,20082,1188,125960,164879,8318,1464,95,735224,3462,2020_05_22_11_00_04_GMT,South America,212393298,BRA
Spain,2020-05-21,280117,593,27940,52,196958,55219,1152,5991,598,3037840,64977,2020_05_22_11_00_04_GMT,Europe,46752851,ESP
UK,2020-05-21,250908,2615,36042,338,NA,NA,1559,3698,531,3090566,45552,2020_05_22_11_00_04_GMT,Europe,67847158,GBR
Italy,2020-05-21,228006,642,32486,156,134560,60960,640,3770,537,3243398,53635,2020_05_22_11_00_04_GMT,Europe,60471198,ITA
France,2020-05-21,181826,251,28215,83,63858,89753,1745,2786,432,1384633,21218,2020_05_22_11_00_04_GMT,Europe,65258007,FRA
Germany,2020-05-21,179021,490,8309,39,158000,12712,1016,2137,99,3595059,42923,2020_05_22_11_00_04_GMT,Europe,83755045,DEU
Turkey,2020-05-21,153548,961,4249,27,114990,34309,820,1823,50,1729988,20537,2020_05_22_11_00_04_GMT,Asia,84237509,TUR
Iran,2020-05-21,129341,2392,7249,66,100564,21528,2655,1542,86,746045,8895,2020_05_22_11_00_04_GMT,Asia,83871454,IRN
India,2020-05-21,118226,6198,3584,150,48553,66089,NA,86,3,2615920,1898,2020_05_22_11_00_04_GMT,Asia,1378492893,IND
Peru,2020-05-21,108769,4749,3148,124,43587,62034,886,3304,96,736500,22373,2020_05_22_11_00_04_GMT,South America,32919665,PER
Canada,2020-05-21,81324,1182,6152,121,41715,33457,502,2157,163,1377146,36524,2020_05_22_11_00_04_GMT,North America,37705478,CAN
Saudi Arabia,2020-05-21,65077,2532,351,12,36040,28686,281,1873,10,651158,18737,2020_05_22_11_00_04_GMT,Asia,34751777,SAU
Chile,2020-05-21,57581,3964,589,45,23992,33000,943,3015,31,426003,22306,2020_05_22_11_00_04_GMT,South America,19098031,CHL
Mexico,2020-05-21,56594,2248,6090,424,38876,11628,378,439,47,185755,1442,2020_05_22_11_00_04_GMT,North America,128781349,MEX
Belgium,2020-05-21,56235,252,9186,36,14988,32061,277,4854,793,739146,63807,2020_05_22_11_00_04_GMT,Europe,11584152,BEL
Pakistan,2020-05-21,48091,2193,1017,32,14155,32919,111,218,5,429600,1949,2020_05_22_11_00_04_GMT,Asia,220392002,PAK
Netherlands,2020-05-21,44700,253,5775,27,NA,NA,255,2609,337,302395,17652,2020_05_22_11_00_04_GMT,Europe,17130802,NLD
Qatar,2020-05-21,38651,1554,17,1,7288,31346,171,13442,6,175482,61028,2020_05_22_11_00_04_GMT,Asia,2875446,QAT
Ecuador,2020-05-21,35306,452,2939,51,3557,28810,191,2005,167,101580,5768,2020_05_22_11_00_04_GMT,South America,17612428,ECU
Belarus,2020-05-21,33371,945,185,6,12057,21129,92,3531,20,403236,42672,2020_05_22_11_00_04_GMT,Europe,9449653,BLR
Sweden,2020-05-21,32172,649,3871,40,4971,23330,352,3188,384,209900,20798,2020_05_22_11_00_04_GMT,Europe,10092371,SWE
Switzerland,2020-05-21,30694,36,1898,6,27900,896,55,3549,219,361692,41825,2020_05_22_11_00_04_GMT,Europe,8647657,CHE
Portugal,2020-05-21,29912,252,1277,14,6452,22183,93,2933,125,674000,66080,2020_05_22_11_00_04_GMT,Europe,10199821,PRT
Singapore,2020-05-21,29812,448,23,1,12117,17672,10,5100,4,294414,50368,2020_05_22_11_00_04_GMT,Asia,5845265,SGP
Bangladesh,2020-05-21,28511,1773,408,22,5602,22501,1,173,2,214114,1302,2020_05_22_11_00_04_GMT,Asia,164506480,BGD
UAE,2020-05-21,26898,894,237,4,12755,13906,1,2723,24,1600923,162087,2020_05_22_11_00_04_GMT,Asia,9876944,ARE
Ireland,2020-05-21,24391,76,1583,12,21060,1748,54,4946,321,295626,59945,2020_05_22_11_00_04_GMT,Europe,4931601,IRL
Indonesia,2020-05-21,20162,973,1278,36,4838,14046,NA,74,5,219975,805,2020_05_22_11_00_04_GMT,Asia,273200237,IDN
Poland,2020-05-21,20143,404,972,10,8452,10719,160,532,26,697230,18420,2020_05_22_11_00_04_GMT,Europe,37850989,POL
Ukraine,2020-05-21,19706,476,579,15,6227,12900,249,450,13,257890,5893,2020_05_22_11_00_04_GMT,Europe,43760843,UKR
South Africa,2020-05-21,19137,1134,369,30,8950,9818,119,323,6,525433,8872,2020_05_22_11_00_04_GMT,Africa,59224262,ZAF
Kuwait,2020-05-21,18609,1041,129,5,5205,13275,181,4365,30,261071,61236,2020_05_22_11_00_04_GMT,Asia,4263365,KWT
Colombia,2020-05-21,18330,643,652,22,4431,13247,136,361,13,214536,4221,2020_05_22_11_00_04_GMT,South America,50822230,COL
Romania,2020-05-21,17585,198,1156,9,10581,5848,203,913,60,342466,17790,2020_05_22_11_00_04_GMT,Europe,19250875,ROU
Israel,2020-05-21,16683,16,279,NA,13724,2680,47,1931,32,524584,60716,2020_05_22_11_00_04_GMT,Asia,8640028,ISR
Japan,2020-05-21,16424,39,777,6,12672,2975,195,130,6,261572,2067,2020_05_22_11_00_04_GMT,Asia,126516956,JPN
Austria,2020-05-21,16404,51,633,NA,14951,820,32,1823,70,385637,42845,2020_05_22_11_00_04_GMT,Europe,9000787,AUT
Egypt,2020-05-21,15003,774,696,16,4217,10090,41,147,7,135000,1322,2020_05_22_11_00_04_GMT,Africa,102109848,EGY
Dominican Republic,2020-05-21,13657,180,448,2,7366,5843,113,1260,41,61330,5660,2020_05_22_11_00_04_GMT,North America,10835780,DOM
Philippines,2020-05-21,13434,213,846,4,3000,9588,81,123,8,267417,2444,2020_05_22_11_00_04_GMT,Asia,109415846,PHL
Denmark,2020-05-21,11182,65,561,7,9643,978,23,1931,97,504266,87093,2020_05_22_11_00_04_GMT,Europe,5789998,DNK
S. Korea,2020-05-21,11122,12,264,1,10135,723,15,217,5,788684,15385,2020_05_22_11_00_04_GMT,Asia,51264480,KOR
Serbia,2020-05-21,10919,86,237,2,5370,5312,12,1249,27,203799,23315,2020_05_22_11_00_04_GMT,Europe,8741034,SRB
Panama,2020-05-21,10116,139,291,4,6245,3580,72,2349,68,53928,12521,2020_05_22_11_00_04_GMT,North America,4306982,PAN
Argentina,2020-05-21,9931,648,416,13,3032,6483,171,220,9,116689,2584,2020_05_22_11_00_04_GMT,South America,45149718,ARG
Czechia,2020-05-21,8754,33,306,2,5926,2522,36,818,29,379750,35468,2020_05_22_11_00_04_GMT,Europe,10706852,CZE
Afghanistan,2020-05-21,8676,531,193,6,938,7545,19,223,5,26707,688,2020_05_22_11_00_04_GMT,Asia,38824552,AFG
Norway,2020-05-21,8309,28,235,1,32,8042,14,1534,43,223045,41178,2020_05_22_11_00_04_GMT,Europe,5416564,NOR
Bahrain,2020-05-21,8174,286,12,NA,3873,4289,9,4825,7,262107,154713,2020_05_22_11_00_04_GMT,Asia,1694155,BHR
Algeria,2020-05-21,7728,186,575,7,4062,3091,22,177,13,NA,NA,2020_05_22_11_00_04_GMT,Africa,43759272,DZA
Kazakhstan,2020-05-21,7234,265,35,NA,3843,3356,31,386,2,591502,31544,2020_05_22_11_00_04_GMT,Asia,18751427,KAZ
Morocco,2020-05-21,7211,78,196,2,4280,2735,1,196,5,112997,3065,2020_05_22_11_00_04_GMT,Africa,36861343,MAR
Australia,2020-05-21,7081,2,100,NA,6472,509,9,278,4,1137684,44674,2020_05_22_11_00_04_GMT,Australia/Oceania,25466640,AUS
Malaysia,2020-05-21,7059,50,114,NA,5796,1149,10,218,4,481411,14896,2020_05_22_11_00_04_GMT,Asia,32319132,MYS
Nigeria,2020-05-21,7016,339,211,11,1907,4898,7,34,1,40043,195,2020_05_22_11_00_04_GMT,Africa,205528166,NGA
Moldova,2020-05-21,6704,151,233,5,2953,3518,251,1661,58,40565,10053,2020_05_22_11_00_04_GMT,Europe,4034947,MDA
Finland,2020-05-21,6493,50,306,2,4800,1387,22,1172,55,160177,28914,2020_05_22_11_00_04_GMT,Europe,5539799,FIN
Oman,2020-05-21,6370,327,31,1,1821,4518,31,1251,6,72000,14143,2020_05_22_11_00_04_GMT,Asia,5091036,OMN
Ghana,2020-05-21,6269,NA,31,NA,1898,4340,8,202,1,187929,6063,2020_05_22_11_00_04_GMT,Africa,30996750,GHA
Armenia,2020-05-21,5606,335,70,3,2581,2955,10,1892,24,45822,15467,2020_05_22_11_00_04_GMT,Asia,2962649,ARM
Bolivia,2020-05-21,4919,438,199,10,553,4167,3,422,17,14803,1270,2020_05_22_11_00_04_GMT,South America,11654953,BOL
Cameroon,2020-05-21,4288,555,156,10,1808,2324,28,162,6,NA,NA,2020_05_22_11_00_04_GMT,Africa,26466746,CMR
Luxembourg,2020-05-21,3980,9,109,NA,3741,130,6,6370,174,64981,104002,2020_05_22_11_00_04_GMT,Europe,624808,LUX
Iraq,2020-05-21,3877,153,140,6,2483,1254,NA,97,3,149701,3732,2020_05_22_11_00_04_GMT,Asia,40115676,IRQ
Azerbaijan,2020-05-21,3749,118,44,1,2340,1365,42,370,4,252496,24928,2020_05_22_11_00_04_GMT,Asia,10129036,AZE
Hungary,2020-05-21,3641,43,473,3,1509,1659,27,377,49,147511,15266,2020_05_22_11_00_04_GMT,Europe,9662923,HUN
Sudan,2020-05-21,3138,410,121,10,309,2708,NA,72,3,281,6,2020_05_22_11_00_04_GMT,Africa,43727573,SDN
Honduras,2020-05-21,3100,145,151,4,355,2594,13,314,15,11315,1144,2020_05_22_11_00_04_GMT,North America,9886537,HND
Guinea,2020-05-21,3067,204,18,NA,1575,1474,18,234,1,10304,787,2020_05_22_11_00_04_GMT,Africa,13089690,GIN
