#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
141,Cabo Verde,477,+11,5,,238,+1,234,,859,9,"1,307","2,353","555,525",Africa,"1,165","111,105",425
142,Palestine,457,+6,3,,372,,82,,90,0.6,"44,876","8,814","5,091,549",Asia,"11,141","1,697,183",113
143,Togo,452,+7,13,,236,+6,203,,55,2,"21,515","2,604","8,262,563",Africa,"18,280","635,582",384
144,Taiwan,443,,7,,428,+1,8,,19,0.3,"72,683","3,052","23,813,683",Asia,"53,755","3,401,955",328
145,Yemen,419,+20,95,+8,17,+2,307,,14,3,120,4,"29,771,764",Asia,"71,054","313,387","248,098"
146,Rwanda,397,+13,2,,271,+2,124,,31,0.2,"71,141","5,504","12,925,233",Africa,"32,557","6,462,617",182
147,Malawi,369,+11,4,,51,+9,314,1,19,0.2,"5,049",265,"19,088,114",Africa,"51,729","4,772,029","3,781"
148,Isle of Man,336,,24,,312,+1,0,,"3,953",282,"5,046","59,365","85,000",Europe,253,"3,542",17
149,Mauritius,335,,10,,322,,3,,263,8,"122,008","95,947","1,271,617",Africa,"3,796","127,162",10
150,Vietnam,328,,,,302,+4,26,1,3,,"275,000","2,827","97,272,479",Asia,"296,562",,354
151,Montenegro,324,,9,,315,,0,,516,14,"10,167","16,188","628,060",Europe,"1,938","69,784",62
152,Liberia,316,+5,28,,169,+2,119,,63,6,,,"5,047,775",Africa,"15,974","180,278",
153,Mozambique,316,+9,2,,109,+11,205,,10,0.06,"11,563",371,"31,180,247",Africa,"98,672","15,590,124","2,697"
154,Eswatini,295,+1,3,,201,+3,91,2,254,3,"6,551","5,651","1,159,249",Africa,"3,930","386,416",177
155,Benin,244,,3,,148,,93,,20,0.2,"35,794","2,959","12,096,262",Africa,"49,575","4,032,087",338
156,Myanmar,233,+1,6,,145,+2,82,,4,0.1,"29,923",550,"54,382,712",Asia,"233,402","9,063,785","1,817"
157,Zimbabwe,222,+16,4,,29,,189,,15,0.3,"46,613","3,140","14,845,953",Africa,"66,874","3,711,488",318
158,Martinique,200,,14,,98,,88,,533,37,,,"375,285",North America,"1,876","26,806",
159,Libya,196,+14,5,,52,,139,,29,0.7,"7,501","1,093","6,864,011",Africa,"35,020","1,372,802",915
160,Faeroe Islands,187,,,,187,,0,,"3,828",,"9,857","201,785","48,849",Europe,261,,5
161,Mongolia,185,,,,44,,141,19,57,,"14,623","4,466","3,274,105",Asia,"17,698",,224
162,Gibraltar,173,+1,,,153,+2,20,,"5,135",,"8,205","243,530","33,692",Europe,195,,4
163,Guadeloupe,162,,14,,138,,10,1,405,35,"4,137","10,339","400,119",North America,"2,470","28,580",97
164,Cayman Islands,156,+5,1,,78,+1,77,,"2,376",15,"12,508","190,488","65,663",North America,421,"65,663",5
165,Guyana,153,,12,,70,,71,2,195,15,"1,658","2,109","786,274",South America,"5,139","65,523",474
166,Bermuda,141,,9,,113,,19,2,"2,263",144,"7,679","123,270","62,294",North America,442,"6,922",8
167,Brunei,141,,2,,138,,1,1,323,5,"19,885","45,487","437,162",Asia,"3,100","218,581",22
168,Comoros,132,,2,,27,,103,,152,2,,,"868,080",Africa,"6,576","434,040",
169,Cambodia,125,,,,123,,2,1,7,,"21,517","1,288","16,700,905",Asia,"133,607",,776
170,Syria,123,,6,,53,+3,64,,7,0.3,,,"17,465,045",Asia,"141,992","2,910,841",
171,Trinidad and Tobago,117,,8,,108,,1,,84,6,"3,228","2,307","1,399,160",North America,"11,959","174,895",433
172,Bahamas,102,,11,,55,+6,36,2,260,28,"2,121","5,398","392,959",North America,"3,853","35,724",185
173,Aruba,101,,3,,98,,0,,946,28,"2,138","20,031","106,733",North America,"1,057","35,578",50
174,Monaco,99,,4,,90,,5,1,"2,524",102,"16,200","413,044","39,221",Europe,396,"9,805",2
175,Barbados,92,,7,,81,+5,4,1,320,24,"5,580","19,419","287,350",North America,"3,123","41,050",51
176,Angola,86,,4,,18,,64,1,3,0.1,"10,000",305,"32,776,687",Africa,"381,124","8,194,172","3,278"
177,Liechtenstein,82,,1,,55,,26,,"2,151",26,900,"23,610","38,120",Europe,465,"38,120",42
178,Sint Maarten,77,,15,,60,,2,1,"1,797",350,450,"10,504","42,839",North America,556,"2,856",95
179,Suriname,74,+20,1,,9,,64,,126,2,782,"1,334","586,235",South America,"7,922","586,235",750
180,Burundi,63,,1,,33,,29,,5,0.08,284,24,"11,860,020",Africa,"188,254","11,860,020","41,761"
181,French Polynesia,60,,,,60,,0,,214,,"4,040","14,388","280,788",Australia/Oceania,"4,680",,70
182,Bhutan,47,,,,9,,38,,61,,"17,898","23,215","770,958",Asia,"16,403",,43
183,Macao,45,,,,45,,0,,69,,,,"648,645",Asia,"14,414",,
184,Saint Martin,41,,3,,33,,5,1,"1,062",78,614,"15,901","38,613",North America,942,"12,871",63
185,Botswana,40,,1,,23,,16,,17,0.4,"23,337","9,940","2,347,757",Africa,"58,694","2,347,757",101
186,Eritrea,39,,,,39,,0,,11,,,,"3,542,590",Africa,"90,836",,
187,Antigua and Barbuda,26,,3,,20,+1,3,1,266,31,246,"2,514","97,868",North America,"3,764","32,623",398
188,Gambia,26,+1,1,,20,,5,,11,0.4,"1,873",777,"2,410,835",Africa,"92,724","2,410,835","1,287"
189,St. Vincent Grenadines,26,,,,15,,11,,234,,595,"5,365","110,914",North America,"4,266",,186
190,Namibia,25,,,,16,,9,,10,,"4,005","1,579","2,537,207",Africa,"101,488",,634
191,Timor-Leste,24,,,,24,,0,,18,,"1,568","1,191","1,316,414",Asia,"54,851",,840
192,Grenada,23,,,,18,,5,2,204,,"3,516","31,258","112,485",North America,"4,891",,32
193,Curaçao,21,+1,1,,15,,5,,128,6,572,"3,487","164,044",North America,"7,812","164,044",287
194,New Caledonia,20,,,,18,,2,,70,,"6,867","24,070","285,290",Australia/Oceania,"14,265",,42
195,Laos,19,,,,18,+2,1,,3,,"7,491","1,031","7,267,282",Asia,"382,489",,970
196,Belize,18,,2,,16,,0,,45,5,"1,671","4,209","397,048",North America,"22,058","198,524",238
197,Dominica,18,,,,16,,2,,250,,534,"7,419","71,973",North America,"3,999",,135
198,Fiji,18,,,,15,,3,,20,,"2,431","2,713","895,961",Australia/Oceania,"49,776",,369
199,Saint Lucia,18,,,,18,,0,,98,,"1,113","6,063","183,566",North America,"10,198",,165
200,Saint Kitts and Nevis,15,,,,15,,0,,282,,403,"7,579","53,171",North America,"3,545",,132
201,Falkland Islands,13,,,,13,,0,,"3,745",,535,"154,134","3,471",South America,267,,6
202,Greenland,13,,,,11,,2,,229,,"2,203","38,810","56,763",North America,"4,366",,26
203,Turks and Caicos,12,,1,,11,,0,,310,26,153,"3,956","38,676",North America,"3,223","38,676",253
204,Vatican City,12,,,,2,,10,,"14,981",,,,801,Europe,67,,
205,Montserrat,11,,1,,10,,0,,"2,204",200,61,"12,220","4,992",North America,454,"4,992",82
206,Seychelles,11,,,,11,,0,,112,,,,"98,302",Africa,"8,937",,
207,MS Zaandam,9,,2,,,,7,,,,,,,,,,
208,Western Sahara,9,,1,,6,,2,,15,2,,,"596,106",Africa,"66,234","596,106",
209,British Virgin Islands,8,,1,,7,,0,,265,33,167,"5,527","30,216",North America,"3,777","30,216",181
210,Papua New Guinea,8,,,,8,,0,,0.9,,"4,646",520,"8,933,327",Australia/Oceania,"1,116,666",,"1,923"
211,Caribbean Netherlands,7,,,,7,,0,,267,,424,"16,180","26,205",North America,"3,744",,62
212,St. Barth,6,,,,6,,0,,608,,137,"13,873","9,875",North America,"1,646",,72
213,Lesotho,4,+2,,,2,+1,2,,2,,"1,515",708,"2,140,977",Africa,"535,244",,"1,413"
214,Anguilla,3,,,,3,,0,,200,,41,"2,735","14,993",North America,"4,998",,366
215,Saint Pierre Miquelon,1,,,,1,,0,,173,,,,"5,796",North America,"5,796",,
NA,Total:,"1,226,631","+32,404","32,465",+634,"748,508","+17,618","445,658","14,502",,,,,,Asia,,,
NA,Total:,"2,147,555","+26,769","128,837","+1,683","837,651","+46,517","1,181,067","19,314",,,,,,North America,,,
