#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
63,Cameroon,"9,864",,276,,"5,570",,"4,018",28,372,10,,,"26,513,830",Africa,"2,688","96,065",
64,Honduras,"9,178",+320,322,+10,"1,025",+58,"7,831",13,927,33,"21,540","2,176","9,897,736",North America,"1,078","30,738",460
65,Morocco,"8,931",+46,212,,"7,937",+109,782,7,242,6,"455,768","12,354","36,892,413",Africa,"4,131","174,021",81
66,Norway,"8,660",+13,242,,"8,138",,280,7,"1,598",45,"285,867","52,747","5,419,572",Europe,626,"22,395",19
67,Malaysia,"8,505",+11,121,,"7,733",+333,651,4,263,4,"659,632","20,391","32,348,590",Asia,"3,803","267,344",49
68,Sudan,"7,740",+305,477,+9,"2,820",+100,"4,443",,177,11,401,9,"43,800,496",Africa,"5,659","91,825","109,228"
69,Australia,"7,347",+12,102,,"6,853",+2,392,4,288,4,"1,844,126","72,354","25,487,651",Australia/Oceania,"3,469","249,879",14
70,Finland,"7,112",+4,326,,"6,200",,586,2,"1,284",59,"222,500","40,159","5,540,409",Europe,779,"16,995",25
71,Nepal,"6,591",+380,19,,"1,158",+117,"5,414",,226,0.7,"367,257","12,615","29,113,368",Asia,"4,417","1,532,283",79
72,Ivory Coast,"5,679",+240,46,,"2,637",+47,"2,996",,216,2,"38,637","1,466","26,346,655",Africa,"4,639","572,753",682
73,Uzbekistan,"5,493",+230,19,,"4,096",+77,"1,378",16,164,0.6,"748,555","22,379","33,448,409",Asia,"6,089","1,760,443",45
74,Senegal,"5,247",+74,70,+6,"3,525",+101,"1,652",22,314,4,"61,609","3,684","16,722,182",Africa,"3,187","238,888",271
75,Tajikistan,"5,160",+63,50,,"3,624",+121,"1,486",,542,5,,,"9,527,545",Asia,"1,846","190,551",
76,DRC,"4,974",+137,112,,628,+15,"4,234",,56,1,,,"89,421,061",Africa,"17,978","798,402",
77,Guinea,"4,639",+67,26,,"3,327",+68,"1,286",24,354,2,"14,407","1,099","13,115,087",Africa,"2,827","504,426",910
78,Djibouti,"4,539",+38,43,,"3,324",+141,"1,172",,"4,597",44,"40,855","41,377","987,384",Africa,218,"22,962",24
79,Haiti,"4,441",+132,76,+3,24,,"4,341",,390,7,"9,047",794,"11,396,738",North America,"2,566","149,957","1,260"
80,North Macedonia,"4,299",+142,201,+8,"1,757",+34,"2,341",34,"2,063",96,"45,054","21,625","2,083,377",Europe,485,"10,365",46
81,Gabon,"4,114",+81,29,+2,"1,432",+98,"2,653",15,"1,850",13,"23,741","10,679","2,223,225",Africa,540,"76,663",94
82,Hungary,"4,077",+1,565,+2,"2,516",+31,996,17,422,58,"236,828","24,513","9,661,188",Europe,"2,370","17,099",41
83,Luxembourg,"4,075",+3,110,,"3,933",+2,32,1,"6,514",176,"116,869","186,831","625,532",Europe,154,"5,687",5
84,El Salvador,"3,941",+115,76,+2,"2,041",+129,"1,824",139,608,12,"128,204","19,769","6,484,963",North America,"1,646","85,328",51
85,Kenya,"3,860",+133,105,+1,"1,328",+42,"2,427",7,72,2,"121,956","2,270","53,715,735",Africa,"13,916","511,578",440
86,Ethiopia,"3,630",+109,61,+1,738,+118,"2,831",32,32,0.5,"192,087","1,673","114,825,733",Africa,"31,632","1,882,389",598
87,Bulgaria,"3,453",+112,181,+5,"1,817",+33,"1,455",13,497,26,"108,325","15,586","6,950,101",Europe,"2,013","38,398",64
88,Venezuela,"3,150",+88,27,+1,835,,"2,288",5,111,0.9,"1,081,542","38,031","28,438,678",South America,"9,028","1,053,284",26
89,Greece,"3,148",+14,185,+1,"1,374",,"1,589",12,302,18,"259,736","24,915","10,424,732",Europe,"3,312","56,350",40
90,Thailand,"3,135",,58,,"2,993",+6,84,1,45,0.8,"468,175","6,708","69,793,557",Asia,"22,263","1,203,337",149
91,Bosnia and Herzegovina,"3,085",+45,168,+3,"2,178",+16,739,4,940,51,"77,494","23,616","3,281,478",Europe,"1,064","19,533",42
92,Somalia,"2,658",+16,88,,649,+27,"1,921",2,167,6,,,"15,870,989",Africa,"5,971","180,352",
93,Kyrgyzstan,"2,472",+100,29,+2,"1,847",+34,596,12,379,4,"150,612","23,102","6,519,466",Asia,"2,637","224,809",43
94,CAR,"2,410",+188,14,+7,396,+27,"2,000",2,499,3,"18,921","3,921","4,826,038",Africa,"2,003","344,717",255
95,Mayotte,"2,333",+23,29,,"2,058",,246,13,"8,561",106,"8,800","32,294","272,499",Africa,117,"9,397",31
96,Cuba,"2,273",+11,84,,"1,994",+29,195,5,201,7,"138,831","12,257","11,326,859",North America,"4,983","134,844",82
97,Croatia,"2,255",+1,107,,"2,140",,8,,549,26,"70,526","17,176","4,106,085",Europe,"1,821","38,375",58
98,Maldives,"2,094",+29,8,,"1,670",+130,416,9,"3,877",15,"35,533","65,787","540,120",Asia,258,"67,515",15
99,Mauritania,"2,057",+170,93,+2,373,+13,"1,591",8,443,20,"13,842","2,981","4,643,639",Africa,"2,257","49,932",335
100,Estonia,"1,975",+1,69,,"1,728",+11,178,,"1,489",52,"97,701","73,653","1,326,503",Europe,672,"19,225",14
101,Sri Lanka,"1,915",+10,11,,"1,371",+29,533,1,89,0.5,"88,734","4,145","21,409,881",Asia,"11,180","1,946,353",241
102,Mali,"1,885",+25,104,,"1,145",+20,636,,93,5,"3,483",172,"20,221,292",Africa,"10,727","194,436","5,806"
103,Nicaragua,"1,823",+359,64,+9,"1,238",+285,521,,275,10,,,"6,621,283",North America,"3,632","103,458",
104,Iceland,"1,812",+2,10,,"1,796",,6,,"5,311",29,"63,198","185,246","341,157",Europe,188,"34,116",5
105,Costa Rica,"1,796",+52,12,,794,+23,990,2,353,2,"32,801","6,441","5,092,255",North America,"2,835","424,355",155
106,Lithuania,"1,776",+3,76,,"1,441",+12,259,16,652,28,"369,546","135,694","2,723,374",Europe,"1,533","35,834",7
107,South Sudan,"1,776",+83,30,+3,58,+9,"1,688",2,159,3,"3,356",300,"11,188,290",Africa,"6,300","372,943","3,334"
108,Albania,"1,672",+82,37,+1,"1,064",+9,571,8,581,13,"18,933","6,579","2,877,906",Europe,"1,721","77,781",152
109,Slovakia,"1,552",,28,,"1,426",+16,98,,284,5,"197,617","36,197","5,459,548",Europe,"3,518","194,984",28
110,New Zealand,"1,506",+2,22,,"1,482",,2,,301,4,"312,648","62,503","5,002,100",Australia/Oceania,"3,321","227,368",16
111,Slovenia,"1,499",+3,109,,"1,359",,31,1,721,52,"89,533","43,067","2,078,928",Europe,"1,387","19,073",23
112,Guinea-Bissau,"1,492",,15,,153,,"1,324",5,759,8,"1,500",763,"1,965,778",Africa,"1,318","131,052","1,311"
113,Lebanon,"1,473",+9,32,,889,+14,552,8,216,5,"108,039","15,827","6,826,459",Asia,"4,634","213,327",63
114,French Guiana,"1,421",+95,5,+2,619,+67,797,13,"4,764",17,277,929,"298,302",South America,210,"59,660","1,077"
115,Zambia,"1,405",+23,11,,"1,142",,252,1,77,0.6,"45,248","2,465","18,358,109",Africa,"13,066","1,668,919",406
116,Madagascar,"1,317",+27,12,+2,417,+33,888,6,48,0.4,"16,093",582,"27,656,188",Africa,"20,999","2,304,682","1,719"
117,Equatorial Guinea,"1,306",,12,,200,,"1,094",,932,9,"8,268","5,903","1,400,545",Africa,"1,072","116,712",169
118,Paraguay,"1,303",+7,12,,699,+26,592,2,183,2,"49,978","7,011","7,128,884",South America,"5,471","594,074",143
119,Sierra Leone,"1,225",+49,51,,686,+3,488,,154,6,,,"7,969,522",Africa,"6,506","156,265",
120,Tunisia,"1,125",+15,49,,"1,002",+3,74,,95,4,"61,430","5,200","11,813,579",Africa,"10,501","241,093",192
121,Hong Kong,"1,113",,4,,"1,069",+2,40,3,149,0.5,"275,293","36,732","7,494,577",Asia,"6,734","1,873,644",27
122,Latvia,"1,098",+1,28,,875,+30,195,1,582,15,"129,836","68,812","1,886,823",Europe,"1,718","67,387",15
123,Niger,"1,016",+36,66,,885,,65,,42,3,"6,317",261,"24,158,588",Africa,"23,778","366,039","3,824"
124,Cyprus,985,,18,,816,+9,151,4,816,15,"142,912","118,401","1,207,015",Asia,"1,225","67,056",8
125,Jordan,981,+2,9,,693,+1,279,3,96,0.9,"292,623","28,691","10,199,034",Asia,"10,397","1,133,226",35
126,Burkina Faso,895,+1,53,,807,+3,35,,43,3,,,"20,874,685",Africa,"23,324","393,862",
127,Yemen,885,+41,214,+6,91,+12,580,,30,7,120,4,"29,795,150",Asia,"33,667","139,230","248,293"
128,Congo,883,,27,,391,,465,,160,5,,,"5,511,524",Africa,"6,242","204,131",
129,Georgia,879,,14,,724,+20,141,6,220,4,"78,158","19,591","3,989,431",Asia,"4,539","284,959",51
130,Andorra,854,+1,52,+1,789,,13,8,"11,053",673,"3,750","48,537","77,261",Europe,90,"1,486",21
131,Chad,853,+3,74,+1,720,,59,,52,5,,,"16,402,021",Africa,"19,229","221,649",
132,Uruguay,849,+1,24,+1,801,+9,24,3,244,7,"54,486","15,687","3,473,283",South America,"4,091","144,720",64
133,Cabo Verde,781,+21,7,,354,+14,420,,"1,405",13,"1,307","2,352","555,740",Africa,712,"79,391",425
134,Uganda,724,+19,,,351,+52,373,,16,,"150,654","3,299","45,665,591",Africa,"63,074",,303
135,Diamond Princess,712,,13,,651,,48,4,,,,,,,,,
136,San Marino,694,,42,,590,+15,62,,"20,455","1,238","5,413","159,544","33,928",Europe,49,808,6
137,Sao Tome and Principe,671,+9,12,,182,+5,477,,"3,064",55,"1,464","6,686","218,976",Africa,326,"18,248",150
138,Malta,656,+6,9,,608,+5,39,1,"1,486",20,"84,053","190,381","441,500",Europe,673,"49,056",5
139,Mozambique,638,+29,4,+1,160,+3,474,,20,0.1,"20,263",649,"31,211,470",Africa,"48,921","7,802,868","1,540"
140,Rwanda,636,+24,2,,338,,296,,49,0.2,"96,801","7,483","12,936,672",Africa,"20,341","6,468,336",134
141,Jamaica,621,+4,10,,449,+29,162,2,210,3,"16,947","5,724","2,960,681",North America,"4,768","296,068",175
142,Channel Islands,568,,48,,512,,8,,"3,268",276,"10,255","59,005","173,799",Europe,306,"3,621",17
143,Malawi,564,+9,6,,73,+4,485,4,30,0.3,"8,523",446,"19,105,730",Africa,"33,875","3,184,288","2,242"
144,Togo,537,+6,13,,344,+45,180,2,65,2,"25,589","3,094","8,269,473",Africa,"15,399","636,113",323
145,Benin,532,+49,9,,236,+4,287,2,44,0.7,"37,301","3,081","12,107,579",Africa,"22,759","1,345,287",325
146,Eswatini,520,+14,4,,259,+10,257,5,448,3,"6,551","5,649","1,159,675",Africa,"2,230","289,919",177
147,Palestine,514,+9,3,,415,,96,,101,0.6,"44,876","8,807","5,095,772",Asia,"9,914","1,698,591",114
148,Liberia,509,+11,33,,222,+1,254,,101,7,,,"5,052,009",Africa,"9,925","153,091",
149,Tanzania,509,,21,,183,,305,7,9,0.4,,,"59,648,351",Africa,"117,187","2,840,398",
150,Réunion,495,,1,,460,,34,2,553,1,"17,200","19,217","895,063",Africa,"1,808","895,063",52
151,Libya,484,+17,10,,76,+6,398,,70,1,"14,029","2,043","6,867,331",Africa,"14,189","686,733",490
152,Taiwan,445,,7,,433,,5,,19,0.3,"74,699","3,137","23,815,210",Asia,"53,517","3,402,173",319
153,Zimbabwe,391,+4,4,,62,+8,325,,26,0.3,"52,905","3,562","14,853,642",Africa,"37,989","3,713,411",281
154,Mauritius,337,,10,,325,,2,,265,8,"137,789","108,351","1,271,692",Africa,"3,774","127,169",9
155,Isle of Man,336,,24,,312,,0,,"3,952",282,"5,620","66,105","85,016",Europe,253,"3,542",15
156,Vietnam,334,,,,325,+2,9,1,3,,"275,000","2,826","97,303,556",Asia,"291,328",,354
157,Montenegro,326,,9,,315,,2,,519,14,"13,186","20,995","628,063",Europe,"1,927","69,785",48
158,Myanmar,262,,6,,179,+4,77,,5,0.1,"53,351",981,"54,395,646",Asia,"207,617","9,065,941","1,020"
159,Suriname,236,+7,6,+1,48,,182,2,402,10,"1,165","1,987","586,422",South America,"2,485","97,737",503
160,Martinique,202,,14,,98,,90,,538,37,,,"375,275",North America,"1,858","26,805",
161,Comoros,197,+21,3,+1,127,+13,67,,227,3,,,"868,739",Africa,"4,410","289,580",
162,Mongolia,197,,,,109,+1,88,8,60,,"18,570","5,669","3,275,982",Asia,"16,629",,176
163,Cayman Islands,193,+6,1,,123,+8,69,,"2,938",15,"18,220","277,363","65,690",North America,340,"65,690",4
164,Faeroe Islands,187,,,,187,,0,,"3,828",,"11,162","228,467","48,856",Europe,261,,4
165,Syria,177,,6,,78,,93,,10,0.3,,,"17,480,189",Asia,"98,758","2,913,365",
166,Gibraltar,176,,,,174,,2,,"5,224",,"10,272","304,889","33,691",Europe,191,,3
167,Guadeloupe,171,,14,,157,,0,,427,35,"5,691","14,223","400,122",North America,"2,340","28,580",70
168,Guyana,171,+12,12,,99,,60,1,217,15,"1,995","2,537","786,408",South America,"4,599","65,534",394
169,Angola,148,+6,6,,64,,78,1,5,0.2,"10,000",305,"32,813,171",Africa,"221,711","5,468,862","3,281"
170,Bermuda,144,,9,,128,+1,7,2,"2,312",144,"9,246","148,444","62,286",North America,433,"6,921",7
171,Brunei,141,,3,+1,138,,0,1,322,7,"25,323","57,906","437,310",Asia,"3,101","145,770",17
172,Cambodia,128,,,,125,,3,1,8,,"28,147","1,685","16,709,126",Asia,"130,540",,594
173,Trinidad and Tobago,123,,8,,109,,6,,88,6,"4,111","2,938","1,399,320",North America,"11,377","174,915",340
174,Eritrea,121,+12,,,39,,82,,34,,,,"3,544,334",Africa,"29,292",,
175,Bahamas,104,+1,11,,72,+4,21,1,265,28,"2,261","5,752","393,093",North America,"3,780","35,736",174
176,Burundi,104,+19,1,,75,+30,28,,9,0.08,382,32,"11,872,654",Africa,"114,160","11,872,654","31,080"
177,Aruba,101,,3,,98,,0,,946,28,"2,233","20,918","106,749",North America,"1,057","35,583",48
178,Monaco,99,,4,,94,+1,1,,"2,524",102,"16,200","412,939","39,231",Europe,396,"9,808",2
179,Barbados,97,,7,,83,,7,1,338,24,"6,960","24,220","287,362",North America,"2,962","41,052",41
180,Liechtenstein,82,,1,,55,,26,,"2,151",26,900,"23,607","38,124",Europe,465,"38,124",42
181,Sint Maarten,77,,15,,62,,0,,"1,797",350,477,"11,130","42,856",North America,557,"2,857",90
182,Bhutan,67,+1,,,22,,45,,87,,"21,560","27,954","771,259",Asia,"11,511",,36
183,Botswana,60,,1,,24,,35,1,26,0.4,"26,800","11,407","2,349,447",Africa,"39,157","2,349,447",88
184,French Polynesia,60,,,,60,,0,,214,,"4,578","16,301","280,846",Australia/Oceania,"4,681",,61
185,Macao,45,,,,45,,0,,69,,,,"648,960",Asia,"14,421",,
186,Saint Martin,42,,3,,36,,3,1,"1,087",78,685,"17,729","38,637",North America,920,"12,879",56
187,Gambia,34,+4,1,,24,,9,,14,0.4,"1,970",816,"2,413,256",Africa,"70,978","2,413,256","1,225"
188,Namibia,34,+2,,,18,+1,16,1,13,,"5,919","2,331","2,538,844",Africa,"74,672",,429
189,St. Vincent Grenadines,29,+2,,,25,,4,,261,,731,"6,590","110,927",North America,"3,825",,152
190,Antigua and Barbuda,26,,3,,22,+2,1,1,266,31,489,"4,995","97,897",North America,"3,765","32,632",200
191,Timor-Leste,24,,,,24,,0,,18,,"1,568","1,190","1,317,308",Asia,"54,888",,840
192,Curaçao,23,+1,1,,19,,3,,140,6,"1,080","6,583","164,068",North America,"7,133","164,068",152
193,Grenada,23,,,,22,,1,1,204,,"4,130","36,710","112,503",North America,"4,891",,27
194,Belize,21,,2,,16,,3,,53,5,"1,912","4,812","397,304",North America,"18,919","198,652",208
195,New Caledonia,21,,,,21,+1,0,,74,,"7,788","27,289","285,387",Australia/Oceania,"13,590",,37
196,Laos,19,,,,19,,0,,3,,"11,093","1,526","7,271,033",Asia,"382,686",,655
197,Saint Lucia,19,,,,18,,1,,103,,"1,356","7,386","183,595",North America,"9,663",,135
198,Dominica,18,,,,16,,2,,250,,534,"7,419","71,979",North America,"3,999",,135
199,Fiji,18,,,,18,,0,,20,,"2,431","2,713","896,191",Australia/Oceania,"49,788",,369
200,Saint Kitts and Nevis,15,,,,15,,0,,282,,417,"7,841","53,184",North America,"3,546",,128
201,Falkland Islands,13,,,,13,,0,,"3,741",,671,"193,094","3,475",South America,267,,5
202,Greenland,13,,,,13,,0,,229,,"2,723","47,969","56,766",North America,"4,367",,21
203,Turks and Caicos,12,,1,,11,,0,,310,26,245,"6,332","38,695",North America,"3,225","38,695",158
204,Vatican City,12,,,,12,,0,,"14,981",,,,801,Europe,67,,
205,Montserrat,11,,1,,10,,0,,"2,204",200,61,"12,220","4,992",North America,454,"4,992",82
206,Seychelles,11,,,,11,,0,,112,,,,"98,324",Africa,"8,939",,
207,MS Zaandam,9,,2,,,,7,,,,,,,,,,
208,Western Sahara,9,,1,,8,,0,,15,2,,,"596,630",Africa,"66,292","596,630",
209,British Virgin Islands,8,,1,,7,,0,,265,33,212,"7,015","30,223",North America,"3,778","30,223",143
210,Papua New Guinea,8,,,,8,,0,,0.9,,"5,281",591,"8,939,356",Australia/Oceania,"1,117,420",,"1,693"
211,Caribbean Netherlands,7,,,,7,,0,,267,,424,"16,175","26,213",North America,"3,745",,62
212,St. Barth,6,,,,6,,0,,608,,152,"15,391","9,876",North America,"1,646",,65
213,Lesotho,4,,,,2,,2,,2,,"1,515",707,"2,141,579",Africa,"535,395",,"1,414"
214,Anguilla,3,,,,3,,0,,200,,93,"6,201","14,998",North America,"4,999",,161
215,Saint Pierre Miquelon,1,,,,1,,0,,173,,,,"5,795",North America,"5,795",,
