#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
6,Colombia,"806,038","+7,721","25,296",+193,"700,112","+12,635","80,630","2,220","15,801",496,"3,605,075","70,669","51,013,271",South America,63,"2,017",14
7,Peru,"800,142","+5,558","32,142",+105,"657,836","+6,888","110,164","1,357","24,187",972,"3,827,824","115,709","33,081,592",South America,41,"1,029",9
8,Spain,"735,198",,"31,232",,N/A,N/A,N/A,"1,465","15,723",668,"11,820,505","252,795","46,759,213",Europe,64,"1,497",4
9,Mexico,"720,858","+5,401","75,844",+405,"518,204","+3,444","126,810","2,699","5,577",587,"1,650,899","12,772","129,258,499",North America,179,"1,704",78
10,Argentina,"702,484","+11,249","15,543",+335,"556,489","+9,565","130,452","3,633","15,509",343,"1,890,190","41,730","45,295,750",South America,64,"2,914",24
11,South Africa,"669,498",+969,"16,376",+64,"601,818","+2,669","51,304",539,"11,254",275,"4,128,438","69,400","59,487,798",Africa,89,"3,633",14
12,France,"527,446","+14,412","31,700",+39,"94,891",,"400,855","1,098","8,076",485,"10,390,812","159,103","65,308,767",Europe,124,"2,060",6
13,Chile,"455,979","+2,111","12,591",+64,"430,259","+1,679","13,129",895,"23,804",657,"3,189,009","166,477","19,155,801",South America,42,"1,521",6
14,Iran,"443,086","+3,204","25,394",+172,"372,051","+2,209","45,641","4,041","5,259",301,"3,905,352","46,354","84,250,361",Asia,190,"3,318",22
15,UK,"429,276","+6,041","41,971",+34,N/A,N/A,N/A,262,"6,315",617,"23,188,836","341,150","67,972,591",Europe,158,"1,620",3
16,Bangladesh,"357,873","+1,106","5,129",+36,"268,777","+1,753","83,967",,"2,168",31,"1,898,775","11,502","165,084,336",Asia,461,"32,186",87
17,Iraq,"345,969","+4,270","8,935",+68,"276,918","+3,652","60,116",547,"8,556",221,"2,180,316","53,922","40,434,573",Asia,117,"4,525",19
18,Saudi Arabia,"332,790",+461,"4,655",+30,"316,405",+769,"11,730","1,035","9,524",133,"6,314,085","180,697","34,943,001",Asia,105,"7,507",6
19,Turkey,"312,966","+1,511","7,929",+71,"274,514","+1,232","30,523","1,615","3,701",94,"9,936,581","117,513","84,557,198",Asia,270,"10,664",9
20,Pakistan,"309,581",+566,"6,451",+7,"295,333",+593,"7,797",576,"1,395",29,"3,384,186","15,251","221,906,243",Asia,717,"34,399",66
21,Italy,"308,104","+1,869","35,818",+17,"223,693",+977,"48,593",247,"5,098",593,"10,999,350","181,988","60,439,986",Europe,196,"1,687",5
22,Philippines,"301,231","+2,722","5,284",+88,"232,880",+761,"63,067","1,758","2,740",48,"3,591,341","32,669","109,929,959",Asia,365,"20,804",31
23,Germany,"285,025","+1,319","9,532",+2,"249,500",,"25,993",304,"3,399",114,"15,642,654","186,557","83,849,223",Europe,294,"8,797",5
24,Indonesia,"271,339","+4,494","10,308",+90,"199,403","+3,207","61,628",,989,38,"3,169,783","11,559","274,219,048",Asia,"1,011","26,603",87
25,Israel,"227,100","+9,201","1,441",+29,"157,537","+3,963","68,122",728,"24,691",157,"3,372,020","366,620","9,197,590",Asia,41,"6,383",3
26,Ukraine,"195,504","+3,833","3,903",+76,"86,873","+1,740","104,728",177,"4,477",89,"2,189,926","50,149","43,668,725",Europe,223,"11,189",20
27,Canada,"151,671","+1,215","9,262",+7,"130,328",+755,"12,081",97,"4,010",245,"7,049,458","186,385","37,821,986",North America,249,"4,084",5
28,Ecuador,"133,981","+1,506","11,273",+37,"102,852",,"19,856",367,"7,567",637,"416,298","23,510","17,706,909",South America,132,"1,571",43
29,Bolivia,"133,222",+604,"7,800",+35,"92,868",+767,"32,554",71,"11,376",666,"295,230","25,209","11,711,085",South America,88,"1,501",40
30,Qatar,"124,850",+200,214,+2,"121,738",+226,"2,898",58,"44,465",76,"755,365","269,023","2,807,805",Asia,22,"13,121",4
31,Romania,"121,235","+1,552","4,687",+54,"97,554","+1,396","18,994",512,"6,312",244,"2,352,650","122,496","19,205,890",Europe,158,"4,098",8
32,Morocco,"115,241","+2,719","2,041",+43,"94,150","+2,218","19,050",374,"3,113",55,"2,529,397","68,333","37,015,500",Africa,321,"18,136",15
33,Belgium,"110,976","+2,208","9,969",+4,"19,184",+61,"81,823",109,"9,565",859,"3,070,677","264,670","11,601,889",Europe,105,"1,164",4
34,Dominican Republic,"110,957",+360,"2,093",+6,"85,220",+610,"23,644",214,"10,204",192,"462,287","42,513","10,874,092",North America,98,"5,195",24
35,Panama,"110,108",+677,"2,323",+12,"86,796",+638,"20,989",116,"25,424",536,"464,739","107,307","4,330,939",North America,39,"1,864",9
36,Netherlands,"108,631","+2,713","6,366",+38,N/A,N/A,N/A,127,"6,336",371,"2,240,526","130,688","17,144,127",Europe,158,"2,693",8
37,Kazakhstan,"107,659",+69,"1,699",,"102,530",+170,"3,430",221,"5,717",90,"2,895,805","153,782","18,830,569",Asia,175,"11,083",7
38,Kuwait,"103,199",+758,597,+2,"94,211",+649,"8,391",108,"24,080",139,"733,893","171,245","4,285,636",Asia,42,"7,179",6
39,Egypt,"102,736",+111,"5,869",+16,"94,374",+843,"2,493",41,999,57,"135,000","1,313","102,791,164",Africa,"1,001","17,514",761
40,Oman,"95,907",,885,,"86,765",,"8,257",185,"18,670",172,"376,700","73,331","5,136,957",Asia,54,"5,804",14
41,Sweden,"90,923",,"5,880",,N/A,N/A,N/A,15,"8,989",581,"1,532,632","151,528","10,114,527",Europe,111,"1,720",7
42,UAE,"90,618","+1,078",411,+2,"79,676",+857,"10,531",,"9,136",41,"9,320,777","939,684","9,919,053",Asia,109,"24,134",1
43,Guatemala,"89,702",+824,"3,213",+27,"78,284",+534,"8,205",5,"4,985",179,"312,229","17,352","17,994,051",North America,201,"5,600",58
44,Poland,"85,980","+1,584","2,424",+32,"67,326",+586,"16,230",110,"2,272",64,"3,201,501","84,614","37,836,435",Europe,440,"15,609",12
45,Japan,"81,055",+558,"1,540",+8,"74,151",+661,"5,364",156,641,12,"1,938,827","15,341","126,381,092",Asia,"1,559","82,066",65
46,Belarus,"77,289",+332,813,+6,"74,046",+121,"2,430",,"8,180",86,"1,809,522","191,513","9,448,561",Europe,122,"11,622",5
47,Honduras,"73,840",+647,"2,271",+22,"25,728","+1,148","45,841",15,"7,427",228,"174,027","17,504","9,942,102",North America,135,"4,378",57
48,Portugal,"72,939",+884,"1,944",+8,"47,380",+377,"23,615",85,"7,158",191,"2,501,955","245,545","10,189,388",Europe,140,"5,241",4
49,Ethiopia,"72,700",+527,"1,165",+10,"30,029",+166,"41,506",273,629,10,"1,249,551","10,807","115,629,543",Africa,"1,591","99,253",93
50,Costa Rica,"72,049","+1,233",828,+16,"27,760",+737,"43,461",238,"14,112",162,"219,823","43,058","5,105,333",North America,71,"6,166",23
51,Venezuela,"71,940",+667,600,+9,"61,528",+819,"9,812",202,"2,532",21,"1,927,870","67,844","28,416,102",South America,395,"47,360",15
52,Nepal,"71,821","+1,207",467,+8,"53,013","+1,147","18,341",,"2,454",16,"978,204","33,430","29,261,038",Asia,407,"62,657",30
53,Bahrain,"68,775",+585,239,+3,"62,252",+777,"6,284",61,"40,099",139,"1,398,454","815,368","1,715,120",Asia,25,"7,176",1
54,Czechia,"63,294","+1,976",591,+10,"30,936",+196,"31,767",168,"5,908",55,"1,309,467","122,222","10,713,834",Europe,169,"18,128",8
55,Nigeria,"58,198",+136,"1,106",+3,"49,722",+116,"7,370",7,281,5,"502,545","2,424","207,334,390",Africa,"3,563","187,463",413
56,Singapore,"57,685",+20,27,,"57,359",+18,299,,"9,841",5,"2,692,047","459,279","5,861,460",Asia,102,"217,091",2
57,Uzbekistan,"54,819",+427,452,+3,"51,322",+443,"3,045",283,"1,632",13,"1,377,915","41,028","33,584,970",Asia,613,"74,303",24
58,Switzerland,"51,864",,"2,064",,"42,600",,"7,200",35,"5,982",238,"1,326,290","152,976","8,669,932",Europe,167,"4,201",7
59,Algeria,"50,914",+160,"1,711",+4,"35,756",+102,"13,447",31,"1,156",39,,,"44,038,727",Africa,865,"25,739",
60,Moldova,"50,534",+868,"1,279",+15,"37,440",+417,"11,815",592,"12,534",317,"259,394","64,339","4,031,657",Europe,80,"3,152",16
61,Armenia,"49,072",+429,948,+1,"43,576",+175,"4,548",,"16,553",320,"280,366","94,571","2,964,596",Asia,60,"3,127",11
62,Ghana,"46,222",,299,,"45,417",,506,6,"1,480",10,"475,657","15,233","31,225,822",Africa,676,"104,434",66
63,Kyrgyzstan,"46,090",+158,"1,063",,"42,302",+155,"2,725",24,"7,037",162,"267,718","40,874","6,549,786",Asia,142,"6,162",24
64,Austria,"42,214",+714,787,+1,"33,154",+853,"8,273",80,"4,681",87,"1,545,634","171,378","9,018,864",Europe,214,"11,460",6
65,Azerbaijan,"39,895",+108,585,+2,"37,523",+131,"1,787",,"3,926",58,"1,095,543","107,816","10,161,214",Asia,255,"17,370",9
66,Afghanistan,"39,192",+6,"1,453",+2,"32,635",+16,"5,104",93,"1,001",37,"109,868","2,807","39,134,310",Asia,999,"26,933",356
67,Palestine,"38,253",+290,285,+7,"27,704",+521,"10,264",,"7,458",56,"405,872","79,129","5,129,233",Asia,134,"17,997",13
68,Paraguay,"37,922",+696,782,+21,"21,757",+640,"15,383",155,"5,301",109,"267,062","37,333","7,153,536",South America,189,"9,148",27
69,Kenya,"37,871",+164,689,+7,"24,581",+77,"12,601",44,701,13,"509,504","9,427","54,049,830",Africa,"1,427","78,447",106
70,Lebanon,"35,242","+1,280",340,+7,"15,434",+656,"19,468",152,"5,169",50,"793,149","116,333","6,817,898",Asia,193,"20,053",9
71,Ireland,"34,560",+245,"1,802",+5,"23,364",,"9,394",19,"6,980",364,"1,133,275","228,897","4,951,033",Europe,143,"2,748",4
72,Serbia,"33,312",+74,746,,"31,536",,"1,030",22,"3,816",85,"1,111,957","127,391","8,728,688",Europe,262,"11,701",8
73,Libya,"31,828",+538,499,+8,"17,832",+324,"13,497",,"4,617",72,"198,524","28,798","6,893,630",Africa,217,"13,815",35
74,El Salvador,"28,415",,826,+3,"22,643",,"4,946",89,"4,375",127,"378,273","58,248","6,494,154",North America,229,"7,862",17
75,Australia,"27,016",+16,870,+1,"24,571",+48,"1,575",12,"1,057",34,"7,516,817","293,960","25,570,885",Australia/Oceania,947,"29,392",3
76,Bosnia and Herzegovina,"26,797",+233,820,+12,"19,746",+239,"6,231",,"8,180",250,"232,973","71,120","3,275,766",Europe,122,"3,995",14
77,Denmark,"26,213",+619,648,+1,"19,350",+340,"6,215",28,"4,522",112,"3,663,906","632,016","5,797,170",Europe,221,"8,946",2
78,S. Korea,"23,516",+61,399,+4,"21,166",+188,"1,951",122,459,8,"2,290,345","44,664","51,279,981",Asia,"2,181","128,521",22
79,Hungary,"23,077",+950,730,+12,"5,099",+154,"17,248",36,"2,390",76,"680,335","70,470","9,654,314",Europe,418,"13,225",14
80,Cameroon,"20,735",+23,418,,"19,440",,877,30,777,16,"149,000","5,580","26,700,356",Africa,"1,288","63,876",179
81,Bulgaria,"19,997",+169,789,,"14,160",+28,"5,048",36,"2,883",114,"515,208","74,286","6,935,465",Europe,347,"8,790",13
82,Ivory Coast,"19,600",+44,120,,"19,122",+57,358,,739,5,"159,285","6,004","26,531,034",Africa,"1,354","221,092",167
83,North Macedonia,"17,483",+140,722,+1,"14,516",+94,"2,245",3,"8,392",347,"184,097","88,366","2,083,353",Europe,119,"2,886",11
84,Greece,"17,228",+315,376,+7,"9,989",,"6,863",68,"1,655",36,"1,269,055","121,902","10,410,475",Europe,604,"27,687",8
85,Madagascar,"16,257",+36,229,+1,"14,922",+55,"1,106",15,584,8,"69,612","2,499","27,857,179",Africa,"1,714","121,647",400
86,Croatia,"16,007",+212,269,+3,"14,405",+102,"1,333",25,"3,905",66,"289,024","70,511","4,098,999",Europe,256,"15,238",14
87,Senegal,"14,869",+30,306,+2,"12,028",+118,"2,535",18,883,18,"172,744","10,254","16,846,782",Africa,"1,133","55,055",98
88,Zambia,"14,612",+97,332,,"13,727",+84,553,,790,18,"149,728","8,092","18,503,561",Africa,"1,266","55,734",124
89,Tunisia,"14,392",,191,,"5,032",,"9,169",74,"1,215",16,"217,785","18,381","11,848,359",Africa,823,"62,033",54
90,Norway,"13,627",+82,270,,"11,190",+819,"2,167",2,"2,509",50,"1,011,121","186,159","5,431,485",Europe,399,"20,117",5
91,Sudan,"13,606",+14,836,,"6,764",,"6,006",,309,19,,,"44,089,381",Africa,"3,240","52,738",
92,Albania,"13,153",+108,375,+2,"7,397",+88,"5,381",18,"4,572",130,"80,323","27,919","2,877,026",Europe,219,"7,672",36
93,Namibia,"10,918",+83,120,+1,"8,749",+180,"2,049",15,"4,279",47,"94,974","37,218","2,551,811",Africa,234,"21,265",27
94,Malaysia,"10,769",+82,133,,"9,785",+89,851,8,332,4,"1,451,697","44,715","32,465,288",Asia,"3,015","244,100",22
95,DRC,"10,593",+15,271,,"10,093",+23,229,,117,3,,,"90,190,779",Africa,"8,514","332,807",
96,Guinea,"10,512",+34,65,,"9,836",+20,611,24,795,5,"32,458","2,456","13,215,699",Africa,"1,257","203,318",407
97,Montenegro,"10,197",+235,158,+3,"6,368",+191,"3,671",17,"16,235",252,"66,713","106,217","628,085",Europe,62,"3,975",9
98,Maldives,"10,045",+31,34,,"8,754",+81,"1,257",12,"18,506",63,"147,681","272,072","542,802",Asia,54,"15,965",4
99,Myanmar,"9,991",+879,198,+24,"2,681",+300,"7,112",,183,4,"245,154","4,498","54,498,127",Asia,"5,455","275,243",222
100,French Guiana,"9,863",+32,65,,"9,500",+28,298,6,"32,823",216,"65,214","217,027","300,488",South America,30,"4,623",5
101,Tajikistan,"9,605",+43,75,+1,"8,385",+44,"1,145",,"1,002",8,,,"9,587,978",Asia,998,"127,840",
102,Finland,"9,577",+93,343,,"7,850",,"1,384",2,"1,728",62,"960,156","173,225","5,542,823",Europe,579,"16,160",6
103,Gabon,"8,728",,54,,"7,934",,740,2,"3,900",24,"163,264","72,949","2,238,045",Africa,256,"41,445",14
104,Haiti,"8,723",+39,227,,"6,551",,"1,945",,763,20,"27,444","2,400","11,435,849",North America,"1,311","50,378",417
105,Slovakia,"8,600",+552,44,+3,"4,098",+62,"4,458",24,"1,575",8,"440,331","80,642","5,460,289",Europe,635,"124,097",12
106,Luxembourg,"8,311",+78,124,,"6,976",,"1,211",1,"13,226",197,"812,220","1,292,521","628,400",Europe,76,"5,068",1
107,Jordan,"8,061",+850,43,+4,"4,131",+96,"3,887",13,788,4,"1,155,513","112,981","10,227,518",Asia,"1,269","237,849",9
108,Zimbabwe,"7,803",+16,227,,"6,067",+10,"1,509",,523,15,"159,036","10,663","14,914,556",Africa,"1,911","65,703",94
109,Mozambique,"7,757",+168,54,+1,"4,769",+120,"2,934",,247,2,"132,979","4,227","31,458,856",Africa,"4,056","582,571",237
110,Mauritania,"7,462",+5,161,,"7,070",,231,3,"1,595",34,"79,334","16,958","4,678,151",Africa,627,"29,057",59
111,Uganda,"7,364",+146,71,,"3,647",+36,"3,646",,160,2,"469,003","10,179","46,074,078",Africa,"6,257","648,931",98
112,Jamaica,"5,854",+131,88,+8,"1,624",+128,"4,142",6,"1,975",30,"76,046","25,654","2,964,310",North America,506,"33,685",39
113,Malawi,"5,766",+2,179,,"4,185",+7,"1,402",4,300,9,"52,324","2,719","19,245,302",Africa,"3,338","107,516",368
114,Cabo Verde,"5,701",+73,56,+1,"5,018",+36,627,,"10,227",100,"76,576","137,371","557,438",Africa,98,"9,954",7
115,Eswatini,"5,419",+20,108,,"4,802",+35,509,11,"4,659",93,"31,969","27,487","1,163,053",Africa,215,"10,769",36
116,Cuba,"5,412",+62,120,+2,"4,732",+74,560,5,478,11,"584,894","51,647","11,324,920",North America,"2,093","94,374",19
117,Djibouti,"5,409",,61,,"5,340",,8,,"5,456",62,"75,899","76,555","991,429",Africa,183,"16,253",13
118,Slovenia,"5,191",+184,146,+1,"3,457",+104,"1,588",30,"2,497",70,"216,899","104,328","2,079,008",Europe,401,"14,240",10
119,Nicaragua,"5,073",,149,,"2,913",,"2,011",,764,22,,,"6,643,458",North America,"1,310","44,587",
120,Hong Kong,"5,060",+1,105,,"4,777",+12,178,11,674,14,"3,311,279","440,818","7,511,672",Asia,"1,485","71,540",2
121,Equatorial Guinea,"5,028",+10,83,,"4,740",+210,205,4,"3,557",59,"58,976","41,721","1,413,584",Africa,281,"17,031",24
122,Congo,"5,005",,89,,"3,887",,"1,029",,902,16,,,"5,549,860",Africa,"1,109","62,358",
123,Georgia,"4,960",+296,28,+1,"1,819",+60,"3,113",,"1,244",7,"571,486","143,327","3,987,285",Asia,804,"142,403",7
124,Suriname,"4,831",+14,102,,"4,620",+24,109,6,"8,217",173,"13,628","23,181","587,900",South America,122,"5,764",43
125,Rwanda,"4,811",+13,29,,"3,091",+11,"1,691",,369,2,"486,735","37,363","13,027,301",Africa,"2,708","449,217",27
126,CAR,"4,806",,62,,"1,840",,"2,904",2,991,13,"32,059","6,611","4,849,697",Africa,"1,009","78,221",151
127,Angola,"4,672",+82,171,+4,"1,639",+85,"2,862",8,141,5,"85,213","2,574","33,102,237",Africa,"7,085","193,580",388
128,Guadeloupe,"4,487",,42,,"2,199",,"2,246",24,"11,214",105,"47,049","117,581","400,141",North America,89,"9,527",9
129,Trinidad and Tobago,"4,312",+35,70,,"2,185",+63,"2,057",13,"3,079",50,"30,600","21,848","1,400,592",North America,325,"20,008",46
130,Lithuania,"4,295",+111,89,,"2,319",+21,"1,887",,"1,583",33,"757,201","279,125","2,712,765",Europe,632,"30,481",4
131,Syria,"4,038",+37,188,+3,"1,048",+20,"2,802",,229,11,,,"17,600,176",Asia,"4,359","93,618",
132,Aruba,"3,832",+33,25,,"2,829",+76,978,11,"35,855",234,"30,445","284,863","106,876",North America,28,"4,275",4
133,Bahamas,"3,790",+91,89,+3,"1,999",+37,"1,702",79,"9,616",226,"18,959","48,101","394,149",North America,104,"4,429",21
134,Réunion,"3,685",,11,,"2,819",,855,17,"4,109",12,"35,419","39,492","896,858",Africa,243,"81,533",25
135,Somalia,"3,588",+123,99,+1,"2,943",+66,546,,224,6,,,"15,996,252",Africa,"4,458","161,578",
136,Gambia,"3,555",,110,,"2,034",,"1,411",,"1,461",45,"14,956","6,149","2,432,437",Africa,684,"22,113",163
137,Mayotte,"3,541",,40,,"2,964",,537,2,"12,907",146,"13,000","47,384","274,356",Africa,77,"6,859",21
138,Thailand,"3,522",+3,59,,"3,362",+2,101,1,50,0.8,"749,213","10,727","69,842,709",Asia,"19,830","1,183,775",93
139,Sri Lanka,"3,349",+4,13,,"3,186",+28,150,,156,0.6,"279,740","13,051","21,435,089",Asia,"6,400","1,648,853",77
140,Estonia,"3,165",+47,64,,"2,499",+82,602,1,"2,386",48,"202,556","152,670","1,326,753",Europe,419,"20,731",7
141,Mali,"3,080",+16,130,,"2,410",+8,540,,151,6,"52,227","2,562","20,386,110",Africa,"6,619","156,816",390
142,Malta,"2,958",+29,31,+2,"2,304",+43,623,,"6,695",70,"245,028","554,575","441,830",Europe,149,"14,253",2
143,Botswana,"2,921",,16,,701,,"2,204",1,"1,236",7,"179,742","76,071","2,362,834",Africa,809,"147,677",13
144,Guyana,"2,725",+16,74,+1,"1,535",+45,"1,116",12,"3,460",94,"13,453","17,084","787,474",South America,289,"10,642",59
145,South Sudan,"2,676",,49,,"1,290",,"1,337",,238,4,"12,044","1,073","11,225,212",Africa,"4,195","229,086",932
146,Iceland,"2,601",+40,10,,"2,156",+5,435,,"7,610",29,"268,837","786,581","341,779",Europe,131,"34,178",1
147,Benin,"2,325",,40,,"1,960",,325,,191,3,"186,045","15,253","12,197,244",Africa,"5,246","304,931",66
148,Guinea-Bissau,"2,324",,39,,"1,549",,736,5,"1,174",20,,,"1,978,904",Africa,852,"50,741",
149,Sierra Leone,"2,208",+9,72,,"1,679",+1,457,,275,9,,,"8,015,260",Africa,"3,630","111,323",
150,Yemen,"2,030",+1,587,,"1,260",+5,183,,68,20,,,"29,980,442",Asia,"14,769","51,074",
151,Uruguay,"1,998",+31,47,,"1,716",+6,235,2,575,14,"228,335","65,677","3,476,662",South America,"1,740","73,972",15
152,Burkina Faso,"1,973",+11,56,,"1,264",+1,653,,94,3,,,"21,036,590",Africa,"10,662","375,653",
153,Andorra,"1,836",,53,,"1,263",,520,9,"23,753",686,"137,457","1,778,343","77,295",Europe,42,"1,458",1
154,New Zealand,"1,831",+2,25,,"1,745",+1,61,2,366,5,"943,196","188,560","5,002,100",Australia/Oceania,"2,732","200,084",5
155,Belize,"1,808",+50,23,+1,"1,134",+62,651,2,"4,527",58,"14,030","35,133","399,339",North America,221,"17,363",28
156,Togo,"1,736",+14,46,+2,"1,319",+7,371,,209,6,"88,374","10,616","8,324,223",Africa,"4,795","180,961",94
157,Cyprus,"1,684",+13,22,,"1,369",,293,1,"1,392",18,"367,554","303,893","1,209,485",Asia,718,"54,977",3
158,Latvia,"1,654",+29,36,,"1,304",+22,314,,879,19,"309,172","164,366","1,880,994",Europe,"1,137","52,250",6
159,French Polynesia,"1,579",,6,,"1,335",,238,8,"5,613",21,"26,355","93,689","281,302",Australia/Oceania,178,"46,884",11
160,Lesotho,"1,558",,35,,797,,726,,726,16,"18,322","8,536","2,146,352",Africa,"1,378","61,324",117
161,Liberia,"1,338",,82,,"1,221",,35,,263,16,,,"5,085,553",Africa,"3,801","62,019",
162,Martinique,"1,290",,20,,98,,"1,172",9,"3,438",53,"34,717","92,531","375,194",North America,291,"18,760",11
163,Niger,"1,194",,69,,"1,107",,18,,49,3,"21,905",897,"24,406,687",Africa,"20,441","353,720","1,114"
164,Chad,"1,177",+2,83,,"1,005",+1,89,,71,5,,,"16,535,203",Africa,"14,049","199,219",
165,Vietnam,"1,069",,35,,999,,35,,11,0.4,"1,009,145","10,345","97,549,775",Asia,"91,253","2,787,136",97
166,Sao Tome and Principe,911,,15,,883,+2,13,,"4,139",68,"4,814","21,870","220,123",Africa,242,"14,675",46
167,San Marino,727,,42,,676,,9,3,"21,415","1,237","7,602","223,931","33,948",Europe,47,808,4
168,Diamond Princess,712,,13,,651,,48,4,,,,,,,,,
169,Turks and Caicos,680,+1,5,,617,+15,58,3,"17,507",129,"3,081","79,321","38,842",North America,57,"7,768",13
170,Channel Islands,656,,48,,600,+25,8,2,"3,765",275,"123,884","710,960","174,249",Europe,266,"3,630",1
171,Sint Maarten,627,+9,22,,532,+15,73,6,"14,584",512,"2,720","63,266","42,993",North America,69,"1,954",16
172,Papua New Guinea,532,+1,7,,516,,9,,59,0.8,"23,777","2,646","8,987,125",Australia/Oceania,"16,893","1,283,875",378
173,Taiwan,510,,7,,480,,23,,21,0.3,"92,975","3,902","23,827,305",Asia,"46,720","3,403,901",256
174,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,129,082",Africa,"118,132","2,863,290",
175,Burundi,485,+2,1,,472,+10,12,,41,0.08,"37,522","3,134","11,972,749",Africa,"24,686","11,972,749",319
176,Comoros,478,+4,7,,458,+5,13,,547,8,,,"873,963",Africa,"1,828","124,852",
177,Faeroe Islands,460,+2,,,417,,43,,"9,405",,"126,490","2,586,284","48,908",Europe,106,,0
178,Eritrea,375,+6,,,341,+11,34,,105,,,,"3,558,150",Africa,"9,488",,
179,Gibraltar,372,+8,,,335,+2,37,,"11,042",,"45,461","1,349,432","33,689",Europe,91,,1
180,Mauritius,367,,10,,343,,14,,288,8,"246,326","193,609","1,272,284",Africa,"3,467","127,228",5
181,Saint Martin,367,,8,,273,,86,11,"9,453",206,"3,834","98,756","38,823",North America,106,"4,853",10
182,Isle of Man,340,,24,,314,,2,,"3,993",282,"12,432","146,015","85,142",Europe,250,"3,548",7
183,Curaçao,337,+8,1,,134,+10,202,1,"2,052",6,"1,080","6,575","164,256",North America,487,"164,256",152
184,Mongolia,313,,,,303,,10,1,95,,"67,595","20,540","3,290,851",Asia,"10,514",,49
185,Cambodia,275,,,,274,,1,,16,,"131,871","7,862","16,774,257",Asia,"60,997",,127
186,Bhutan,263,,,,199,+1,64,,340,,"132,345","171,066","773,649",Asia,"2,942",,6
187,Monaco,210,+2,2,,169,+2,39,1,"5,342",51,"51,953","1,321,657","39,309",Europe,187,"19,655",1
188,Cayman Islands,210,,1,,207,,2,,"3,186",15,"38,884","589,983","65,907",North America,314,"65,907",2
189,Barbados,190,,7,,178,+3,5,,661,24,"22,780","79,246","287,461",North America,"1,513","41,066",13
190,Bermuda,181,,9,,167,,5,,"2,909",145,"62,408","1,003,005","62,221",North America,344,"6,913",1
191,Brunei,146,,3,,142,,1,,333,7,"57,780","131,771","438,488",Asia,"3,003","146,163",8
192,Seychelles,143,,,,140,,3,,"1,452",,"5,200","52,795","98,495",Africa,689,,19
193,Liechtenstein,117,,1,,110,,6,,"3,066",26,900,"23,588","38,155",Europe,326,"38,155",42
194,Antigua and Barbuda,98,,3,,92,,3,,999,31,"2,513","25,610","98,125",North America,"1,001","32,708",39
195,Caribbean Netherlands,85,,1,,21,,63,,"3,234",38,"2,194","83,479","26,282",North America,309,"26,282",12
196,British Virgin Islands,71,,1,,62,,8,2,"2,345",33,"4,410","145,641","30,280",North America,426,"30,280",7
197,St. Vincent Grenadines,64,,,,64,,0,,576,,"4,919","44,305","111,026",North America,"1,735",,23
198,Macao,46,,,,46,,0,,71,,"4,238","6,505","651,451",Asia,"14,162",,154
199,St. Barth,45,,,,25,,20,,"4,553",,"2,668","269,931","9,884",North America,220,,4
200,Fiji,32,,2,,28,,2,1,36,2,"9,912","11,038","898,016",Australia/Oceania,"28,063","449,008",91
201,New Caledonia,27,+1,,,26,,1,,94,,"14,233","49,738","286,159",Australia/Oceania,"10,598",,20
