#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
38,Belgium,"85,042",+443,"9,894",+3,"18,415",+12,"56,733",71,"7,332",853,"2,278,713","196,472","11,598,176",Europe,136,"1,172",5
39,Sweden,"84,379",,"5,808",+5,N/A,N/A,N/A,19,"8,346",574,"1,094,856","108,296","10,109,890",Europe,120,"1,741",9
40,Guatemala,"74,074",+162,"2,760",+20,"62,068",+387,"9,246",5,"4,122",154,"242,502","13,495","17,969,568",North America,243,"6,511",74
41,Belarus,"71,843",+156,681,+5,"70,468",+16,694,,"7,603",72,"1,532,119","162,150","9,448,789",Europe,132,"13,875",6
42,Netherlands,"70,667",+527,"6,224",,N/A,N/A,N/A,51,"4,123",363,"1,455,274","84,899","17,141,338",Europe,243,"2,754",12
43,UAE,"70,231",+541,384,+2,"60,931",+331,"8,916",,"7,087",39,"7,094,658","715,892","9,910,239",Asia,141,"25,808",1
44,Japan,"67,865",+601,"1,279",+15,"56,802",+638,"9,784",236,537,10,"1,467,132","11,606","126,409,529",Asia,"1,863","98,835",86
45,Poland,"67,372",+502,"2,039",+6,"46,638",+446,"18,695",83,"1,780",54,"2,714,027","71,725","37,839,481",Europe,562,"18,558",14
46,Morocco,"62,590","+1,191","1,141",+30,"47,595","+1,240","13,854",31,"1,692",31,"1,934,334","52,303","36,983,234",Africa,591,"32,413",19
47,Honduras,"60,174",+529,"1,858",+16,"10,242",+86,"48,074",43,"6,060",187,"143,807","14,481","9,930,472",North America,165,"5,345",69
48,Portugal,"58,012",+244,"1,822",+3,"41,961",+76,"14,229",41,"5,692",179,"1,976,482","193,933","10,191,571",Europe,176,"5,594",5
49,Singapore,"56,812",+41,27,,"55,658",+72,"1,127",,"9,698",5,"1,832,813","312,870","5,858,071",Asia,103,"216,966",3
50,Nigeria,"54,008",+143,"1,013",,"41,638",+125,"11,357",7,261,5,"403,347","1,949","206,956,343",Africa,"3,832","204,300",513
51,Ethiopia,"52,131","+1,009",809,+16,"18,994",+612,"32,328",344,452,7,"910,293","7,887","115,418,836",Africa,"2,214","142,669",127
52,Bahrain,"51,972",+398,190,+1,"49,047",+393,"2,735",36,"30,380",111,"1,108,088","647,727","1,710,732",Asia,33,"9,004",2
53,Venezuela,"46,728",+860,386,+5,"38,112","+1,021","8,230",99,"1,644",14,"1,766,576","62,155","28,422,020",South America,608,"73,632",16
54,Algeria,"44,494",+348,"1,510",+9,"31,244",+266,"11,740",29,"1,012",34,,,"43,980,236",Africa,988,"29,126",
55,Ghana,"44,298",+93,276,,"42,963",+186,"1,059",6,"1,421",9,"442,185","14,183","31,177,877",Africa,704,"112,963",71
56,Kyrgyzstan,"43,898",+78,"1,058",,"38,459",+261,"4,381",24,"6,710",162,"267,718","40,924","6,541,838",Asia,149,"6,183",24
57,Armenia,"43,781",+31,879,+2,"37,722",+72,"5,180",,"14,770",297,"205,940","69,476","2,964,188",Asia,68,"3,372",14
58,Switzerland,"42,177",+163,"2,006",+1,"36,100",+300,"4,071",22,"4,867",231,"1,015,686","117,213","8,665,269",Europe,205,"4,320",9
59,Uzbekistan,"41,893",+469,320,+7,"39,275",+620,"2,298",133,"1,249",10,"1,377,915","41,072","33,549,173",Asia,801,"104,841",24
60,Costa Rica,"41,287","+1,588",436,+18,"16,056",+319,"24,795",144,"8,092",85,"150,106","29,422","5,101,904",North America,124,"11,702",34
61,Nepal,"39,460",+899,228,+7,"21,410",+588,"17,822",,"1,350",8,"693,472","23,731","29,222,328",Asia,741,"128,168",42
62,Afghanistan,"38,165",+3,"1,402",,"29,089",,"7,674",31,977,36,"102,643","2,627","39,069,477",Asia,"1,024","27,867",381
63,Moldova,"36,920",+220,995,+3,"25,872",+733,"10,053",575,"9,156",247,"207,925","51,564","4,032,345",Europe,109,"4,053",19
64,Azerbaijan,"36,435",+126,534,+3,"33,847",+144,"2,054",,"3,588",53,"922,069","90,804","10,154,479",Asia,279,"19,016",11
65,Kenya,"34,201",+144,577,+3,"19,893",+205,"13,731",44,634,11,"454,406","8,421","53,962,251",Africa,"1,578","93,522",119
66,Serbia,"31,406",+41,713,+2,"30,028",+97,665,47,"3,597",82,"931,037","106,632","8,731,272",Europe,278,"12,246",9
67,Ireland,"28,811",+53,"1,777",,"23,364",,"3,670",6,"5,824",359,"839,814","169,763","4,946,966",Europe,172,"2,784",6
68,Austria,"27,438",+272,733,,"23,226",+156,"3,479",31,"3,044",81,"1,180,711","130,971","9,015,081",Europe,329,"12,299",8
69,Australia,"25,746",+76,652,+41,"21,350",+234,"3,744",27,"1,008",26,"6,214,006","243,219","25,549,067",Australia/Oceania,992,"39,186",4
70,El Salvador,"25,729",+94,717,+4,"14,292",+279,"10,720",267,"3,963",110,"315,320","48,572","6,491,745",North America,252,"9,054",21
71,Czechia,"24,618",+251,424,+1,"17,807",+260,"6,387",34,"2,298",40,"901,751","84,178","10,712,372",Europe,435,"25,265",12
72,Palestine,"22,729",+525,152,,"15,056",+269,"7,521",,"4,439",30,"263,288","51,419","5,120,462",Asia,225,"33,687",19
73,Bosnia and Herzegovina,"19,964",+171,609,+11,"13,095",+134,"6,260",,"6,092",186,"186,532","56,917","3,277,263",Europe,164,"5,381",18
74,S. Korea,"19,947",+248,324,+1,"14,973",+70,"4,650",79,389,6,"1,937,689","37,789","51,276,736",Asia,"2,571","158,262",26
75,Cameroon,"19,142",,411,,"17,651",,"1,080",30,718,15,"149,000","5,591","26,651,461",Africa,"1,392","64,845",179
76,Ivory Coast,"18,067",+119,117,+2,"16,699",+146,"1,251",,682,4,"127,804","4,826","26,482,702",Africa,"1,466","226,348",207
77,Paraguay,"17,662",+557,326,+18,"9,421",+275,"7,915",83,"2,471",46,"192,465","26,929","7,147,074",South America,405,"21,924",37
78,Lebanon,"17,308",+438,167,+7,"4,811",+118,"12,330",96,"2,538",24,"525,556","77,059","6,820,142",Asia,394,"40,839",13
79,Denmark,"16,985",+94,624,,"15,205",+89,"1,156",4,"2,931",108,"2,463,008","424,974","5,795,669",Europe,341,"9,288",2
80,Bulgaria,"16,266",+76,629,+16,"11,483",+170,"4,154",65,"2,344",91,"409,013","58,942","6,939,302",Europe,427,"11,032",17
81,Madagascar,"14,863",+20,192,+1,"13,832",+30,839,45,535,7,"57,927","2,083","27,804,492",Africa,"1,871","144,815",480
82,North Macedonia,"14,341",+11,603,+3,"11,157",+95,"2,581",1,"6,884",289,"148,269","71,168","2,083,359",Europe,145,"3,455",14
83,Libya,"13,966",+543,237,+5,"1,459",+49,"12,270",,"2,028",34,"114,145","16,575","6,886,736",Africa,493,"29,058",60
84,Senegal,"13,611",+55,284,,"9,439",+51,"3,888",36,809,17,"146,218","8,696","16,814,119",Africa,"1,235","59,205",115
85,Sudan,"13,189",,823,,"6,612",,"5,754",,300,19,401,9,"44,013,654",Africa,"3,337","53,480","109,760"
86,Zambia,"12,097",+72,288,+1,"11,469",+15,340,,655,16,"115,570","6,259","18,465,432",Africa,"1,526","64,116",160
87,Norway,"10,782",+139,264,,"9,348",,"1,170",1,"1,986",49,"686,202","126,411","5,428,362",Europe,503,"20,562",8
88,Greece,"10,317",+183,266,+4,"3,804",,"6,247",36,991,26,"949,367","91,161","10,414,212",Europe,"1,009","39,151",11
89,Croatia,"10,269",+146,186,+2,"7,434",+222,"2,649",14,"2,504",45,"168,229","41,023","4,100,856",Europe,399,"22,048",24
90,DRC,"10,097",+52,258,,"9,133",+30,706,,112,3,,,"89,989,008",Africa,"8,912","348,795",
91,Albania,"9,513",+133,284,+4,"5,214",+75,"4,015",19,"3,306",99,"58,438","20,310","2,877,257",Europe,302,"10,131",49
92,Guinea,"9,409",+38,59,,"8,447",+60,903,24,713,4,"24,530","1,860","13,189,325",Africa,"1,402","223,548",538
93,Malaysia,"9,340",+6,127,+1,"9,054",+6,159,6,288,4,"1,253,855","38,658","32,434,697",Asia,"3,473","255,391",26
94,French Guiana,"9,115",+39,59,+1,"8,654",+34,402,12,"30,392",197,"53,174","177,297","299,915",South America,33,"5,083",6
95,Tajikistan,"8,583",+33,68,,"7,376",+35,"1,139",,897,7,,,"9,572,136",Asia,"1,115","140,767",
96,Gabon,"8,533",+28,53,,"7,264",+77,"1,216",2,"3,819",24,"118,395","52,993","2,234,160",Africa,262,"42,154",19
97,Haiti,"8,224",+15,201,,"5,828",,"2,195",,720,18,"23,652","2,070","11,425,596",North America,"1,389","56,844",483
98,Finland,"8,086",+9,336,+1,"7,200",,550,1,"1,459",61,"639,500","115,388","5,542,190",Europe,685,"16,495",9
99,Maldives,"7,804",+137,28,,"5,155",+119,"2,621",12,"14,396",52,"112,927","208,314","542,099",Asia,69,"19,361",5
100,Namibia,"7,550",+185,75,+3,"3,327",+398,"4,148",16,"2,963",29,"61,410","24,097","2,548,412",Africa,338,"33,979",41
101,Mauritania,"7,048",+32,159,,"6,464",+34,425,3,"1,509",34,"69,937","14,979","4,669,104",Africa,662,"29,365",67
102,Luxembourg,"6,677",+4,124,,N/A,N/A,N/A,2,"10,638",198,"641,144","1,021,502","627,648",Europe,94,"5,062",1
103,Zimbabwe,"6,497",+85,202,+6,"5,221",+160,"1,074",,436,14,"150,584","10,107","14,898,588",Africa,"2,293","73,755",99
104,Hungary,"6,139",+178,615,+1,"3,761",+2,"1,763",7,636,64,"428,150","44,340","9,656,116",Europe,"1,573","15,701",23
105,Malawi,"5,566",+30,175,+1,"3,160",+13,"2,231",4,290,9,"45,505","2,369","19,208,715",Africa,"3,451","109,764",422
106,Djibouti,"5,387",+2,60,,"5,323",+4,4,,"5,439",61,"67,370","68,025","990,368",Africa,184,"16,506",15
107,Equatorial Guinea,"4,941",,83,,"3,884",,974,1,"3,504",59,"51,944","36,835","1,410,166",Africa,285,"16,990",27
108,Montenegro,"4,835",+45,100,+2,"4,021",+58,714,,"7,698",159,"48,869","77,807","628,080",Europe,130,"6,281",13
109,Hong Kong,"4,811",+9,89,+1,"4,342",+22,380,26,641,12,"780,415","103,956","7,507,191",Asia,"1,560","84,350",10
110,CAR,"4,711",+11,62,+1,"1,790",+6,"2,859",2,973,13,"31,126","6,426","4,843,495",Africa,"1,028","78,121",156
111,Eswatini,"4,577",+16,91,,"3,529",+51,957,11,"3,938",78,"30,007","25,820","1,162,168",Africa,254,"12,771",39
112,Nicaragua,"4,494",,137,,"2,913",,"1,444",,677,21,,,"6,637,645",North America,"1,477","48,450",
113,Rwanda,"4,063",+43,16,,"2,013",+95,"2,034",,312,1,"409,707","31,507","13,003,544",Africa,"3,200","812,722",32
114,Suriname,"4,034",+25,71,+4,"3,140",+67,823,18,"6,866",121,"8,616","14,665","587,512",South America,146,"8,275",68
115,Cuba,"4,032",+59,94,,"3,378",+51,560,6,356,8,"392,785","34,682","11,325,428",North America,"2,809","120,483",29
116,Congo,"3,979",,78,,"1,742",,"2,159",,718,14,,,"5,539,811",Africa,"1,392","71,023",
117,Slovakia,"3,917",+41,33,,"2,377",+99,"1,507",11,717,6,"334,932","61,342","5,460,095",Europe,"1,394","165,457",16
118,Mozambique,"3,916",+95,23,,"2,170",+70,"1,723",,125,0.7,"96,387","3,070","31,394,007",Africa,"8,017","1,364,957",326
119,Cabo Verde,"3,884",+32,40,,"2,916",+49,928,,"6,973",72,"76,576","137,481","556,993",Africa,143,"13,925",7
120,Tunisia,"3,803",+118,77,+1,"1,573",+11,"2,153",15,321,7,"144,042","12,166","11,839,242",Africa,"3,113","153,756",82
121,Thailand,"3,412",+1,58,,"3,252",,102,1,49,0.8,"749,213","10,729","69,829,824",Asia,"20,466","1,203,962",93
122,Somalia,"3,310",,98,,"2,481",,731,,207,6,,,"15,963,416",Africa,"4,823","162,892",
123,Mayotte,"3,301",,40,,"2,964",,297,1,"12,053",146,"13,000","47,468","273,869",Africa,83,"6,847",21
124,Sri Lanka,"3,049",+37,12,,"2,868",+8,169,,142,0.6,"226,111","10,552","21,428,481",Asia,"7,028","1,785,707",95
125,Uganda,"2,972",+44,32,+2,"1,288",,"1,652",,65,0.7,"367,423","7,993","45,966,999",Africa,"15,467","1,436,469",125
126,Gambia,"2,963",,96,,"1,032",,"1,835",,"1,221",40,"13,354","5,501","2,427,409",Africa,819,"25,286",182
127,Lithuania,"2,906",+32,86,,"1,840",+3,980,5,"1,070",32,"639,044","235,328","2,715,546",Europe,934,"31,576",4
128,Slovenia,"2,883",+18,133,,"2,296",+13,454,2,"1,387",64,"158,824","76,395","2,078,987",Europe,721,"15,631",13
129,Mali,"2,776",+3,126,,"2,169",,481,,136,6,"38,306","1,883","20,342,905",Africa,"7,328","161,452",531
130,Syria,"2,765",+62,112,+3,629,+15,"2,024",,157,6,,,"17,568,723",Asia,"6,354","156,864",
131,Angola,"2,654",+30,108,+1,"1,071",+8,"1,475",24,80,3,"64,747","1,960","33,026,462",Africa,"12,444","305,801",510
132,South Sudan,"2,527",+8,47,,"1,290",,"1,190",,225,4,"12,044","1,074","11,215,533",Africa,"4,438","238,628",931
133,Estonia,"2,375",+2,64,,"2,088",,223,,"1,790",48,"148,131","111,655","1,326,688",Europe,559,"20,730",9
134,Jamaica,"2,357",+244,21,+1,890,,"1,446",4,795,7,"58,279","19,667","2,963,359",North America,"1,257","141,112",51
135,Bahamas,"2,217",+50,50,,801,+19,"1,366",83,"5,629",127,"11,165","28,347","393,872",North America,178,"7,877",35
136,Guinea-Bissau,"2,205",,34,,"1,127",,"1,044",5,"1,116",17,"1,500",759,"1,975,463",Africa,896,"58,102","1,317"
137,Benin,"2,145",,40,,"1,738",,367,,176,3,"118,206","9,710","12,173,739",Africa,"5,675","304,343",103
138,Iceland,"2,107",+2,10,,"1,997",+7,100,,"6,168",29,"215,302","630,246","341,616",Europe,162,"34,162",2
139,Jordan,"2,034",+68,15,,"1,508",+40,511,3,199,1,"828,380","81,054","10,220,051",Asia,"5,025","681,337",12
140,Sierra Leone,"2,022",,70,,"1,594",,358,,253,9,,,"8,003,270",Africa,"3,958","114,332",
141,Aruba,"2,006",+9,10,,768,+3,"1,228",7,"18,775",94,"21,266","199,040","106,843",North America,53,"10,684",5
142,Yemen,"1,958",+5,566,+2,"1,131",+8,261,,65,19,120,4,"29,931,870",Asia,"15,287","52,883","249,432"
143,Malta,"1,883",+21,12,,"1,400",+87,471,,"4,263",27,"190,593","431,457","441,743",Europe,235,"36,812",2
144,Trinidad and Tobago,"1,759",+76,22,+1,676,+4,"1,061",6,"1,256",16,"23,651","16,890","1,400,259",North America,796,"63,648",59
145,New Zealand,"1,738",+9,22,,"1,585",+15,131,11,347,4,"758,027","151,542","5,002,100",Australia/Oceania,"2,878","227,368",7
146,Botswana,"1,724",+91,6,,493,+269,"1,225",1,731,3,"116,728","49,475","2,359,325",Africa,"1,369","393,221",20
147,Réunion,"1,679",+45,9,,880,,790,2,"1,873",10,"35,419","39,513","896,387",Africa,534,"99,599",25
148,Uruguay,"1,595",+10,44,,"1,409",+31,142,3,459,13,"173,187","49,827","3,475,776",South America,"2,179","78,995",20
149,Cyprus,"1,488",+1,20,,"1,139",+204,329,5,"1,231",17,"286,736","237,200","1,208,838",Asia,812,"60,442",4
150,Georgia,"1,487",+18,19,,"1,240",+19,228,,373,5,"370,858","92,997","3,987,847",Asia,"2,682","209,887",11
151,Togo,"1,400",+4,28,+1,"1,005",+9,367,,168,3,"65,180","7,844","8,309,871",Africa,"5,936","296,781",127
152,Latvia,"1,396",+3,34,,"1,163",,199,1,742,18,"251,717","133,713","1,882,522",Europe,"1,349","55,368",7
153,Burkina Faso,"1,368",+11,55,,"1,058",,255,,65,3,,,"20,994,149",Africa,"15,347","381,712",
154,Guyana,"1,306",+72,39,+3,718,+31,549,12,"1,659",50,"8,510","10,811","787,195",South America,603,"20,184",93
155,Liberia,"1,304",,82,,872,,350,,257,16,,,"5,076,760",Africa,"3,893","61,912",
156,Guadeloupe,"1,269",+124,16,,336,,917,8,"3,171",40,"30,463","76,132","400,136",North America,315,"25,009",13
157,Niger,"1,176",+1,69,,"1,088",+3,19,,48,3,"9,052",372,"24,341,651",Africa,"20,699","352,778","2,689"
158,Andorra,"1,176",+52,53,,908,+6,215,3,"15,216",686,"137,457","1,778,550","77,286",Europe,66,"1,458",1
159,Lesotho,"1,085",,31,,528,,526,,506,14,"15,632","7,287","2,145,101",Africa,"1,977","69,197",137
160,Vietnam,"1,044",+4,34,+2,707,+12,303,,11,0.3,"1,009,145","10,352","97,485,232",Asia,"93,377","2,867,213",97
161,Chad,"1,013",+1,77,,880,+2,56,,61,5,,,"16,500,291",Africa,"16,289","214,289",
162,Belize,"1,007",+14,13,,173,+56,821,8,"2,525",33,"8,143","20,419","398,805",North America,396,"30,677",49
163,Sao Tome and Principe,896,,15,,851,,30,,"4,076",68,"3,831","17,428","219,822",Africa,245,"14,655",57
164,Myanmar,882,+107,6,,354,+2,522,,16,0.1,"157,843","2,898","54,471,263",Asia,"61,759","9,078,544",345
165,San Marino,715,+5,42,,660,+2,13,,"21,065","1,237","6,865","202,251","33,943",Europe,47,808,5
166,Diamond Princess,712,,13,,651,,48,4,,,,,,,,,
167,Channel Islands,625,,48,,545,,32,,"3,589",276,"68,985","396,167","174,131",Europe,279,"3,628",3
168,Martinique,615,+19,16,,98,,501,3,"1,639",43,"12,942","34,492","375,215",North America,610,"23,451",29
169,French Polynesia,573,+91,,,205,+3,368,3,"2,038",,"14,029","49,893","281,182",Australia/Oceania,491,,20
170,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,003,066",Africa,"117,884","2,857,289",
171,Turks and Caicos,507,+2,3,,200,+52,304,3,"13,066",77,"2,429","62,597","38,804",North America,77,"12,935",16
172,Taiwan,488,,7,,462,,19,,20,0.3,"87,508","3,673","23,824,134",Asia,"48,820","3,403,448",272
173,Sint Maarten,463,+3,17,,179,,267,8,"10,778",396,"2,281","53,100","42,957",North America,93,"2,527",19
174,Papua New Guinea,459,,5,,232,,222,,51,0.6,"15,592","1,737","8,974,603",Australia/Oceania,"19,553","1,794,921",576
175,Burundi,445,,1,,357,,87,,37,0.08,"24,659","2,064","11,946,511",Africa,"26,846","11,946,511",484
176,Comoros,423,,7,,399,,17,,485,8,,,"872,594",Africa,"2,063","124,656",
177,Faeroe Islands,411,,,,374,+12,37,2,"8,406",,"95,279","1,948,645","48,895",Europe,119,,1
178,Mauritius,356,+1,10,,335,,11,,280,8,"227,409","178,763","1,272,128",Africa,"3,573","127,213",6
179,Isle of Man,336,,24,,312,,0,,"3,948",282,"9,840","115,616","85,109",Europe,253,"3,546",9
180,Eritrea,319,+1,,,284,,35,,90,,,,"3,554,528",Africa,"11,143",,
181,Mongolia,301,,,,295,,6,1,92,,"54,095","16,457","3,286,953",Asia,"10,920",,61
182,Gibraltar,288,+3,,,232,+4,56,,"8,549",,"34,188","1,014,812","33,689",Europe,117,,1
183,Cambodia,274,+1,,,266,+1,8,1,16,,"98,687","5,889","16,757,184",Asia,"61,158",,170
184,Bhutan,224,+29,,,140,+5,84,,290,,"99,204","128,333","773,023",Asia,"3,451",,8
185,Saint Martin,213,,5,,79,,129,11,"5,493",129,"2,756","71,079","38,774",North America,182,"7,755",14
186,Cayman Islands,205,,1,,202,,2,,"3,113",15,"35,469","538,633","65,850",North America,321,"65,850",2
187,Barbados,174,+1,7,,146,+1,21,,605,24,"17,180","59,770","287,435",North America,"1,652","41,062",17
188,Bermuda,172,+3,9,,155,+2,8,,"2,764",145,"45,022","723,384","62,238",North America,362,"6,915",1
189,Brunei,144,,3,,139,,2,,329,7,"51,741","118,082","438,179",Asia,"3,043","146,060",8
190,Monaco,138,+7,1,,89,,48,1,"3,512",25,"51,953","1,322,329","39,289",Europe,285,"39,289",1
191,Seychelles,136,,,,127,,9,,"1,381",,,,"98,450",Africa,724,,
192,Liechtenstein,107,,1,,97,,9,,"2,805",26,900,"23,593","38,147",Europe,357,"38,147",42
193,Antigua and Barbuda,94,,3,,91,,0,1,959,31,"1,900","19,375","98,065",North America,"1,043","32,688",52
194,Curaçao,68,+1,1,,35,,32,,414,6,"1,080","6,577","164,207",North America,"2,415","164,207",152
195,St. Vincent Grenadines,60,,,,57,,3,,541,,"3,472","31,279","111,000",North America,"1,850",,32
196,British Virgin Islands,47,,1,,8,,38,,"1,553",33,"2,853","94,267","30,265",North America,644,"30,265",11
197,Macao,46,,,,46,,0,,71,,"4,071","6,255","650,798",Asia,"14,148",,160
198,Fiji,28,,2,,23,,3,,31,2,"6,693","7,457","897,538",Australia/Oceania,"32,055","448,769",134
199,Timor-Leste,27,,,,25,,2,,20,,"5,146","3,891","1,322,530",Asia,"48,983",,257
200,Saint Lucia,26,,,,25,,1,,141,,"5,542","30,157","183,769",North America,"7,068",,33
201,Grenada,24,,,,24,,0,,213,,"6,252","55,519","112,611",North America,"4,692",,18
202,New Caledonia,23,,,,23,,0,,80,,"12,618","44,126","285,957",Australia/Oceania,"12,433",,23
203,Laos,22,,,,21,,1,,3,,"39,063","5,356","7,292,965",Asia,"331,498",,187
