#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
20,Netherlands,"44,447",+198,"5,748",+33,N/A,N/A,275,"2,595",336,"302,395","17,652","17,130,699",Europe
21,Qatar,"37,097","+1,491",16,+1,"6,600","30,481",172,"12,902",6,"170,437","59,276","2,875,313",Asia
22,Ecuador,"34,854",+703,"2,888",+49,"3,557","28,409",191,"1,979",164,"100,248","5,692","17,611,696",South America
23,Belarus,"32,426",+918,179,+4,"11,415","20,832",92,"3,431",19,"387,673","41,025","9,449,661",Europe
24,Sweden,"31,523",+724,"3,831",+88,"4,971","22,721",352,"3,124",380,"209,900","20,798","10,092,199",Europe
25,Switzerland,"30,658",+40,"1,892",+1,"27,800",966,55,"3,545",219,"355,393","41,098","8,647,484",Europe
26,Portugal,"29,660",+228,"1,263",+16,"6,452","21,945",93,"2,908",124,"674,000","66,079","10,199,902",Europe
27,Singapore,"29,364",+570,22,,"11,207","18,135",11,"5,024",4,"294,414","50,369","5,845,139",Asia
28,Bangladesh,"26,738","+1,617",386,+16,"5,207","21,145",1,163,2,"203,852","1,239","164,502,000",Asia
29,UAE,"26,004",+941,233,+6,"11,809","13,962",1,"2,633",24,"1,600,923","162,092","9,876,618",Asia
30,Ireland,"24,315",+64,"1,571",+10,"21,060","1,684",54,"4,931",319,"295,626","59,947","4,931,451",Europe
31,Poland,"19,739",+471,962,+14,"8,183","10,594",160,521,25,"674,861","17,829","37,851,101",Europe
32,Ukraine,"19,230",+354,564,+16,"5,955","12,711",245,439,13,"248,529","5,679","43,761,557",Europe
33,Indonesia,"19,189",+693,"1,242",+21,"4,575","13,372",,70,5,"211,883",776,"273,192,339",Asia
34,South Africa,"18,003",+803,339,+27,"8,950","8,714",119,304,6,"506,861","8,559","59,222,219",Africa
35,Colombia,"17,687",+752,630,+17,"4,256","12,801",136,348,12,"214,536","4,221","50,820,749",South America
36,Kuwait,"17,568",+804,124,+3,"4,885","12,559",167,"4,121",29,"256,314","60,123","4,263,192",Asia
37,Romania,"17,387",+196,"1,147",+10,"10,356","5,884",198,903,60,"332,487","17,271","19,251,223",Europe
38,Israel,"16,667",+8,279,+1,"13,504","2,884",48,"1,929",32,"522,632","60,492","8,639,658",Asia
39,Japan,"16,385",+18,771,+3,"12,286","3,328",210,130,6,"258,277","2,041","126,518,009",Asia
40,Austria,"16,353",+32,633,+1,"14,882",838,37,"1,817",70,"379,592","42,174","9,000,647",Europe
41,Egypt,"14,229",+745,680,+21,"3,994","9,555",41,139,7,"135,000","1,322","102,104,567",Africa
42,Dominican Republic,"13,477",+254,446,+5,"7,142","5,889",126,"1,244",41,"59,976","5,535","10,835,483",North America
43,Philippines,"13,221",+279,842,+5,"2,932","9,447",81,121,8,"259,172","2,369","109,411,860",Asia
44,Denmark,"11,117",+73,554,+3,"9,536","1,027",25,"1,920",96,"490,782","84,765","5,789,943",Europe
45,S. Korea,"11,110",+32,263,,"10,066",781,15,217,5,"776,433","15,146","51,264,360",Asia
46,Serbia,"10,833",+100,235,+1,"5,067","5,531",13,"1,239",27,"196,881","22,524","8,741,130",Europe
47,Panama,"9,977",+110,287,+6,"6,194","3,496",72,"2,317",67,"52,641","12,223","4,306,796",North America
48,Argentina,"9,283",+474,403,+10,"2,933","5,947",154,206,9,"112,370","2,489","45,148,586",South America
49,Czechia,"8,721",+74,304,+2,"5,830","2,587",36,815,28,"372,341","34,776","10,706,798",Europe
50,Norway,"8,281",+14,234,+1,32,"8,015",17,"1,529",43,"223,045","41,179","5,416,449",Europe
51,Afghanistan,"8,145",+492,187,+9,930,"7,028",19,210,5,"25,700",662,"38,822,151",Asia
52,Bahrain,"7,888",+356,12,,"3,568","4,308",9,"4,656",7,"255,633","150,906","1,693,992",Asia
53,Algeria,"7,542",+165,568,+7,"3,968","3,006",22,172,13,,,"43,757,106",Africa
54,Morocco,"7,133",+110,194,+1,"4,098","2,841",1,194,5,"104,915","2,846","36,860,148",Africa
55,Australia,"7,079",+11,100,,"6,444",535,9,278,4,"1,111,567","43,649","25,465,832",Australia/Oceania
56,Malaysia,"7,009",+31,114,,"5,706","1,189",11,217,4,"471,318","14,584","32,317,999",Asia
57,Kazakhstan,"6,969",+218,35,,"3,734","3,200",31,372,2,"571,547","30,481","18,750,814",Asia
58,Nigeria,"6,677",+276,200,+8,"1,840","4,637",7,32,1.0,"38,231",186,"205,514,164",Africa
59,Moldova,"6,553",+213,228,+7,"2,953","3,372",251,"1,624",57,"40,565","10,053","4,034,973",Europe
60,Finland,"6,443",+44,304,+3,"4,800","1,339",20,"1,163",55,"156,200","28,196","5,539,776",Europe
61,Ghana,"6,269",+173,31,,"1,898","4,340",8,202,1,"184,343","5,948","30,994,975",Africa
62,Oman,"6,043",+372,30,+3,"1,661","4,352",31,"1,187",6,"72,000","14,143","5,090,680",Asia
63,Armenia,"5,271",+230,67,+3,"2,419","2,785",10,"1,779",23,"44,071","14,876","2,962,634",Asia
64,Bolivia,"4,481",+218,189,+15,533,"3,759",3,384,16,"14,803","1,270","11,654,518",South America
65,Luxembourg,"3,971",+13,109,,"3,728",134,6,"6,356",174,"64,018","102,465","624,780",Europe
66,Cameroon,"3,733",+204,146,+6,"1,595","1,992",28,141,6,,,"26,464,935",Africa
67,Iraq,"3,724",+113,134,+3,"2,438","1,152",,93,3,"149,701","3,732","40,113,204",Asia
68,Azerbaijan,"3,631",+113,43,+2,"2,253","1,335",46,358,4,"245,609","24,249","10,128,787",Asia
69,Hungary,"3,598",+42,470,+3,"1,454","1,674",29,372,49,"142,729","14,771","9,662,990",Europe
70,Thailand,"3,034",+1,56,,"2,888",90,61,43,0.8,"328,073","4,701","69,780,672",Asia
71,Honduras,"2,955",+157,147,+1,349,"2,459",13,299,15,"10,775","1,090","9,886,106",North America
72,Uzbekistan,"2,939",+84,13,,"2,372",554,6,88,0.4,"460,000","13,767","33,412,612",Asia
73,Guinea,"2,863",,18,,"1,525","1,320",18,219,1,"10,304",787,"13,088,713",Africa
74,Greece,"2,850",+10,166,+1,"1,374","1,310",22,273,16,"139,445","13,372","10,428,469",Europe
75,Sudan,"2,728",,111,,286,"2,331",,62,3,281,6,"43,724,769",Africa
76,Senegal,"2,714",+97,30,,"1,186","1,498",6,163,2,"24,599","1,474","16,689,519",Africa
77,Bosnia and Herzegovina,"2,338",+17,136,+2,"1,557",645,4,712,41,"55,624","16,943","3,282,976",Europe
78,Bulgaria,"2,292",+33,116,+4,684,"1,492",33,330,17,"68,243","9,814","6,953,938",Europe
79,Croatia,"2,234",+2,96,,"1,978",160,8,544,23,"57,021","13,881","4,107,943",Europe
80,Ivory Coast,"2,231",+78,29,+1,"1,083","1,119",,85,1,"19,174",729,"26,298,323",Africa
81,Tajikistan,"2,140",+204,41,,641,"1,458",,225,4,,,"9,511,704",Asia
82,Guatemala,"2,133",+132,43,+5,155,"1,935",5,119,2,"20,820","1,165","17,876,171",North America
83,Cuba,"1,900",+13,79,,"1,573",248,8,168,7,"87,288","7,706","11,327,367",North America
84,North Macedonia,"1,858",+19,110,+4,"1,367",381,21,892,53,"22,767","10,928","2,083,383",Europe
85,Djibouti,"1,828",+210,9,+2,"1,052",767,,"1,853",9,"20,056","20,334","986,323",Africa
86,Iceland,"1,803",+1,10,,"1,789",4,,"5,287",29,"57,628","169,000","340,994",Europe
87,Estonia,"1,794",+3,64,,956,774,2,"1,352",48,"72,464","54,631","1,326,438",Europe
88,DRC,"1,731",+102,61,,302,"1,368",,19,0.7,,,"89,219,290",Africa
89,Lithuania,"1,577",+15,60,,"1,049",468,17,578,22,"245,580","90,083","2,726,154",Europe
90,Somalia,"1,573",+71,61,+2,188,"1,324",2,99,4,,,"15,838,153",Africa
91,El Salvador,"1,571",+73,31,+1,537,"1,003",27,242,5,"62,838","9,693","6,482,554",North America
92,Gabon,"1,567",+65,12,,365,"1,190",9,706,5,"7,966","3,589","2,219,341",Africa
93,New Zealand,"1,503",,21,,"1,447",35,1,312,4,"238,725","49,551","4,817,799",Australia/Oceania
94,Slovakia,"1,496",+1,28,,"1,231",237,3,274,5,"148,845","27,264","5,459,353",Europe
95,Mayotte,"1,475",+105,19,+1,894,562,11,"5,423",70,"5,200","19,117","272,012",Africa
96,Slovenia,"1,468",+1,105,+1,"1,340",23,4,706,51,"73,319","35,268","2,078,907",Europe
97,Kyrgyzstan,"1,270",+27,14,,910,346,5,195,2,"94,441","14,504","6,511,518",Asia
98,Maldives,"1,186",+43,4,,91,"1,091",9,"2,199",7,"11,775","21,829","539,417",Asia
99,Guinea-Bissau,"1,089",+51,6,,42,"1,041",,555,3,"1,500",764,"1,962,338",Africa
100,Hong Kong,"1,056",,4,,"1,026",26,1,141,0.5,"168,291","22,468","7,490,095",Asia
101,Tunisia,"1,045",+2,47,+1,862,136,3,89,4,"43,723","3,704","11,804,462",Africa
102,Kenya,"1,029",+66,50,,366,613,1,19,0.9,"49,405",921,"53,628,156",Africa
103,Sri Lanka,"1,028",+5,9,,584,435,1,48,0.4,"46,413","2,169","21,403,273",Asia
104,Latvia,"1,016",+4,21,,694,301,3,538,11,"92,751","49,117","1,888,351",Europe
105,Albania,964,+15,31,,758,175,1,335,11,"12,555","4,362","2,878,137",Europe
106,Lebanon,961,+7,26,,251,684,4,141,4,"65,363","9,572","6,828,703",Asia
107,Mali,931,+30,55,+2,543,333,,46,3,"3,483",173,"20,178,087",Africa
108,Cyprus,922,+4,17,,516,389,10,764,14,"90,718","75,199","1,206,368",Asia
109,Niger,920,+6,58,+3,738,124,,38,2,"5,909",245,"24,093,552",Africa
110,Costa Rica,897,+15,10,,582,305,5,176,2,"21,299","4,185","5,088,826",North America
111,Equatorial Guinea,890,+65,7,,22,861,,637,5,854,611,"1,397,127",Africa
112,Paraguay,833,+4,11,,242,580,,117,2,"21,542","3,025","7,122,422",South America
113,Zambia,832,+60,7,,197,628,1,45,0.4,"19,014","1,038","18,319,980",Africa
114,Venezuela,824,+206,10,,262,552,1,29,0.4,"616,562","21,676","28,444,595",South America
115,Burkina Faso,809,+13,52,+1,661,96,,39,2,,,"20,832,244",Africa
116,Andorra,762,+1,51,,639,72,3,"9,864",660,"3,750","48,543","77,251",Europe
117,Uruguay,746,+8,20,,588,138,4,215,6,"35,630","10,261","3,472,397",South America
118,Georgia,713,+6,12,,475,226,6,179,3,"40,711","10,203","3,989,993",Asia
119,Diamond Princess,712,,13,,651,48,4,,,,,,
120,Jordan,672,+23,9,,446,217,5,66,0.9,"148,482","14,569","10,191,568",Asia
121,San Marino,656,+1,41,,220,395,1,"19,338","1,209","3,700","109,071","33,923",Europe
122,Haiti,596,+63,22,+1,21,553,,52,2,"2,270",199,"11,386,485",North America
123,Malta,584,+15,6,,465,113,1,"1,323",14,"54,866","124,296","441,413",Europe
124,Sierra Leone,570,+36,34,+1,205,331,,72,4,,,"7,957,533",Africa
125,Chad,565,+20,57,+1,177,331,,35,3,,,"16,367,109",Africa
126,Channel Islands,558,+3,45,+1,492,21,,"3,213",259,"5,342","30,758","173,681",Europe
127,Jamaica,520,,9,,145,366,,176,3,"8,828","2,983","2,959,730",North America
128,Tanzania,509,,21,,183,305,7,9,0.4,,,"59,522,334",Africa
129,Réunion,447,+1,1,+1,411,35,2,500,1,"17,200","19,227","894,592",Africa
130,Taiwan,440,,7,,402,31,,18,0.3,"69,876","2,934","23,812,039",Asia
131,Nepal,427,+25,2,,45,380,1,15,0.07,"110,566","3,803","29,074,659",Asia
132,Congo,420,,15,,132,273,,76,3,,,"5,501,474",Africa
133,CAR,418,+52,,,18,400,,87,,"10,837","2,248","4,819,836",Africa
134,Palestine,398,+7,2,,346,50,,78,0.4,"44,876","8,822","5,087,001",Asia
135,Ethiopia,389,+24,5,,122,262,,3,0.04,"65,760",574,"114,615,025",Africa
136,Madagascar,371,+45,2,,131,238,,13,0.07,"5,670",205,"27,603,501",Africa
137,Cabo Verde,349,+14,3,,85,261,,628,5,892,"1,606","555,294",Africa
138,Togo,340,+2,12,,110,218,,41,1,"14,196","1,720","8,255,121",Africa
139,Isle of Man,336,+1,24,,302,10,4,"3,954",282,"4,262","50,151","84,983",Europe
140,Mauritius,332,,10,,322,0,,261,8,"95,666","75,237","1,271,536",Africa
141,Montenegro,324,,9,,312,3,2,516,14,"10,167","16,188","628,057",Europe
142,Vietnam,324,,,,263,61,2,3,,"275,000","2,828","97,239,013",Asia
143,Rwanda,314,+6,,,216,98,,24,,"53,317","4,129","12,912,915",Africa
144,South Sudan,290,,4,,4,282,,26,0.4,"3,356",300,"11,178,612",Africa
145,Uganda,264,+4,,,65,199,,6,,"77,456","1,700","45,558,511",Africa
146,Nicaragua,254,,17,,199,38,,38,3,,,"6,615,470",North America
147,Sao Tome and Principe,251,,8,,4,239,,"1,148",37,175,800,"218,675",Africa
148,Liberia,238,+5,23,,128,87,,47,5,,,"5,043,216",Africa
149,French Guiana,237,+19,1,,136,100,,796,3,,,"297,729",South America
150,Eswatini,217,+9,2,,97,118,,187,2,"4,160","3,590","1,158,790",Africa
151,Myanmar,199,+6,6,,108,85,,4,0.1,"15,838",291,"54,368,782",Asia
152,Martinique,192,,14,,91,87,,512,37,,,"375,297",North America
153,Faeroe Islands,187,,,,187,0,,"3,829",,"8,986","183,981","48,842",Europe
154,Yemen,184,+17,30,+2,5,149,,6,1,120,4,"29,746,579",Asia
155,Mozambique,156,+10,,,48,108,,5,,"6,769",217,"31,146,622",Africa
156,Guadeloupe,155,,13,,109,33,3,387,32,"2,866","7,163","400,117",North America
157,Gibraltar,149,+2,,,145,4,,"4,422",,"5,615","166,657","33,692",Europe
158,Mauritania,141,+10,4,,7,130,,30,0.9,"2,583",557,"4,634,593",Africa
159,Brunei,141,,1,,136,4,2,323,2,"17,718","40,545","437,001",Asia
160,Mongolia,140,,,,26,114,27,43,,"11,641","3,558","3,272,084",Asia
161,Benin,130,,2,,83,45,,11,0.2,"26,431","2,187","12,084,074",Africa
162,Guyana,125,,10,,47,68,3,159,13,"1,295","1,647","786,129",South America
163,Bermuda,125,,9,,80,36,2,"2,006",144,"5,719","91,793","62,303",North America
164,Cambodia,122,,,,122,0,,7,,"15,572",933,"16,692,053",Asia
165,Trinidad and Tobago,116,,8,,107,1,,83,6,"2,774","1,983","1,398,987",North America
166,Cayman Islands,111,,1,,55,55,,"1,691",15,"7,576","115,430","65,633",North America
167,Aruba,101,,3,,95,3,4,946,28,"2,048","19,191","106,716",North America
168,Bahamas,97,+1,11,,43,43,1,247,28,"1,826","4,648","392,816",North America
169,Monaco,97,,4,,90,3,1,"2,474",102,,,"39,211",Europe
170,Barbados,90,+2,7,,70,13,4,313,24,"4,322","15,042","287,336",North America
171,Liechtenstein,82,,1,,55,26,,"2,151",26,900,"23,612","38,116",Europe
172,Sint Maarten,77,,15,,54,8,7,"1,798",350,425,"9,925","42,820",North America
173,Malawi,71,+1,3,,27,41,1,4,0.2,"1,803",95,"19,069,143",Africa
174,Libya,69,+1,3,,35,31,,10,0.4,"3,633",530,"6,860,437",Africa
175,French Polynesia,60,,,,60,0,,214,,"3,686","13,130","280,726",Australia/Oceania
176,Syria,58,,3,,36,19,,3,0.2,,,"17,448,736",Asia
177,Angola,52,,3,,17,32,,2,0.09,"6,136",187,"32,737,396",Africa
178,Zimbabwe,48,+2,4,,18,26,,3,0.3,"28,019","1,888","14,837,674",Africa
179,Macao,45,,,,45,0,,69,,,,"648,306",Asia
180,Burundi,42,,1,,20,21,,4,0.08,284,24,"11,846,415",Africa
181,Saint Martin,40,+1,3,,33,4,1,"1,037",78,,,"38,588",North America
182,Eritrea,39,,,,39,0,,11,,,,"3,540,712",Africa
183,Comoros,34,+23,1,,8,25,,39,1,,,"867,370",Africa
184,Antigua and Barbuda,25,,3,,19,3,1,256,31,183,"1,870","97,837",North America
185,Botswana,25,,1,,17,7,,11,0.4,"14,283","6,088","2,345,938",Africa
186,Gambia,24,,1,,13,10,,10,0.4,"1,476",613,"2,408,228",Africa
187,Timor-Leste,24,,,,24,0,,18,,738,561,"1,315,452",Asia
188,Grenada,22,,,,17,5,4,196,,"3,007","26,737","112,465",North America
189,Bhutan,21,,,,5,16,,27,,"14,294","18,548","770,633",Asia
190,Laos,19,,,,14,5,,3,,"4,743",653,"7,263,242",Asia
191,Belize,18,,2,,16,0,,45,5,"1,363","3,435","396,771",North America
192,Fiji,18,,,,15,3,,20,,"1,300","1,451","895,713",Australia/Oceania
193,New Caledonia,18,,,,18,0,,63,,"5,454","19,124","285,185",Australia/Oceania
194,Saint Lucia,18,,,,18,0,,98,,786,"4,283","183,534",North America
195,St. Vincent Grenadines,18,+1,,,14,4,,162,,175,"1,578","110,901",North America
196,Curaçao,16,,1,,14,1,,98,6,485,"2,957","164,018",North America
197,Dominica,16,,,,16,0,,222,,433,"6,017","71,966",North America
198,Namibia,16,,,,14,2,,6,,"2,586","1,020","2,535,445",Africa
199,Saint Kitts and Nevis,15,,,,15,0,,282,,391,"7,356","53,157",North America
200,Falkland Islands,13,,,,13,0,,"3,750",,426,"122,873","3,467",South America
201,Turks and Caicos,12,,1,,10,1,,310,26,109,"2,820","38,656",North America
202,Vatican City,12,,,,2,10,,"14,981",,,,801,Europe
203,Montserrat,11,,1,,10,0,,"2,204",200,36,"7,212","4,992",North America
204,Suriname,11,,1,,9,1,,19,2,404,689,"586,035",South America
205,Greenland,11,,,,11,0,,194,,"1,767","31,132","56,759",North America
206,Seychelles,11,,,,11,0,,112,,,,"98,279",Africa
207,MS Zaandam,9,,2,,,7,,,,,,,
208,British Virgin Islands,8,,1,,6,1,,265,33,167,"5,528","30,208",North America
209,Papua New Guinea,8,,,,8,0,,0.9,,"2,402",269,"8,926,835",Australia/Oceania
210,Caribbean Netherlands,6,,,,6,0,,229,,357,"13,629","26,195",North America
211,St. Barth,6,,,,6,0,,608,,,,"9,874",North America
212,Western Sahara,6,,,,6,0,,10,,,,"595,543",Africa
213,Anguilla,3,,,,3,0,,200,,,,"14,988",North America
214,Lesotho,1,,,,,1,,0.5,,,,"2,140,328",Africa
215,Saint Pierre Miquelon,1,,,,1,0,,173,,,,"5,797",North America
NA,Total:,"863,458","+22,336","25,853",+353,"500,597","337,008","5,011",,,,,,Asia
NA,Total:,"1,762,801","+26,705","107,817","+1,875","465,993","1,188,991","18,978",,,,,,North America
NA,Total:,"1,830,667","+15,229","165,798","+1,224","812,487","852,382","10,927",,,,,,Europe
NA,Total:,"520,088","+32,431","26,625","+1,147","193,731","299,732","10,583",,,,,,South America
NA,Total:,"96,990","+3,762","3,010",+86,"39,428","54,552",287,,,,,,Africa
NA,Total:,"8,686",+11,121,,"7,992",573,10,,,,,,Australia/Oceania
NA,Total:,721,,15,,651,55,4,,,,,,
NA,Total:,"5,083,411","+100,474","329,239","+4,685","2,020,879","2,733,293","45,800",652.2,42.2,,,,All
