#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
14,Saudi Arabia,"297,315","+1,413","3,369",+31,"264,487","+1,528","29,459","1,766","8,524",97,"4,202,076","120,475","34,879,260",Asia,117,"10,353",8
15,Argentina,"289,100","+6,663","5,637",+110,"205,697","+6,692","77,766","1,716","6,389",125,"949,170","20,977","45,247,072",South America,157,"8,027",48
16,Pakistan,"288,047",+747,"6,162",+9,"265,624",+409,"16,261",768,"1,301",28,"2,253,131","10,177","221,401,496",Asia,769,"35,930",98
17,Bangladesh,"274,525","+2,644","3,625",+34,"157,635","+1,012","113,265",,"1,665",22,"1,341,648","8,137","164,891,717",Asia,601,"45,487",123
18,Italy,"253,438",+629,"35,392",+4,"203,640",+314,"14,406",55,"4,192",585,"7,520,610","124,410","60,450,390",Europe,239,"1,708",8
19,Turkey,"248,117","+1,256","5,955",+21,"229,972",+992,"12,190",668,"2,938",71,"5,659,286","67,013","84,450,635",Asia,340,"14,181",15
20,Germany,"224,478",+704,"9,290",+1,"202,900",+350,"12,288",224,"2,678",111,"8,586,648","102,444","83,817,831",Europe,373,"9,022",10
21,France,"215,521","+3,310","30,409",+4,"83,848",,"101,264",367,"3,301",466,"6,000,000","91,895","65,291,847",Europe,303,"2,147",11
22,Iraq,"172,583","+4,293","5,785",+76,"122,700","+2,571","44,098",590,"4,279",143,"1,263,650","31,334","40,328,274",Asia,234,"6,971",32
23,Philippines,"157,918","+4,351","2,600",+159,"72,209",+885,"83,109",461,"1,439",24,"2,003,875","18,257","109,758,588",Asia,695,"42,215",55
24,Indonesia,"137,468","+2,345","6,071",+50,"91,321","+1,703","40,076",,502,22,"1,862,801","6,802","273,879,444",Asia,"1,992","45,113",147
25,Canada,"121,889",+237,"9,024",+4,"108,218",+276,"4,647","2,296","3,226",239,"4,741,146","125,483","37,783,150",North America,310,"4,187",8
26,Qatar,"114,809",+277,192,+2,"111,505",+247,"3,112",69,"40,889",68,"546,285","194,559","2,807,805",Asia,24,"14,624",5
27,Kazakhstan,"102,287",+439,"1,269",,"80,716","+2,083","20,302",221,"5,440",67,"2,252,153","119,769","18,804,188",Asia,184,"14,818",8
28,Ecuador,"100,688","+1,279","6,065",+35,"79,354",+178,"15,269",352,"5,696",343,"284,704","16,107","17,675,416",South America,176,"2,914",62
29,Bolivia,"97,950","+1,491","3,939",+55,"34,723","+1,003","59,288",71,"8,377",337,"208,523","17,834","11,692,375",South America,119,"2,968",56
30,Egypt,"96,336",+116,"5,141",+17,"58,835",+977,"32,360",41,939,50,"135,000","1,316","102,564,059",Africa,"1,065","19,950",760
31,Israel,"92,233","+1,153",674,+9,"67,950",+985,"23,609",387,"10,028",73,"2,071,380","225,209","9,197,590",Asia,100,"13,646",4
32,Ukraine,"89,719","+1,847","2,044",+33,"47,430",+633,"40,245",138,"2,053",47,"1,273,821","29,150","43,699,431",Europe,487,"21,379",34
33,Dominican Republic,"85,545","+1,057","1,438",+29,"51,356","+1,817","32,751",303,"7,876",132,"317,643","29,245","10,861,321",North America,127,"7,553",34
34,Sweden,"84,294",,"5,783",,N/A,N/A,N/A,31,"8,340",572,"917,036","90,731","10,107,142",Europe,120,"1,748",11
35,Oman,"82,924",+181,562,+5,"77,550",+123,"4,812",158,"16,191",110,"309,212","60,374","5,121,650",Asia,62,"9,113",17
36,Panama,"80,665","+1,263","1,746",+12,"53,857",+971,"25,062",156,"18,660",404,"268,180","62,036","4,322,953",North America,54,"2,476",16
37,Belgium,"77,113",+922,"9,924",+8,"17,941",+28,"49,248",80,"6,650",856,"1,962,386","169,230","11,595,976",Europe,150,"1,168",6
38,Kuwait,"75,697",+512,498,+4,"67,519",+779,"7,680",115,"17,694",116,"555,937","129,946","4,278,212",Asia,57,"8,591",8
39,Belarus,"69,424",+116,607,+4,"66,747",+295,"2,070",,"7,347",64,"1,412,589","149,497","9,448,925",Europe,136,"15,567",7
40,Romania,"69,374","+1,328","2,954",+50,"32,334",+414,"34,086",473,"3,609",154,"1,502,042","78,146","19,220,885",Europe,277,"6,507",13
41,UAE,"64,102",+283,361,+2,"57,571",+98,"6,170",,"6,472",36,"5,929,093","598,595","9,905,017",Asia,155,"27,438",2
42,Netherlands,"62,495",+655,"6,169",+2,N/A,N/A,N/A,39,"3,646",360,"1,195,475","69,749","17,139,685",Europe,274,"2,778",14
43,Guatemala,"62,313",+885,"2,355",+14,"50,183",+828,"9,775",5,"3,470",131,"200,558","11,170","17,955,060",North America,288,"7,624",90
44,Poland,"56,090",+771,"1,869",+11,"38,853",+491,"15,368",84,"1,482",49,"2,307,735","60,985","37,841,286",Europe,675,"20,247",16
45,Singapore,"55,661",+81,27,,"51,521",+472,"4,113",,"9,505",5,"1,610,906","275,083","5,856,062",Asia,105,"216,891",4
46,Portugal,"53,981",+198,"1,775",+3,"39,585",+211,"12,621",37,"5,296",174,"1,799,226","176,518","10,192,865",Europe,189,"5,742",6
47,Japan,"53,577","+1,360","1,085",+12,"38,945","+1,466","13,547",229,424,9,"1,164,029","9,207","126,426,380",Asia,"2,360","116,522",109
48,Honduras,"49,467",+425,"1,548",+6,"7,128",+96,"40,791",37,"4,985",156,"121,168","12,210","9,923,580",North America,201,"6,411",82
49,Nigeria,"48,770",+325,974,+1,"36,290",+292,"11,506",7,236,5,"347,545","1,681","206,732,316",Africa,"4,239","212,251",595
50,Bahrain,"46,430",+378,170,+2,"42,806",+337,"3,454",35,"27,182",100,"962,334","563,384","1,708,132",Asia,37,"10,048",2
51,Ghana,"42,210",+363,231,+8,"40,147",+429,"1,832",5,"1,355",7,"424,315","13,622","31,149,465",Africa,738,"134,846",73
52,Kyrgyzstan,"41,645",+272,"1,493",+2,"33,951",+359,"6,201",24,"6,371",228,"267,718","40,953","6,537,128",Asia,157,"4,379",24
53,Armenia,"41,495",+196,817,+3,"34,484",+320,"6,194",,"14,000",276,"183,789","62,008","2,963,947",Asia,71,"3,628",16
54,Morocco,"41,017","+1,776",632,+21,"28,566",+922,"11,819",31,"1,110",17,"1,583,234","42,832","36,964,114",Africa,901,"58,488",23
55,Algeria,"38,133",+469,"1,360",+9,"26,644",+336,"10,129",44,868,31,,,"43,945,575",Africa,"1,152","32,313",
56,Switzerland,"37,924",+253,"1,991",,"33,200",+300,"2,733",26,"4,378",230,"876,065","101,133","8,662,507",Europe,228,"4,351",10
57,Afghanistan,"37,551",+120,"1,370",+7,"27,166",+452,"9,015",31,962,35,"98,304","2,519","39,031,058",Asia,"1,039","28,490",397
58,Uzbekistan,"34,528",+707,225,+5,"29,328","+1,503","4,975",410,"1,030",7,"1,377,915","41,097","33,527,959",Asia,971,"149,013",24
59,Azerbaijan,"34,107",+89,506,+2,"31,697",+207,"1,904",,"3,360",50,"826,043","81,380","10,150,488",Asia,298,"20,060",12
60,Venezuela,"32,607","+1,226",276,+10,"21,747",+167,"10,584",85,"1,147",10,"1,640,528","57,713","28,425,527",South America,872,"102,991",17
61,Moldova,"29,905",+422,895,+11,"20,908",+352,"8,102",362,"7,416",222,"128,076","31,759","4,032,753",Europe,135,"4,506",31
62,Kenya,"29,849",+515,472,+7,"15,970",+672,"13,407",44,554,9,"387,670","7,191","53,910,353",Africa,"1,806","114,217",139
63,Serbia,"29,471",+238,670,+5,"26,440",,"2,361",75,"3,375",77,"798,009","91,381","8,732,803",Europe,296,"13,034",11
64,Ethiopia,"28,894","+1,652",509,+17,"12,037",+377,"16,348",195,251,4,"589,694","5,115","115,293,972",Africa,"3,990","226,511",196
65,Costa Rica,"27,737",+806,291,+10,"9,010",+225,"18,436",104,"5,439",57,"117,914","23,121","5,099,873",North America,184,"17,525",43
66,Ireland,"27,191",+196,"1,774",,"23,364",,"2,053",8,"5,499",359,"709,689","143,529","4,944,556",Europe,182,"2,787",7
67,Nepal,"26,019",+468,102,+3,"17,201",+124,"8,716",,891,3,"818,462","28,030","29,199,389",Asia,"1,122","286,269",36
68,Austria,"23,179",+303,728,+3,"20,627",+128,"1,824",21,"2,572",81,"1,009,354","111,991","9,012,838",Europe,389,"12,380",9
69,Australia,"23,035",+292,379,+4,"13,634",+284,"9,022",47,902,15,"5,237,936","205,119","25,536,137",Australia/Oceania,"1,109","67,378",5
70,El Salvador,"22,619",+305,603,+8,"10,618",+163,"11,398",443,"3,485",93,"275,993","42,524","6,490,317",North America,287,"10,763",24
71,Czechia,"19,891",+198,395,+1,"13,763",+32,"5,733",24,"1,857",37,"791,082","73,853","10,711,506",Europe,539,"27,118",14
72,Cameroon,"18,469",,401,,"16,540","+1,220","1,528",30,694,15,"149,000","5,597","26,622,486",Africa,"1,441","66,390",179
73,Ivory Coast,"16,993",+58,108,,"13,759",+38,"3,126",,642,4,"112,931","4,269","26,454,060",Africa,"1,557","244,945",234
74,Palestine,"16,153",+319,108,+2,"9,388",+6,"6,657",,"3,158",21,"214,862","42,004","5,115,264",Asia,317,"47,364",24
75,Bosnia and Herzegovina,"15,801",+266,471,+2,"9,619",+275,"5,711",,"4,820",144,"161,008","49,115","3,278,151",Europe,207,"6,960",20
76,Denmark,"15,483",+104,621,,"13,275",+59,"1,587",1,"2,672",107,"1,903,899","328,554","5,794,779",Europe,374,"9,331",3
77,S. Korea,"15,039",+166,305,,"13,901",+38,833,14,293,6,"1,675,296","32,673","51,274,814",Asia,"3,409","168,114",31
78,Bulgaria,"14,333",+90,495,+3,"9,161",+47,"4,677",55,"2,065",71,"333,530","48,048","6,941,575",Europe,484,"14,023",21
79,Madagascar,"13,724",+81,166,+2,"12,232",+221,"1,326",94,494,6,"51,559","1,856","27,773,270",Africa,"2,024","167,309",539
80,North Macedonia,"12,653",+138,539,+4,"9,123",+93,"2,991",4,"6,073",259,"125,128","60,061","2,083,363",Europe,165,"3,865",17
81,Sudan,"12,211",+49,796,+3,"6,340",+15,"5,075",,278,18,401,9,"43,968,778",Africa,"3,601","55,237","109,648"
82,Senegal,"12,032",+160,251,+2,"7,637",+22,"4,144",57,716,15,"129,392","7,704","16,794,764",Africa,"1,396","66,911",130
83,Norway,"9,965",+57,261,,"8,857",,847,2,"1,836",48,"530,446","97,751","5,426,512",Europe,545,"20,791",10
84,DRC,"9,638",+33,239,+1,"8,597",+85,802,,107,3,,,"89,869,440",Africa,"9,324","376,023",
85,Paraguay,"9,381",+359,127,+19,"5,841",+184,"3,413",40,"1,313",18,"151,427","21,199","7,143,245",South America,761,"56,246",47
86,Zambia,"9,186",+165,260,+4,"8,065",+479,861,,498,14,"98,766","5,355","18,442,838",Africa,"2,008","70,934",187
87,Malaysia,"9,175",+26,125,,"8,831",+3,219,6,283,4,"1,106,217","34,125","32,416,569",Asia,"3,533","259,333",29
88,French Guiana,"8,588",+39,53,,"7,893",+52,642,15,"28,667",177,"46,077","153,807","299,576",South America,35,"5,652",7
89,Lebanon,"8,442",+397,97,+3,"2,650",+99,"5,695",52,"1,238",14,"408,909","59,944","6,821,472",Asia,808,"70,324",17
90,Guinea,"8,343",+83,50,,"7,210",+33,"1,083",24,633,4,"14,407","1,094","13,173,696",Africa,"1,579","263,474",914
91,Gabon,"8,225",,51,,"6,277",,"1,897",1,"3,685",23,"100,298","44,939","2,231,858",Africa,271,"43,762",22
92,Tajikistan,"8,029",+40,64,+1,"6,815",+38,"1,150",,840,7,,,"9,562,749",Asia,"1,191","149,418",
93,Haiti,"7,831",+21,196,+4,"5,235",+112,"2,400",,686,17,"18,933","1,658","11,419,521",North America,"1,458","58,263",603
94,Libya,"7,738",+411,145,+6,894,+46,"6,699",,"1,124",21,"75,827","11,017","6,882,651",Africa,889,"47,467",91
95,Finland,"7,720",+20,333,,"7,050",,337,,"1,393",60,"460,908","83,169","5,541,815",Europe,718,"16,642",12
96,Luxembourg,"7,439",+34,123,+1,"6,500",,816,3,"11,861",196,"682,119","1,087,557","627,203",Europe,84,"5,099",1
97,Albania,"7,260",+143,225,+6,"3,746",+51,"3,289",16,"2,523",78,"45,402","15,779","2,877,393",Europe,396,"12,788",63
98,Greece,"6,858",+226,226,+3,"3,804",,"2,828",23,658,22,"715,503","68,690","10,416,427",Europe,"1,519","46,090",15
99,Mauritania,"6,693",+17,157,,"5,928",+39,608,3,"1,435",34,"58,147","12,468","4,663,743",Africa,697,"29,705",80
100,Croatia,"6,420",+162,165,+2,"5,193",+59,"1,062",10,"1,565",40,"136,280","33,223","4,101,957",Europe,639,"24,860",30
101,Maldives,"5,679",+107,22,,"3,208",+198,"2,449",12,"10,484",41,"94,865","175,130","541,683",Asia,95,"24,622",6
102,Djibouti,"5,367",,59,,"5,181",,127,,"5,423",60,"62,731","63,381","989,740",Africa,184,"16,775",16
103,Zimbabwe,"5,176",+104,130,+2,"2,047",+49,"2,999",,348,9,"149,748","10,058","14,889,126",Africa,"2,877","114,532",99
104,Malawi,"5,026",+38,157,+1,"2,623",+47,"2,246",4,262,8,"38,798","2,022","19,187,034",Africa,"3,818","122,210",495
105,Hungary,"4,877",+24,607,,"3,606",+16,664,8,505,63,"375,685","38,902","9,657,184",Europe,"1,980","15,910",26
106,Equatorial Guinea,"4,821",,83,,"2,182",,"2,556",,"3,424",59,"44,356","31,500","1,408,141",Africa,292,"16,966",32
107,CAR,"4,652",,61,,"1,728",,"2,863",2,961,13,"29,930","6,184","4,839,820",Africa,"1,040","79,341",162
108,Hong Kong,"4,407",+46,68,+1,"3,488",+96,851,27,587,9,"780,415","103,992","7,504,535",Asia,"1,703","110,361",10
109,Nicaragua,"4,115",,128,,"2,913",,"1,074",,620,19,,,"6,634,200",North America,"1,612","51,830",
110,Montenegro,"3,960",+30,75,+2,"2,830",+78,"1,055",,"6,305",119,"41,951","66,793","628,076",Europe,159,"8,374",15
111,Namibia,"3,907",+181,35,+4,"2,352","+1,504","1,520",14,"1,534",14,"40,397","15,864","2,546,397",Africa,652,"72,754",63
112,Eswatini,"3,745",+75,69,+1,"2,268",+277,"1,408",10,"3,224",59,"28,380","24,431","1,161,643",Africa,310,"16,835",41
113,Congo,"3,745",,60,,"1,625",,"2,060",,677,11,,,"5,533,856",Africa,"1,478","92,231",
114,Thailand,"3,376",,58,,"3,193",+20,125,1,48,0.8,"749,213","10,730","69,822,189",Asia,"20,682","1,203,831",93
115,Cuba,"3,292",+63,88,,"2,568",+21,636,3,291,8,"324,043","28,611","11,325,729",North America,"3,440","128,701",35
116,Somalia,"3,250",,93,,"2,268",,889,2,204,6,,,"15,943,958",Africa,"4,906","171,440",
117,Cabo Verde,"3,163",+27,34,+1,"2,302",+48,827,,"5,681",61,"61,633","110,706","556,729",Africa,176,"16,374",9
118,Mayotte,"3,119",,39,,"2,940",,140,1,"11,401",143,"13,000","47,518","273,581",Africa,88,"7,015",21
119,Suriname,"2,961",+123,42,+1,"1,990",+96,929,15,"5,042",72,"4,449","7,576","587,283",South America,198,"13,983",132
120,Sri Lanka,"2,890",+4,11,,"2,666",+8,213,1,135,0.5,"166,737","7,783","21,424,565",Asia,"7,413","1,947,688",128
121,Slovakia,"2,855",+54,31,,"1,969",+25,855,6,523,6,"292,825","53,631","5,459,980",Europe,"1,912","176,128",19
122,Mozambique,"2,791",+83,19,,"1,136",+61,"1,636",,89,0.6,"76,614","2,443","31,355,578",Africa,"11,235","1,650,294",409
123,Mali,"2,614",+17,125,,"1,986",+7,503,,129,6,"30,772","1,515","20,317,302",Africa,"7,772","162,538",660
124,South Sudan,"2,488",+6,47,,"1,175",,"1,266",,222,4,"12,044","1,074","11,209,798",Africa,"4,506","238,506",931
125,Slovenia,"2,401",+32,129,,"2,042",+15,230,3,"1,155",62,"142,913","68,742","2,078,975",Europe,866,"16,116",15
126,Lithuania,"2,386",+34,81,,"1,704",+13,601,6,878,30,"576,248","212,075","2,717,194",Europe,"1,139","33,546",5
127,Rwanda,"2,352",+59,8,,"1,631",+27,713,,181,0.6,"329,474","25,365","12,989,465",Africa,"5,523","1,623,683",39
128,Estonia,"2,184",+7,63,,"1,976",,145,,"1,646",47,"133,506","100,634","1,326,649",Europe,607,"21,058",10
129,Guinea-Bissau,"2,117",+29,33,+4,"1,015",,"1,069",5,"1,073",17,"1,500",760,"1,973,424",Africa,932,"59,801","1,316"
130,Benin,"2,063",+49,39,+1,"1,690",+9,334,,170,3,"107,057","8,804","12,159,811",Africa,"5,894","311,790",114
131,Tunisia,"2,023",+120,54,+1,"1,327",+7,642,9,171,5,"111,517","9,424","11,833,840",Africa,"5,850","219,145",106
132,Iceland,"1,999",+16,10,,"1,870",+9,119,1,"5,853",29,"177,586","519,987","341,520",Europe,171,"34,152",2
133,Sierra Leone,"1,954",+7,69,,"1,505",+3,380,,244,9,,,"7,996,165",Africa,"4,092","115,886",
134,Angola,"1,879",+27,86,,628,+44,"1,165",20,57,3,"64,747","1,963","32,981,559",Africa,"17,553","383,507",509
135,Yemen,"1,858",,528,,"1,013",+4,317,,62,18,120,4,"29,903,087",Asia,"16,094","56,635","249,192"
136,Gambia,"1,689",+66,54,+4,347,+43,"1,288",,697,22,"6,312","2,603","2,424,430",Africa,"1,435","44,897",384
137,New Zealand,"1,609",+7,22,,"1,531",,56,1,322,4,"548,260","109,606","5,002,100",Australia/Oceania,"3,109","227,368",9
138,Syria,"1,593",+78,60,+2,408,+5,"1,125",,91,3,,,"17,550,085",Asia,"11,017","292,501",
139,Uruguay,"1,434",+13,38,,"1,194",+12,202,4,413,11,"144,228","41,501","3,475,251",South America,"2,423","91,454",24
140,Uganda,"1,434",+49,13,+1,"1,142",,279,,31,0.3,"312,792","6,814","45,903,545",Africa,"32,011","3,531,042",147
141,Malta,"1,348",+72,9,,782,+20,557,3,"3,052",20,"154,522","349,841","441,692",Europe,328,"49,077",3
142,Jordan,"1,339",+10,11,,"1,229",,99,3,131,1,"686,351","67,186","10,215,627",Asia,"7,629","928,693",15
143,Cyprus,"1,332",+14,20,,870,,442,5,"1,102",17,"239,630","198,295","1,208,454",Asia,907,"60,423",5
144,Georgia,"1,321",+15,17,,"1,088",+3,216,,331,4,"283,789","71,158","3,988,180",Asia,"3,019","234,599",14
145,Latvia,"1,315",+7,32,,"1,078",,205,,698,17,"224,412","119,151","1,883,427",Europe,"1,432","58,857",8
146,Liberia,"1,257",+5,82,,788,+50,387,,248,16,,,"5,071,549",Africa,"4,035","61,848",
147,Bahamas,"1,252",+133,17,,160,+22,"1,075",1,"3,180",43,"7,533","19,133","393,708",North America,314,"23,159",52
148,Burkina Faso,"1,240",+2,54,,"1,006",+1,180,,59,3,,,"20,968,999",Africa,"16,910","388,315",
149,Botswana,"1,214",,3,,120,,"1,091",1,515,1,"87,280","37,026","2,357,245",Africa,"1,942","785,748",27
150,Niger,"1,165",+4,69,,"1,077",+2,19,,48,3,"9,052",372,"24,303,111",Africa,"20,861","352,219","2,685"
151,Togo,"1,130",+6,27,+1,836,+30,267,2,136,3,"52,286","6,298","8,301,366",Africa,"7,346","307,458",159
152,Jamaica,"1,082",+11,14,,761,+7,307,1,365,5,"45,720","15,431","2,962,795",North America,"2,738","211,628",65
153,Aruba,"1,048",+75,4,,193,+79,851,,"9,811",37,"14,047","131,498","106,823",North America,102,"26,706",8
154,Andorra,989,,53,,863,,73,1,"12,797",686,"3,750","48,524","77,281",Europe,78,"1,458",21
155,Chad,952,+1,76,,864,+2,12,,58,5,,,"16,479,603",Africa,"17,311","216,837",
156,Vietnam,951,+21,23,+1,447,+10,481,,10,0.2,"621,823","6,381","97,446,985",Asia,"102,468","4,236,825",157
157,Lesotho,903,+19,25,,271,,607,,421,12,"11,097","5,175","2,144,360",Africa,"2,375","85,774",193
158,Sao Tome and Principe,885,,15,,815,+6,55,,"4,029",68,"3,261","14,847","219,644",Africa,248,"14,643",67
159,Réunion,816,+40,5,,657,,154,4,911,6,"35,419","39,525","896,108",Africa,"1,098","179,222",25
160,Diamond Princess,712,,13,,651,,48,4,,,,,,,,,
161,San Marino,699,,42,,657,,0,,"20,595","1,237","6,068","178,786","33,940",Europe,49,808,6
162,Guyana,674,+25,22,,310,+4,342,7,856,28,"5,933","7,538","787,029",South America,"1,168","35,774",133
163,Channel Islands,607,,47,,545,,15,,"3,487",270,"52,055","299,062","174,061",Europe,287,"3,703",3
164,Tanzania,509,,21,,183,,305,7,8,0.4,,,"59,928,389",Africa,"117,738","2,853,733",
165,Trinidad and Tobago,497,+71,10,,139,,348,3,355,7,"13,398","9,570","1,400,061",North America,"2,817","140,006",104
166,Taiwan,482,+1,7,,450,,25,,20,0.3,"84,446","3,545","23,822,255",Asia,"49,424","3,403,179",282
167,Guadeloupe,446,,14,,289,,143,2,"1,115",35,"22,696","56,721","400,133",North America,897,"28,581",18
168,Burundi,412,,1,,315,,96,,35,0.08,"17,306","1,451","11,930,962",Africa,"28,959","11,930,962",689
169,Comoros,403,,7,,379,,17,,462,8,,,"871,783",Africa,"2,163","124,540",
170,Belize,388,+32,3,+1,35,+3,350,3,974,8,"4,860","12,196","398,489",North America,"1,027","132,830",82
171,Myanmar,374,,6,,324,+2,44,,7,0.1,"134,035","2,461","54,455,344",Asia,"145,603","9,075,891",406
172,Faeroe Islands,370,+5,,,225,,145,,"7,569",,"68,620","1,403,674","48,886",Europe,132,,1
173,Mauritius,346,+1,10,,334,,2,,272,8,"205,285","161,383","1,272,036",Africa,"3,676","127,204",6
174,Isle of Man,336,,24,,312,,0,,"3,949",282,"9,066","106,547","85,089",Europe,253,"3,545",9
175,Martinique,336,,16,,98,,222,2,895,43,"12,227","32,586","375,228",North America,"1,117","23,452",31
176,Mongolia,298,+1,,,272,+3,26,1,91,,"43,158","13,139","3,284,643",Asia,"11,022",,76
177,Eritrea,285,,,,248,,37,,80,,,,"3,552,382",Africa,"12,464",,
178,Turks and Caicos,274,+16,2,,54,+2,218,3,"7,065",52,"1,672","43,114","38,781",North America,142,"19,391",23
179,Cambodia,273,,,,229,+4,44,1,16,,"78,631","4,695","16,747,066",Asia,"61,345",,213
180,Papua New Guinea,271,,3,,78,,190,,30,0.3,"11,920","1,329","8,967,183",Australia/Oceania,"33,089","2,989,061",752
181,Sint Maarten,269,+6,17,,102,,150,3,"6,265",396,"1,672","38,942","42,936",North America,160,"2,526",26
182,Gibraltar,209,+3,,,190,+2,19,,"6,204",,"27,046","802,790","33,690",Europe,161,,1
183,Cayman Islands,203,,1,,202,,0,,"3,084",15,"32,468","493,307","65,817",North America,324,"65,817",2
184,French Polynesia,166,,,,64,,102,1,591,,"6,525","23,211","281,111",Australia/Oceania,"1,693",,43
185,Bermuda,162,+3,9,,147,+2,6,,"2,602",145,"32,415","520,740","62,248",North America,384,"6,916",2
186,Barbados,150,+2,7,,121,+2,22,,522,24,"14,217","49,464","287,420",North America,"1,916","41,060",20
187,Monaco,146,,4,,114,,28,4,"3,717",102,"38,209","972,809","39,277",Europe,269,"9,819",1
188,Brunei,142,,3,,138,,1,,324,7,"43,312","98,887","437,996",Asia,"3,084","145,999",10
189,Bhutan,133,+2,,,102,+2,31,,172,,"56,340","72,918","772,651",Asia,"5,809",,14
190,Seychelles,127,,,,126,,1,,"1,290",,,,"98,423",Africa,775,,
191,Saint Martin,109,,4,,49,,56,1,"2,813",103,"2,321","59,905","38,745",North America,355,"9,686",17
192,Antigua and Barbuda,93,,3,,83,,7,1,949,31,"1,780","18,158","98,030",North America,"1,054","32,677",55
193,Liechtenstein,91,,1,,87,,3,,"2,386",26,900,"23,596","38,142",Europe,419,"38,142",42
194,St. Vincent Grenadines,57,,,,55,,2,,514,,"2,649","23,868","110,985",North America,"1,947",,42
195,Macao,46,,,,46,,0,,71,,"4,071","6,259","650,411",Asia,"14,139",,160
196,Curaçao,33,+1,1,,31,+1,1,,201,6,"1,080","6,578","164,178",North America,"4,975","164,178",152
197,Fiji,28,,1,,20,,7,,31,1,"6,693","7,459","897,254",Australia/Oceania,"32,045","897,254",134
198,Saint Lucia,25,,,,25,,0,,136,,"4,465","24,302","183,733",North America,"7,349",,41
199,Timor-Leste,25,,,,24,,1,,19,,"4,238","3,207","1,321,431",Asia,"52,857",,312
200,Grenada,24,,,,23,,1,,213,,"6,252","55,529","112,589",North America,"4,691",,18
201,New Caledonia,23,,,,22,,1,,80,,"11,265","39,411","285,837",Australia/Oceania,"12,428",,25
202,Laos,22,,,,19,,3,,3,,"33,538","4,602","7,288,348",Asia,"331,289",,217
203,Dominica,18,,,,18,,0,,250,,"1,005","13,957","72,009",North America,"4,001",,72
204,Saint Kitts and Nevis,17,,,,17,,0,,319,,"1,312","24,640","53,246",North America,"3,132",,41
