#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
46,Poland,"42,622",+584,"1,664",+9,"32,419",+422,"8,539",61,"1,126",44,"2,068,983","54,672","37,843,655",Europe,888,"22,743",18
47,Nigeria,"39,977",+438,856,+11,"16,948",+389,"22,173",7,194,4,"259,516","1,257","206,438,279",Africa,"5,164","241,166",795
48,Bahrain,"38,747",+289,137,+1,"35,205",+379,"3,405",51,"22,729",80,"780,081","457,601","1,704,719",Asia,44,"12,443",2
49,Honduras,"37,559",+657,"1,061",+50,"4,607",+159,"31,891",51,"3,788",107,"93,526","9,433","9,914,535",North America,264,"9,345",106
50,Armenia,"36,996",+383,700,+8,"26,243",+509,"10,053",10,"12,483",236,"155,664","52,525","2,963,630",Asia,80,"4,234",19
51,Afghanistan,"36,036",+55,"1,248",+23,"24,793",+191,"9,995",31,924,32,"86,166","2,210","38,980,632",Asia,"1,082","31,234",452
52,Switzerland,"34,302",+148,"1,977",,"30,500",,"1,825",20,"3,961",228,"758,836","87,637","8,658,880",Europe,252,"4,380",11
53,Kyrgyzstan,"32,124",+877,"1,249",+38,"19,203","+1,165","11,672",24,"4,919",191,"267,718","40,992","6,530,946",Asia,203,"5,229",24
54,Ghana,"31,851",+794,161,,"28,438",+637,"3,252",8,"1,024",5,"369,180","11,866","31,112,174",Africa,977,"193,243",84
55,Azerbaijan,"29,633",+321,408,+8,"22,082",+535,"7,143",66,"2,921",40,"667,819","65,826","10,145,250",Asia,342,"24,866",15
56,Japan,"28,786",+830,993,+1,"21,567",+239,"6,226",64,228,8,"704,400","5,571","126,448,497",Asia,"4,393","127,340",180
57,Algeria,"26,764",+605,"1,146",+10,"18,076",+707,"7,542",66,610,26,,,"43,900,083",Africa,"1,640","38,307",
58,Ireland,"25,869",+24,"1,764",+1,"23,364",,741,5,"5,235",357,"600,342","121,492","4,941,393",Europe,191,"2,801",8
59,Serbia,"23,263",+411,526,+8,"14,047",,"8,690",170,"2,663",60,"611,333","69,988","8,734,813",Europe,375,"16,606",14
60,Moldova,"22,828",+345,732,+6,"15,608",+201,"6,488",362,"5,660",181,"128,076","31,755","4,033,289",Europe,177,"5,510",31
61,Austria,"20,338",+124,712,+1,"18,124",+82,"1,502",16,"2,257",79,"840,890","93,330","9,009,896",Europe,443,"12,654",11
62,Uzbekistan,"19,952",+592,111,+5,"10,831",+359,"9,010",138,596,3,"1,377,915","41,132","33,500,117",Asia,"1,679","301,803",24
63,Morocco,"19,645",+811,305,+6,"16,282",+182,"3,058",31,532,8,"1,126,213","30,488","36,939,019",Africa,"1,880","121,112",33
64,Nepal,"18,483",+109,45,+1,"13,053",+106,"5,385",,634,2,"647,484","22,197","29,169,282",Asia,"1,578","648,206",45
65,Cameroon,"16,708",,385,,"14,539",,"1,784",30,628,14,"145,000","5,454","26,584,456",Africa,"1,591","69,051",183
66,Kenya,"16,643",+375,278,+4,"7,574",+128,"8,791",44,309,5,"261,027","4,848","53,842,237",Africa,"3,235","193,677",206
67,Ivory Coast,"15,494",+241,94,,"9,880",+381,"5,520",,587,4,"93,659","3,545","26,416,469",Africa,"1,705","281,026",282
68,Czechia,"15,212",+131,369,,"9,590",+168,"5,253",22,"1,420",34,"656,888","61,332","10,710,370",Europe,704,"29,025",16
69,Venezuela,"14,929",+666,138,+4,"8,795",+668,"5,996",20,525,5,"1,491,737","52,470","28,430,130",South America,"1,904","206,015",19
70,Costa Rica,"14,600",+931,98,+11,"3,640",+135,"10,862",51,"2,864",19,"74,375","14,591","5,097,206",North America,349,"52,012",69
71,El Salvador,"14,221",+429,390,+11,"7,549",+134,"6,282",486,"2,192",60,"221,820","34,187","6,488,443",North America,456,"16,637",29
72,S. Korea,"14,092",+113,298,,"12,866",+49,928,15,275,6,"1,518,634","29,619","51,272,290",Asia,"3,638","172,055",34
73,Australia,"13,950",+355,145,+6,"9,017",+88,"4,788",46,547,6,"3,854,223","151,032","25,519,167",Australia/Oceania,"1,829","175,994",7
74,Denmark,"13,438",,613,,"12,340",,485,3,"2,319",106,"1,411,757","243,675","5,793,612",Europe,431,"9,451",4
75,Ethiopia,"13,248",+555,209,+9,"5,966",+181,"7,073",66,115,2,"372,812","3,238","115,130,088",Africa,"8,690","550,862",309
76,Sudan,"11,385",+83,717,+2,"5,890",+35,"4,778",,259,16,401,9,"43,909,879",Africa,"3,857","61,241","109,501"
77,Bulgaria,"10,312",+189,338,+1,"5,306",+54,"4,668",33,"1,485",49,"235,792","33,953","6,944,559",Europe,673,"20,546",29
78,Palestine,"10,306",+213,75,+5,"3,282",+562,"6,949",,"2,017",15,"155,355","30,411","5,108,442",Asia,496,"68,113",33
79,North Macedonia,"9,934",+137,460,+9,"5,357",+103,"4,117",55,"4,768",221,"94,092","45,163","2,083,368",Europe,210,"4,529",22
80,Bosnia and Herzegovina,"9,767",,280,,"4,555",,"4,932",,"2,978",85,"128,933","39,317","3,279,315",Europe,336,"11,712",25
81,Senegal,"9,552",+130,187,+5,"6,364",+73,"3,001",49,570,11,"101,678","6,063","16,769,360",Africa,"1,756","89,676",165
82,Norway,"9,111",+19,255,,"8,674",,182,1,"1,680",47,"420,528","77,530","5,424,083",Europe,595,"21,271",13
83,Malaysia,"8,884",+23,123,,"8,594",+17,167,5,274,4,"925,188","28,562","32,392,776",Asia,"3,646","263,356",35
84,Madagascar,"8,866",+125,78,+2,"5,579",+57,"3,209",82,320,3,"37,145","1,339","27,732,292",Africa,"3,128","355,542",747
85,DRC,"8,801",+34,204,+3,"5,305",+196,"3,292",,98,2,,,"89,712,507",Africa,"10,193","439,767",
86,Finland,"7,388",+8,329,,"6,920",,139,,"1,333",59,"330,561","59,654","5,541,323",Europe,750,"16,843",17
87,French Guiana,"7,332",+81,41,,"5,767",+245,"1,524",25,"24,511",137,"36,205","121,034","299,130",South America,41,"7,296",8
88,Haiti,"7,260",+63,156,+2,"4,236",,"2,868",,636,14,"16,649","1,459","11,411,547",North America,"1,572","73,151",685
89,Tajikistan,"7,150",+46,59,+1,"5,906",+55,"1,185",,749,6,,,"9,550,428",Asia,"1,336","161,872",
90,Gabon,"6,984",,49,,"4,463",,"2,472",11,"3,133",22,"67,767","30,405","2,228,837",Africa,319,"45,486",33
91,Guinea,"6,927",+60,42,,"6,098",+35,787,24,527,3,"14,407","1,095","13,153,183",Africa,"1,899","313,171",913
92,Luxembourg,"6,189",+133,112,,"4,647",,"1,430",3,"9,877",179,"394,582","629,701","626,618",Europe,101,"5,595",2
93,Mauritania,"6,151",+35,156,,"4,299",+93,"1,696",3,"1,321",34,"57,253","12,295","4,656,707",Africa,757,"29,851",81
94,Djibouti,"5,039",,58,,"4,949",,32,,"5,095",59,"55,726","56,351","988,915",Africa,196,"17,050",18
95,Croatia,"4,792",+77,133,+5,"3,778",+223,881,9,"1,168",32,"110,514","26,932","4,103,402",Europe,856,"30,853",37
96,Albania,"4,637",+67,134,+6,"2,637",+29,"1,866",17,"1,611",47,"33,669","11,700","2,877,573",Europe,621,"21,474",85
97,CAR,"4,598",+5,59,,"1,506",+23,"3,033",2,951,12,"29,202","6,040","4,834,996",Africa,"1,052","81,949",166
98,Hungary,"4,424",+26,596,,"3,324",+12,504,4,458,62,"319,854","33,116","9,658,585",Europe,"2,183","16,206",30
99,Zambia,"4,328",+472,139,+3,"1,953",+276,"2,236",18,235,8,"76,072","4,131","18,413,183",Africa,"4,254","132,469",242
100,Paraguay,"4,328",+104,40,+2,"2,679",+83,"1,609",12,606,6,"115,906","16,237","7,138,218",South America,"1,649","178,455",62
101,Greece,"4,166",+31,201,,"1,374",,"2,591",10,400,19,"440,156","42,244","10,419,334",Europe,"2,501","51,837",24
102,Lebanon,"3,582",+175,47,+1,"1,671",+5,"1,864",31,525,7,"254,024","37,229","6,823,217",Asia,"1,905","145,175",27
103,Malawi,"3,557",+104,94,+7,"1,585",+212,"1,878",4,186,5,"26,602","1,389","19,158,578",Africa,"5,386","203,815",720
104,Nicaragua,"3,439",,108,,"2,492",,839,,519,16,,,"6,629,679",North America,"1,928","61,386",
105,Thailand,"3,282",+3,58,,"3,109",+2,115,1,47,0.8,"685,316","9,817","69,812,168",Asia,"21,271","1,203,658",102
106,Maldives,"3,252",+77,15,,"2,498",,739,12,"6,010",28,"70,845","130,919","541,136",Asia,166,"36,076",8
107,Somalia,"3,178",+7,93,,"1,521",+22,"1,564",2,200,6,,,"15,918,419",Africa,"5,009","171,166",
108,Equatorial Guinea,"3,071",,51,,842,,"2,178",,"2,185",36,"16,000","11,384","1,405,482",Africa,458,"27,558",88
109,Congo,"3,038",,51,,756,,"2,231",,550,9,,,"5,526,039",Africa,"1,819","108,354",
110,Mayotte,"2,862",,38,,"2,650",,174,3,"10,476",139,"13,000","47,584","273,202",Africa,95,"7,190",21
111,Sri Lanka,"2,770",+6,11,,"2,103",+9,656,1,129,0.5,"143,673","6,708","21,419,425",Asia,"7,733","1,947,220",149
112,Montenegro,"2,747",+82,43,,664,+21,"2,040",7,"4,374",68,"32,527","51,789","628,072",Europe,229,"14,606",19
113,Libya,"2,547",+123,58,+1,510,+6,"1,979",,370,8,"47,038","6,840","6,877,289",Africa,"2,700","118,574",146
114,Hong Kong,"2,506",+133,18,+2,"1,455",+48,"1,033",37,334,2,"524,969","69,986","7,501,050",Asia,"2,993","416,725",14
115,Mali,"2,503",,123,,"1,907",+6,473,,123,6,"21,143","1,042","20,283,699",Africa,"8,104","164,908",959
116,Cuba,"2,478",+9,87,,"2,345",+4,46,1,219,8,"244,020","21,545","11,326,125",North America,"4,571","130,185",46
117,Zimbabwe,"2,434",+138,34,+2,518,+4,"1,882",,164,2,"118,276","7,950","14,876,706",Africa,"6,112","437,550",126
118,South Sudan,"2,258",,45,,"1,175",,"1,038",,202,4,"12,044","1,075","11,202,270",Africa,"4,961","248,939",930
119,Cabo Verde,"2,258",+38,22,,"1,363",+147,873,,"4,058",40,"41,634","74,830","556,383",Africa,246,"25,290",13
120,Eswatini,"2,142",+69,28,,940,+11,"1,174",5,"1,845",24,"20,784","17,903","1,160,954",Africa,542,"41,463",56
121,Slovakia,"2,141",+23,28,,"1,577",,536,2,392,5,"252,708","46,285","5,459,829",Europe,"2,550","194,994",22
122,Slovenia,"2,066",+14,116,+1,"1,678",,272,2,994,56,"127,040","61,108","2,078,958",Europe,"1,006","17,922",16
123,Estonia,"2,033",+5,69,,"1,915",,49,1,"1,532",52,"116,332","87,692","1,326,598",Europe,653,"19,226",11
124,Lithuania,"2,001",+15,80,,"1,616",,305,6,736,29,"497,245","182,854","2,719,357",Europe,"1,359","33,992",5
125,Guinea-Bissau,"1,954",,26,,803,,"1,125",5,992,13,"1,500",761,"1,970,748",Africa,"1,009","75,798","1,314"
126,Iceland,"1,843",,10,,"1,823",,10,,"5,398",29,"120,734","353,651","341,393",Europe,185,"34,139",3
127,Sierra Leone,"1,768",+3,66,,"1,297",,405,,221,8,,,"7,986,840",Africa,"4,517","121,013",
128,Rwanda,"1,752",+23,5,,907,+7,840,,135,0.4,"238,007","18,349","12,970,988",Africa,"7,404","2,594,198",54
129,Benin,"1,694",,34,,918,,742,1,140,3,"80,527","6,632","12,141,530",Africa,"7,167","357,104",151
130,Namibia,"1,687",+69,7,,72,,"1,608",13,663,3,"20,887","8,211","2,543,754",Africa,"1,508","363,393",122
131,Yemen,"1,674",,474,+5,780,+1,420,,56,16,120,4,"29,865,309",Asia,"17,841","63,007","248,878"
132,Mozambique,"1,616",+26,11,,543,+11,"1,062",,52,0.4,"51,444","1,643","31,305,140",Africa,"19,372","2,845,922",609
133,New Zealand,"1,556",,22,,"1,513",,21,,311,4,"453,923","90,746","5,002,100",Australia/Oceania,"3,215","227,368",11
134,Tunisia,"1,443",+18,50,,"1,133",+9,260,3,122,4,"89,318","7,552","11,826,749",Africa,"8,196","236,535",132
135,Suriname,"1,381",+76,23,,853,+49,505,7,"2,353",39,"1,244","2,119","586,981",South America,425,"25,521",472
136,Latvia,"1,206",+1,31,,"1,045",,130,2,640,16,"188,485","100,012","1,884,615",Europe,"1,563","60,794",10
137,Uruguay,"1,174",+8,34,,947,+1,193,3,338,10,"101,060","29,086","3,474,562",South America,"2,960","102,193",34
138,Liberia,"1,155",+20,71,,631,+10,453,,228,14,,,"5,064,710",Africa,"4,385","71,334",
139,Jordan,"1,154",+8,11,,"1,036",+1,107,3,113,1,"558,451","54,697","10,209,819",Asia,"8,847","928,165",18
140,Niger,"1,124",,69,,"1,025",+1,30,,46,3,"9,052",373,"24,252,528",Africa,"21,577","351,486","2,679"
141,Georgia,"1,117",+13,16,,917,+5,184,5,280,4,"187,139","46,918","3,988,618",Asia,"3,571","249,289",21
142,Uganda,"1,103",+14,1,,982,+7,120,,24,0.02,"256,040","5,588","45,820,261",Africa,"41,541","45,820,261",179
143,Burkina Faso,"1,086",+11,53,,920,,113,,52,3,,,"20,935,989",Africa,"19,278","395,019",
144,Cyprus,"1,053",+6,19,,852,+5,182,,872,16,"193,712","160,364","1,207,950",Asia,"1,147","63,576",6
145,Angola,916,+36,39,+4,242,+1,635,15,28,1,"10,000",304,"32,922,623",Africa,"35,942","844,170","3,292"
146,Chad,915,,75,,810,+5,30,,56,5,,,"16,452,449",Africa,"17,981","219,366",
147,Andorra,897,,52,,803,,42,,"11,608",673,"3,750","48,529","77,274",Europe,86,"1,486",21
148,Sao Tome and Principe,862,+2,14,,662,+52,186,,"3,929",64,"2,756","12,561","219,410",Africa,255,"15,672",80
149,Togo,853,+14,17,,587,+2,249,2,103,2,"40,389","4,872","8,290,203",Africa,"9,719","487,659",205
150,Jamaica,831,+10,10,,711,,110,,281,3,"34,660","11,701","2,962,055",North America,"3,564","296,206",85
151,Diamond Princess,712,,13,,651,,48,4,,,,,,,,,
152,San Marino,699,,42,,657,,0,,"20,598","1,238","5,729","168,818","33,936",Europe,49,808,6
153,Malta,686,,9,,665,,12,,"1,553",20,"118,925","269,290","441,625",Europe,644,"49,069",4
154,Botswana,686,,1,,52,,633,1,291,0.4,"62,296","26,458","2,354,516",Africa,"3,432","2,354,516",38
155,Réunion,657,+3,3,,558,,96,4,733,3,"35,419","39,542","895,742",Africa,"1,363","298,581",25
156,Syria,627,+19,36,+1,191,+7,400,,36,2,,,"17,525,621",Asia,"27,952","486,823",
157,Channel Islands,584,,47,,533,,4,,"3,357",270,"30,721","176,589","173,969",Europe,298,"3,701",6
158,Tanzania,509,,21,,183,,305,7,9,0.4,,,"59,830,376",Africa,"117,545","2,849,066",
159,Taiwan,458,,7,,440,,11,,19,0.3,"80,499","3,380","23,819,790",Asia,"52,008","3,402,827",296
160,Lesotho,419,+60,9,+3,69,,341,,195,4,"7,432","3,467","2,143,387",Africa,"5,115","238,154",288
161,Vietnam,417,+4,,,365,,52,,4,,"275,000","2,824","97,396,784",Asia,"233,565",,354
162,Burundi,361,+16,1,,279,+9,81,,30,0.08,"13,105","1,100","11,910,554",Africa,"32,993","11,910,554",909
163,Guyana,360,+8,20,,180,+2,160,4,458,25,"4,188","5,323","786,812",South America,"2,186","39,341",188
164,Comoros,354,+14,7,,328,+4,19,,407,8,,,"870,717",Africa,"2,460","124,388",
165,Myanmar,348,+2,6,,288,+2,54,,6,0.1,"107,928","1,983","54,434,449",Asia,"156,421","9,072,408",504
166,Mauritius,344,,10,,332,,2,,270,8,"205,285","161,398","1,271,916",Africa,"3,697","127,192",6
167,Isle of Man,336,,24,,312,,0,,"3,950",282,"7,829","92,037","85,064",Europe,253,"3,544",11
168,Bahamas,326,+10,11,,91,,224,1,828,28,"3,935","10,000","393,493",North America,"1,207","35,772",100
169,Mongolia,288,,,,218,+1,70,9,88,,"32,952","10,041","3,281,612",Asia,"11,394",,100
170,Gambia,277,+61,6,,60,,211,,114,2,"4,515","1,865","2,420,519",Africa,"8,738","403,420",536
171,Martinique,269,,15,,98,,156,4,717,40,"12,227","32,584","375,244",North America,"1,395","25,016",31
172,Eritrea,263,+2,,,189,,74,,74,,,,"3,549,565",Africa,"13,496",,
173,Cambodia,225,+23,,,143,+1,82,1,13,,"56,126","3,354","16,733,787",Asia,"74,372",,298
174,Guadeloupe,203,,14,,176,,13,3,507,35,"15,235","38,075","400,129",North America,"1,971","28,581",26
175,Cayman Islands,203,,1,,202,,0,,"3,086",15,"28,904","439,458","65,772",North America,324,"65,772",2
176,Faeroe Islands,192,+1,,,188,,4,,"3,928",,"31,481","644,099","48,876",Europe,255,,2
177,Gibraltar,185,+1,,,180,,5,,"5,491",,"19,594","581,597","33,690",Europe,182,,2
178,Bermuda,153,,9,,139,,5,1,"2,457",145,"18,320","294,245","62,261",North America,407,"6,918",3
179,Trinidad and Tobago,147,+5,8,,128,,11,,105,6,"6,500","4,644","1,399,802",North America,"9,522","174,975",215
180,Brunei,141,,3,,138,,0,,322,7,"37,058","84,654","437,756",Asia,"3,105","145,919",12
181,Aruba,119,+1,3,,102,+1,14,,"1,114",28,"9,415","88,158","106,797",North America,897,"35,599",11
182,Monaco,116,,4,,104,+4,8,,"2,955",102,"38,209","973,205","39,261",Europe,338,"9,815",1
183,Seychelles,114,,,,39,,75,,"1,159",,,,"98,388",Africa,863,,
184,Barbados,108,,7,,94,,7,,376,24,"10,140","35,282","287,400",North America,"2,661","41,057",28
185,Sint Maarten,93,+9,15,,63,,15,,"2,167",350,612,"14,263","42,908",North America,461,"2,861",70
186,Turks and Caicos,92,+2,2,,28,+2,62,1,"2,374",52,"1,103","28,464","38,751",North America,421,"19,376",35
187,Bhutan,92,,,,85,+2,7,,119,,"41,075","53,195","772,164",Asia,"8,393",,19
188,Liechtenstein,86,,1,,81,,4,,"2,255",26,900,"23,600","38,136",Europe,443,"38,136",42
189,Antigua and Barbuda,82,,3,,60,,19,1,837,31,"1,189","12,135","97,983",North America,"1,195","32,661",82
190,French Polynesia,62,,,,60,,2,,221,,"4,649","16,543","281,018",Australia/Oceania,"4,533",,60
191,St. Vincent Grenadines,52,,,,39,,13,,469,,"1,834","16,528","110,964",North America,"2,134",,61
192,Saint Martin,49,+3,3,,41,+2,5,1,"1,266",78,"1,080","27,902","38,707",North America,790,"12,902",36
193,Belize,48,+1,2,,26,+1,20,,121,5,"3,166","7,953","398,075",North America,"8,293","199,038",126
194,Macao,46,,,,46,,0,,71,,"4,071","6,264","649,903",Asia,"14,128",,160
195,Papua New Guinea,39,+7,,,11,,28,,4,,"9,923","1,108","8,957,444",Australia/Oceania,"229,678",,903
196,Curaçao,29,,1,,24,,4,,177,6,"1,080","6,580","164,139",North America,"5,660","164,139",152
197,Fiji,27,,,,18,,9,,30,,"4,000","4,460","896,882",Australia/Oceania,"33,218",,224
198,Saint Lucia,24,,,,22,,2,,131,,"2,934","15,973","183,685",North America,"7,654",,63
199,Timor-Leste,24,,,,24,,0,,18,,"1,568","1,188","1,319,988",Asia,"55,000",,842
200,Grenada,23,,,,23,,0,,204,,"5,465","48,552","112,559",North America,"4,894",,21
201,New Caledonia,22,,,,22,,0,,77,,"10,119","35,421","285,680",Australia/Oceania,"12,985",,28
202,Laos,20,,,,19,,1,,3,,"25,121","3,450","7,282,288",Asia,"364,114",,290
203,Dominica,18,,,,18,,0,,250,,"1,005","13,959","71,998",North America,"4,000",,72
204,Saint Kitts and Nevis,17,,,,15,,2,,319,,948,"17,812","53,224",North America,"3,131",,56
205,Falkland Islands,13,,,,13,,0,,"3,729",,"1,816","520,941","3,486",South America,268,,2
206,Greenland,13,,,,13,,0,,229,,"5,645","99,424","56,777",North America,"4,367",,10
207,Montserrat,12,,1,,10,,1,,"2,404",200,61,"12,220","4,992",North America,416,"4,992",82
208,Vatican City,12,,,,12,,0,,"14,981",,,,801,Europe,67,,
209,Caribbean Netherlands,11,,,,7,,4,,419,,424,"16,159","26,239",North America,"2,385",,62
