#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
36,Kuwait,"93,475",+653,557,+1,"83,660",+620,"9,258",97,"21,825",130,"668,005","155,971","4,282,874",Asia,46,"7,689",6
37,Belgium,"90,568",+877,"9,917",,"18,659",+24,"61,992",59,"7,808",855,"2,532,095","218,290","11,599,689",Europe,128,"1,170",5
38,Oman,"88,337",,762,,"83,325",,"4,250",161,"17,215",149,"309,212","60,260","5,131,262",Asia,58,"6,734",17
39,Sweden,"86,505",,"5,846",+4,N/A,N/A,N/A,13,"8,555",578,"1,250,488","123,666","10,111,779",Europe,117,"1,730",8
40,Morocco,"82,197","+2,430","1,524",+33,"64,194","+2,344","16,479",252,"2,222",41,"2,184,266","59,040","36,996,380",Africa,450,"24,276",17
41,Guatemala,"81,009",+703,"2,929",+11,"69,703",+776,"8,377",5,"4,506",163,"273,067","15,188","17,979,543",North America,222,"6,138",66
42,Netherlands,"79,781","+1,270","6,252",+3,N/A,N/A,N/A,48,"4,654",365,"1,832,451","106,895","17,142,474",Europe,215,"2,742",9
43,UAE,"77,842",+931,398,,"68,462",+517,"8,982",,"7,852",40,"7,947,488","801,657","9,913,830",Asia,127,"24,909",1
44,Japan,"73,901",+680,"1,412",+6,"65,590",+755,"6,899",191,585,11,"1,685,711","13,337","126,397,943",Asia,"1,710","89,517",75
45,Belarus,"73,784",+193,738,+6,"72,369",+166,677,,"7,809",78,"1,629,812","172,491","9,448,696",Europe,128,"12,803",6
46,Poland,"73,047",+594,"2,169",+10,"58,848",+779,"12,030",82,"1,931",57,"2,949,734","77,956","37,838,240",Europe,518,"17,445",13
47,Honduras,"65,802",+205,"2,049",+5,"15,577",+513,"48,176",33,"6,623",206,"155,428","15,644","9,935,210",North America,151,"4,849",64
48,Ethiopia,"63,367",+789,986,+12,"24,024",+384,"38,357",330,549,9,"1,122,659","9,720","115,504,680",Africa,"1,823","117,145",103
49,Portugal,"62,813",+687,"1,855",+3,"43,644",+203,"17,314",54,"6,164",182,"2,229,753","218,803","10,190,682",Europe,162,"5,494",5
50,Bahrain,"58,839",+632,208,+1,"52,776",+492,"5,855",29,"34,358",121,"1,230,227","718,372","1,712,520",Asia,29,"8,233",1
51,Venezuela,"58,663",+840,468,+8,"46,960",+835,"11,235",111,"2,064",16,"1,824,287","64,191","28,419,609",South America,484,"60,726",16
52,Singapore,"57,315",+86,27,,"56,607",+49,681,,"9,782",5,"2,281,104","389,303","5,859,452",Asia,102,"217,017",3
53,Nigeria,"56,017",+188,"1,076",+1,"43,998",+188,"10,943",7,270,5,"433,206","2,092","207,110,363",Africa,"3,697","192,482",478
54,Costa Rica,"53,969","+1,420",583,+16,"20,710",+388,"32,676",221,"10,575",114,"175,050","34,301","5,103,301",North America,95,"8,754",29
55,Nepal,"51,919","+1,454",322,+5,"36,672",+972,"14,925",,"1,776",11,"821,186","28,086","29,238,099",Asia,563,"90,802",36
56,Algeria,"47,752",+264,"1,599",+8,"33,723",+161,"12,430",32,"1,085",36,,,"44,004,066",Africa,922,"27,520",
57,Switzerland,"46,239",+528,"2,020",,"38,100",,"6,119",26,"5,335",233,"1,162,236","134,096","8,667,169",Europe,187,"4,291",7
58,Uzbekistan,"46,160",+687,377,+7,"42,857",+348,"2,926",224,"1,375",11,"1,377,915","41,054","33,563,757",Asia,727,"89,029",24
59,Armenia,"45,503",+177,909,+3,"41,434",+201,"3,160",,"15,350",307,"231,259","78,013","2,964,354",Asia,65,"3,261",13
60,Ghana,"45,388",+75,285,+2,"44,267",+79,836,5,"1,455",9,"450,872","14,452","31,197,410",Africa,687,"109,465",69
61,Kyrgyzstan,"44,761",+77,"1,063",+2,"40,631",+144,"3,067",24,"6,839",162,"267,718","40,904","6,545,076",Asia,146,"6,157",24
62,Moldova,"42,183",+479,"1,114",+8,"30,437","+1,475","10,632",549,"10,462",276,"210,553","52,220","4,032,065",Europe,96,"3,619",19
63,Afghanistan,"38,606",+34,"1,420",,"31,154",+25,"6,032",93,987,36,"106,062","2,713","39,095,891",Asia,"1,013","27,532",369
64,Azerbaijan,"38,037",+163,557,+1,"35,440",+171,"2,040",,"3,745",55,"995,376","97,997","10,157,223",Asia,267,"18,236",10
65,Kenya,"35,793",+190,616,+4,"22,442",+395,"12,735",44,663,11,"481,982","8,926","53,997,932",Africa,"1,509","87,659",112
66,Czechia,"33,860","+1,447",450,+2,"21,140",+353,"12,270",65,"3,161",42,"1,030,511","96,193","10,712,968",Europe,316,"23,807",10
67,Serbia,"32,228",+92,730,+1,"31,100",+157,398,33,"3,692",84,"1,018,908","116,710","8,730,219",Europe,271,"11,959",9
68,Austria,"31,827",+580,750,+2,"26,257",+214,"4,820",41,"3,530",83,"1,316,819","146,043","9,016,622",Europe,283,"12,022",7
69,Ireland,"30,571",+211,"1,781",,"23,364",,"5,426",7,"6,178",360,"936,280","189,200","4,948,623",Europe,162,"2,779",5
70,Palestine,"29,256",+592,204,+6,"19,788",+967,"9,264",,"5,710",40,"329,159","64,238","5,124,035",Asia,175,"25,118",16
71,El Salvador,"26,773",+85,777,+3,"17,433",+327,"8,563",229,"4,124",120,"342,418","52,739","6,492,726",North America,243,"8,356",19
72,Australia,"26,565",+52,797,+9,"23,217",+181,"2,551",18,"1,039",31,"6,927,498","271,051","25,557,956",Australia/Oceania,962,"32,068",4
73,Paraguay,"26,512",+881,496,+11,"13,181",+452,"12,835",134,"3,708",69,"223,303","31,232","7,149,707",South America,270,"14,415",32
74,Lebanon,"22,983",+546,229,+10,"7,312",,"15,442",113,"3,370",34,"629,535","92,318","6,819,228",Asia,297,"29,778",11
75,Bosnia and Herzegovina,"22,834",+290,686,+6,"15,672",+399,"6,476",,"6,969",209,"202,243","61,722","3,276,653",Europe,143,"4,776",16
76,S. Korea,"21,919",+176,350,+4,"17,616",+256,"3,953",175,427,7,"2,119,211","41,328","51,278,058",Asia,"2,339","146,509",24
77,Libya,"21,908",+969,352,+13,"2,506",+86,"19,050",,"3,180",51,"152,757","22,172","6,889,545",Africa,314,"19,573",45
78,Cameroon,"20,009",,415,,"18,837",,757,30,750,16,"149,000","5,587","26,671,381",Africa,"1,333","64,268",179
79,Denmark,"19,216",+292,629,,"16,139",+70,"2,448",7,"3,315",109,"2,883,594","497,490","5,796,280",Europe,302,"9,215",2
80,Ivory Coast,"18,916",+47,119,,"17,960",+76,837,,714,4,"139,706","5,271","26,502,393",Africa,"1,401","222,709",190
81,Bulgaria,"17,799",+201,713,+7,"12,750",+131,"4,336",56,"2,566",103,"461,403","66,506","6,937,739",Europe,390,"9,730",15
82,Madagascar,"15,669",+45,209,+1,"14,320",+25,"1,140",45,563,8,"63,222","2,272","27,825,957",Africa,"1,776","133,139",440
83,North Macedonia,"15,555",+141,642,+5,"12,994",+98,"1,919",4,"7,466",308,"163,132","78,302","2,083,357",Europe,134,"3,245",13
84,Senegal,"14,193",+43,293,,"10,350",+143,"3,550",30,843,17,"156,452","9,297","16,827,426",Africa,"1,186","57,431",108
85,Sudan,"13,470",+33,834,+1,"6,731",+1,"5,905",,306,19,,,"44,044,506",Africa,"3,270","52,811",
86,Zambia,"13,323",+109,306,+6,"11,899",,"1,118",,721,17,"128,662","6,962","18,480,966",Africa,"1,387","60,395",144
87,Croatia,"13,107",+190,211,+3,"10,466",+324,"2,430",26,"3,197",51,"210,805","51,415","4,100,100",Europe,313,"19,432",19
88,Greece,"12,734",+287,300,+3,"3,804",,"8,630",52,"1,223",29,"1,094,354","105,098","10,412,690",Europe,818,"34,709",10
89,Norway,"12,003",+137,265,,"10,371","+1,023","1,367",1,"2,211",49,"860,155","158,419","5,429,635",Europe,452,"20,489",6
90,Albania,"11,021",+161,327,+3,"6,443",+97,"4,251",20,"3,831",114,"66,881","23,245","2,877,162",Europe,261,"8,799",43
91,Hungary,"10,909",+718,631,+1,"4,014",+24,"6,264",12,"1,130",65,"517,222","53,568","9,655,382",Europe,885,"15,302",19
92,DRC,"10,361",+18,262,,"9,622",+89,477,,115,3,,,"90,071,211",Africa,"8,693","343,783",
93,Guinea,"9,979",+33,63,,"9,189",+89,727,24,756,5,"28,140","2,132","13,200,070",Africa,"1,323","209,525",469
94,Malaysia,"9,810",+182,128,,"9,181",+14,501,9,302,4,"1,353,826","41,724","32,447,160",Asia,"3,308","253,493",24
95,French Guiana,"9,494",+32,63,,"9,078",+38,353,7,"31,631",210,"58,998","196,562","300,149",South America,32,"4,764",5
96,Namibia,"9,437",+181,98,+2,"4,898",+131,"4,441",20,"3,701",38,"77,421","30,364","2,549,796",Africa,270,"26,018",33
97,Maldives,"8,990",+90,31,,"6,846",+287,"2,113",12,"16,575",57,"127,961","235,922","542,386",Asia,60,"17,496",4
98,Tajikistan,"8,977",+38,72,,"7,747",+33,"1,158",,937,8,,,"9,578,590",Asia,"1,067","133,036",
99,Gabon,"8,643",+22,53,,"7,706",+88,884,2,"3,866",24,"135,615","60,658","2,235,743",Africa,259,"42,184",16
100,Finland,"8,512",+43,337,,"7,500",,675,1,"1,536",61,"789,443","142,436","5,542,448",Europe,651,"16,446",7
101,Haiti,"8,457",+28,216,+1,"6,120",+129,"2,121",,740,19,"24,862","2,175","11,429,773",North America,"1,352","52,916",460
102,Zimbabwe,"7,479",+26,224,+2,"5,660",+25,"1,595",,502,15,"154,366","10,357","14,905,094",Africa,"1,993","66,541",97
103,Mauritania,"7,266",+44,161,,"6,786",+28,319,3,"1,555",34,"70,257","15,035","4,672,790",Africa,643,"29,024",67
104,Luxembourg,"7,159",+71,124,,"6,397",,638,1,"11,400",197,"721,126","1,148,372","627,955",Europe,88,"5,064",1
105,Montenegro,"6,385",+163,115,+1,"4,460",+67,"1,810",,"10,166",183,"55,658","88,616","628,082",Europe,98,"5,462",11
106,Tunisia,"6,259",+377,103,+4,"1,956",+94,"4,200",26,528,9,"168,475","14,226","11,842,957",Africa,"1,892","114,980",70
107,Malawi,"5,669",+14,177,+1,"3,720",+37,"1,772",4,295,9,"47,820","2,488","19,223,621",Africa,"3,391","108,608",402
108,Djibouti,"5,394",,61,,"5,327",,6,,"5,444",62,"70,954","71,613","990,800",Africa,184,"16,243",14
109,Slovakia,"5,252",+186,37,,"3,081",+80,"2,134",23,962,7,"375,232","68,722","5,460,174",Europe,"1,040","147,572",15
110,Eswatini,"5,025",+31,98,,"4,165",+62,762,11,"4,322",84,"30,843","26,531","1,162,529",Africa,231,"11,863",38
111,Equatorial Guinea,"4,996",+6,83,,"4,490",+11,423,,"3,539",59,"55,783","39,519","1,411,559",Africa,283,"17,007",25
112,Congo,"4,928",+37,88,+5,"3,887",,953,,889,16,,,"5,543,905",Africa,"1,125","62,999",
113,Hong Kong,"4,926",+12,99,,"4,597",+15,230,21,656,13,"2,783,134","370,639","7,509,016",Asia,"1,524","75,849",3
114,Mozambique,"4,918",+86,31,,"2,899",+42,"1,988",,157,1.0,"110,310","3,511","31,420,427",Africa,"6,389","1,013,562",285
115,Nicaragua,"4,818",,144,,"2,913",,"1,761",,726,22,,,"6,640,013",North America,"1,378","46,111",
116,CAR,"4,749",+2,62,,"1,825",,"2,862",2,980,13,"31,459","6,492","4,846,022",Africa,"1,020","78,162",154
117,Cabo Verde,"4,651",+94,44,+1,"4,076",+83,531,,"8,347",79,"76,576","137,436","557,174",Africa,120,"12,663",7
118,Cuba,"4,593",+42,106,,"3,844",+65,643,18,406,9,"469,431","41,450","11,325,221",North America,"2,466","106,842",24
119,Rwanda,"4,534",+55,22,,"2,450",+98,"2,062",,348,2,"457,273","35,139","13,013,222",Africa,"2,870","591,510",28
120,Suriname,"4,529",+52,93,,"3,747",+41,689,8,"7,707",158,"11,387","19,377","587,670",South America,130,"6,319",52
121,Uganda,"4,377",+86,49,+1,"1,998",,"2,330",,95,1,"423,214","9,198","46,010,624",Africa,"10,512","938,992",109
122,Jamaica,"3,511",+74,40,+2,"1,019",,"2,452",8,"1,185",13,"66,072","22,293","2,963,746",North America,844,"74,094",45
123,Slovenia,"3,498",+109,135,,"2,662",+42,701,5,"1,683",65,"178,247","85,737","2,078,996",Europe,594,"15,400",12
124,Syria,"3,476",+60,150,+3,812,+15,"2,514",,198,9,,,"17,581,538",Asia,"5,058","117,210",
125,Thailand,"3,461",+7,58,,"3,312",+2,91,1,50,0.8,"749,213","10,728","69,835,073",Asia,"20,178","1,204,053",93
126,Somalia,"3,376",+5,98,+1,"2,791",+53,487,,211,6,,,"15,976,794",Africa,"4,732","163,029",
127,Mayotte,"3,374",,40,,"2,964",,370,2,"12,311",146,"13,000","47,433","274,068",Africa,81,"6,852",21
128,Gambia,"3,362",+32,100,,"1,582",+122,"1,680",,"1,384",41,"14,090","5,800","2,429,458",Africa,723,"24,295",172
129,Angola,"3,279",+62,131,+1,"1,288",+11,"1,860",24,99,4,"64,747","1,959","33,057,333",Africa,"10,082","252,346",511
130,Lithuania,"3,243",+44,86,,"2,049",+19,"1,108",,"1,195",32,"687,118","253,137","2,714,413",Europe,837,"31,563",4
131,Sri Lanka,"3,169",+14,12,,"2,969",+14,188,,148,0.6,"249,328","11,634","21,431,173",Asia,"6,763","1,785,931",86
132,Guadeloupe,"3,080",+793,24,+1,837,+501,"2,219",20,"7,697",60,"36,764","91,878","400,138",North America,130,"16,672",11
133,Jordan,"2,945",+206,21,+1,"2,084",+103,840,13,288,2,"959,025","93,810","10,223,093",Asia,"3,471","486,814",11
134,Mali,"2,912",+3,128,,"2,271",+2,513,,143,6,"44,439","2,183","20,360,507",Africa,"6,992","159,066",458
135,Aruba,"2,898",+79,18,+2,"1,451",+44,"1,429",11,"27,121",168,"25,098","234,877","106,856",North America,37,"5,936",4
136,Trinidad and Tobago,"2,825",+127,50,+7,762,+7,"2,013",11,"2,017",36,"26,551","18,960","1,400,395",North America,496,"28,008",53
137,Bahamas,"2,814",+93,65,+2,"1,220",+37,"1,529",75,"7,142",165,"14,383","36,506","393,985",North America,140,"6,061",27
138,Estonia,"2,632",+32,64,,"2,233",+10,335,1,"1,984",48,"167,719","126,417","1,326,714",Europe,504,"20,730",8
139,Réunion,"2,623",+113,14,+1,"1,313",,"1,296",,"2,926",16,"35,419","39,505","896,579",Africa,342,"64,041",25
140,South Sudan,"2,568",+13,49,,"1,290",,"1,229",,229,4,"12,044","1,073","11,219,476",Africa,"4,369","228,969",932
141,Myanmar,"2,422",+272,14,,625,,"1,783",,44,0.3,"185,474","3,404","54,482,208",Asia,"22,495","3,891,586",294
142,Guinea-Bissau,"2,275",,39,,"1,127",,"1,109",5,"1,151",20,,,"1,976,865",Africa,869,"50,689",
143,Botswana,"2,252",,10,,546,,"1,696",1,954,4,"138,290","58,579","2,360,754",Africa,"1,048","236,075",17
144,Malta,"2,247",+43,15,+1,"1,833",+30,399,,"5,086",34,"211,236","478,149","441,779",Europe,197,"29,452",2
145,Benin,"2,242",,40,,"1,793",,409,,184,3,"131,073","10,758","12,183,315",Africa,"5,434","304,583",93
146,Iceland,"2,161",+4,10,,"2,079",+7,72,,"6,325",29,"233,083","682,162","341,683",Europe,158,"34,168",1
147,Sierra Leone,"2,087",+18,72,,"1,622",,393,,261,9,,,"8,008,155",Africa,"3,837","111,224",
148,Yemen,"2,007",+4,582,+2,"1,211",,214,,67,19,,,"29,951,659",Asia,"14,924","51,463",
149,Georgia,"1,917",+87,19,,"1,354",+20,544,,481,5,"439,848","110,303","3,987,618",Asia,"2,080","209,875",9
150,New Zealand,"1,793",+1,24,,"1,655",+7,114,3,358,5,"848,420","169,613","5,002,100",Australia/Oceania,"2,790","208,421",6
151,Uruguay,"1,773",+14,45,,"1,490",+6,238,1,510,13,"195,199","56,154","3,476,137",South America,"1,961","77,247",18
152,Guyana,"1,763",+13,52,+3,"1,144",+56,567,13,"2,239",66,"10,592","13,453","787,309",South America,447,"15,141",74
153,Togo,"1,548",+11,37,,"1,166",+21,345,,186,4,"75,479","9,077","8,315,718",Africa,"5,372","224,749",110
154,Cyprus,"1,520",+3,22,,"1,237",,261,5,"1,257",18,"312,813","258,715","1,209,101",Asia,795,"54,959",4
155,Burkina Faso,"1,499",+13,56,,"1,127",+4,316,,71,3,,,"21,011,440",Africa,"14,017","375,204",
156,Latvia,"1,459",+11,35,,"1,248",,176,,775,19,"274,826","146,037","1,881,899",Europe,"1,290","53,769",7
157,Belize,"1,399",+34,19,+1,360,+34,"1,020",3,"3,506",48,"10,510","26,339","399,023",North America,285,"21,001",38
158,Andorra,"1,344",+43,53,,943,+5,348,4,"17,389",686,"137,457","1,778,458","77,290",Europe,58,"1,458",1
159,Liberia,"1,315",,82,,"1,199",+5,34,,259,16,,,"5,080,342",Africa,"3,863","61,955",
160,Lesotho,"1,245",+81,33,+2,528,,684,,580,15,"15,632","7,286","2,145,611",Africa,"1,723","65,019",137
161,Niger,"1,178",,69,,"1,100",+1,9,,48,3,"9,052",371,"24,368,147",Africa,"20,686","353,162","2,692"
162,Chad,"1,081",+30,79,,934,+2,68,,65,5,,,"16,514,514",Africa,"15,277","209,044",
163,Vietnam,"1,060",+1,35,,902,+9,123,,11,0.4,"1,009,145","10,349","97,511,528",Asia,"91,992","2,786,044",97
164,French Polynesia,953,+96,2,+2,642,+66,309,4,"3,389",7,"17,171","61,057","281,231",Australia/Oceania,295,"140,616",16
165,Martinique,939,,18,,98,,823,5,"2,503",48,"16,244","43,294","375,206",North America,400,"20,845",23
166,Sao Tome and Principe,906,+5,15,,866,,25,,"4,119",68,"4,240","19,278","219,944",Africa,243,"14,663",52
167,San Marino,722,,42,,662,,18,1,"21,270","1,237","7,176","211,401","33,945",Europe,47,808,5
168,Diamond Princess,712,,13,,651,,48,4,,,,,,,,,
169,Turks and Caicos,638,+10,5,,270,+4,363,4,"16,435",129,"2,850","73,418","38,819",North America,61,"7,764",14
170,Channel Islands,633,+2,48,,575,,10,1,"3,634",276,"91,292","524,127","174,179",Europe,275,"3,629",2
171,Sint Maarten,530,,19,,333,,178,6,"12,334",442,"2,450","57,014","42,972",North America,81,"2,262",18
172,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,054,406",Africa,"117,985","2,859,734",
173,Papua New Guinea,508,+1,5,,232,,271,,57,0.6,"15,592","1,736","8,979,705",Australia/Oceania,"17,677","1,795,941",576
174,Taiwan,498,+2,7,,475,,16,,21,0.3,"89,310","3,749","23,825,426",Asia,"47,842","3,403,632",267
175,Burundi,469,,1,,374,,94,,39,0.08,"27,836","2,328","11,957,200",Africa,"25,495","11,957,200",430
176,Comoros,456,,7,,415,,34,,522,8,,,"873,152",Africa,"1,915","124,736",
177,Faeroe Islands,416,+1,,,410,,6,1,"8,507",,"107,279","2,193,845","48,900",Europe,118,,0
178,Mauritius,361,,10,,335,,16,,284,8,"227,409","178,754","1,272,192",Africa,"3,524","127,219",6
179,Eritrea,361,,,,304,,57,,102,,,,"3,556,004",Africa,"9,850",,
180,Isle of Man,337,,24,,312,,1,,"3,959",282,"10,794","126,805","85,123",Europe,253,"3,547",8
181,Gibraltar,323,,,,289,+2,34,1,"9,588",,"38,748","1,150,168","33,689",Europe,104,,1
182,Mongolia,311,+1,,,298,,13,1,95,,"59,764","18,173","3,288,541",Asia,"10,574",,55
183,Cambodia,274,,,,274,+1,0,,16,,"112,082","6,686","16,764,140",Asia,"61,183",,150
184,Saint Martin,256,,6,,107,,143,11,"6,599",155,"2,968","76,507","38,794",North America,152,"6,466",13
185,Bhutan,238,+4,,,155,,83,,308,,"112,002","144,841","773,278",Asia,"3,249",,7
186,Cayman Islands,208,,1,,204,,3,,"3,158",15,"36,483","553,838","65,873",North America,317,"65,873",2
187,Barbados,180,,7,,158,+1,15,,626,24,"19,444","67,644","287,446",North America,"1,597","41,064",15
188,Bermuda,177,,9,,161,+1,7,,"2,844",145,"53,833","865,051","62,231",North America,352,"6,915",1
189,Monaco,168,+3,1,,123,+16,44,1,"4,275",25,"51,953","1,322,060","39,297",Europe,234,"39,297",1
190,Brunei,145,,3,,139,,3,,331,7,"53,867","122,898","438,305",Asia,"3,023","146,102",8
191,Seychelles,138,+1,,,136,+9,2,,"1,401",,"5,200","52,809","98,468",Africa,714,,19
192,Curaçao,135,+4,1,,55,,79,1,822,6,"1,080","6,576","164,227",North America,"1,216","164,227",152
193,Liechtenstein,109,,1,,105,,3,,"2,857",26,900,"23,591","38,150",Europe,350,"38,150",42
194,Antigua and Barbuda,95,,3,,91,,1,1,969,31,"2,122","21,633","98,089",North America,"1,033","32,696",46
195,British Virgin Islands,64,+1,1,,30,+20,33,2,"2,114",33,"3,824","126,326","30,271",North America,473,"30,271",8
196,St. Vincent Grenadines,62,,,,61,+3,1,,559,,"4,335","39,051","111,010",North America,"1,790",,26
197,Macao,46,,,,46,,0,,71,,"4,238","6,509","651,064",Asia,"14,154",,154
198,Fiji,32,,2,,24,,6,1,36,2,"9,076","10,110","897,733",Australia/Oceania,"28,054","448,867",99
199,Saint Lucia,27,,,,26,,1,,147,,"7,160","38,957","183,794",North America,"6,807",,26
200,Timor-Leste,27,,,,25,,2,,20,,"5,146","3,889","1,323,286",Asia,"49,011",,257
201,New Caledonia,26,,,,25,,1,,91,,"13,262","46,364","286,039",Australia/Oceania,"11,002",,22
