#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
89,Malaysia,"9,274",+7,125,,"8,965",+6,184,8,286,4,"1,182,845","36,477","32,426,766",Asia,"3,497","259,414",27
90,Guinea,"9,076",+109,55,+2,"7,928",+220,"1,093",24,688,4,"20,701","1,570","13,182,488",Africa,"1,452","239,682",637
91,French Guiana,"8,875",+78,56,+1,"8,363",+56,456,14,"29,606",187,"49,704","165,809","299,767",South America,34,"5,353",6
92,Greece,"8,819",+155,242,,"3,804",,"4,773",31,847,23,"858,138","82,393","10,415,181",Europe,"1,181","43,038",12
93,Albania,"8,605",+178,254,+4,"4,413",+81,"3,938",19,"2,991",88,"52,605","18,283","2,877,316",Europe,334,"11,328",55
94,Gabon,"8,409",+21,53,,"6,959",+225,"1,397",2,"3,766",24,"109,360","48,971","2,233,153",Africa,266,"42,135",20
95,Tajikistan,"8,346",+35,67,+1,"7,142",+34,"1,137",,872,7,,,"9,568,029",Asia,"1,146","142,806",
96,Croatia,"8,311",+136,173,+2,"5,926",+125,"2,212",12,"2,026",42,"152,824","37,262","4,101,338",Europe,493,"23,707",27
97,Haiti,"8,110",+28,196,,"5,624",,"2,290",,710,17,"22,501","1,970","11,422,938",North America,"1,409","58,280",508
98,Finland,"7,938",+18,335,+1,"7,100",,503,1,"1,432",60,"551,715","99,551","5,542,026",Europe,698,"16,543",10
99,Luxembourg,"7,794",+19,124,,"7,106",+137,564,1,"12,422",198,"730,208","1,163,765","627,453",Europe,81,"5,060",1
100,Mauritania,"6,928",+23,158,,"6,282",+50,488,3,"1,485",34,"69,161","14,820","4,666,759",Africa,674,"29,536",67
101,Maldives,"6,912",+133,27,+1,"4,297",+75,"2,588",12,"12,755",50,"104,631","193,076","541,917",Asia,78,"20,071",5
102,Zimbabwe,"6,070",+140,155,,"4,950",+78,965,,408,10,"149,748","10,054","14,894,448",Africa,"2,454","96,093",99
103,Namibia,"6,030",+176,56,+4,"2,563",+54,"3,411",8,"2,367",22,"51,605","20,257","2,547,530",Africa,422,"45,492",49
104,Malawi,"5,419",+5,169,+1,"3,059",+47,"2,191",4,282,9,"42,821","2,230","19,199,230",Africa,"3,543","113,605",448
105,Djibouti,"5,383",+1,60,,"5,273",+19,50,,"5,437",61,"64,979","65,629","990,093",Africa,184,"16,502",15
106,Hungary,"5,191",+36,613,,"3,695",,883,9,538,63,"398,550","41,272","9,656,583",Europe,"1,860","15,753",24
107,Equatorial Guinea,"4,926",,83,,"3,795",,"1,048",2,"3,495",59,"50,481","35,820","1,409,280",Africa,286,"16,979",28
108,Hong Kong,"4,692",+9,77,,"4,052",+34,563,27,625,10,"780,415","103,972","7,506,029",Asia,"1,600","97,481",10
109,CAR,"4,679",,61,,"1,755",,"2,863",2,966,13,"30,775","6,356","4,841,887",Africa,"1,035","79,375",157
110,Montenegro,"4,378",+35,84,,"3,420",+64,874,,"6,970",134,"45,840","72,985","628,078",Europe,143,"7,477",14
111,Nicaragua,"4,311",,133,,"2,913",,"1,265",,650,20,,,"6,636,138",North America,"1,539","49,896",
112,Eswatini,"4,304",+79,85,,"2,936",+38,"1,283",11,"3,704",73,"28,694","24,695","1,161,938",Africa,270,"13,670",40
113,Congo,"3,979",+129,78,+1,"1,742",+117,"2,159",,719,14,,,"5,537,206",Africa,"1,392","70,990",
114,Cuba,"3,717",+35,91,,"3,079",+35,547,2,328,8,"365,353","32,259","11,325,560",North America,"3,047","124,457",31
115,Suriname,"3,632",+25,60,+2,"2,758",+70,814,21,"6,183",102,"6,929","11,796","587,412",South America,162,"9,790",85
116,Cabo Verde,"3,532",+23,37,,"2,599",+59,896,,"6,343",66,"74,177","133,202","556,877",Africa,158,"15,051",8
117,Mozambique,"3,440",+45,21,+1,"1,661",+158,"1,758",,110,0.7,"87,565","2,791","31,377,195",Africa,"9,121","1,494,152",358
118,Slovakia,"3,424",+68,33,,"2,153",+5,"1,238",7,627,6,"312,822","57,293","5,460,045",Europe,"1,595","165,456",17
119,Thailand,"3,397",+2,58,,"3,222",+1,117,1,49,0.8,"749,213","10,730","69,826,484",Asia,"20,555","1,203,905",93
120,Rwanda,"3,306",+217,14,+2,"1,785",+30,"1,507",,254,1,"371,886","28,612","12,997,384",Africa,"3,931","928,385",35
121,Somalia,"3,269",,93,,"2,443",+47,733,,205,6,,,"15,954,903",Africa,"4,881","171,558",
122,Mayotte,"3,237",,39,,"2,964",,234,1,"11,825",142,"13,000","47,490","273,743",Africa,85,"7,019",21
123,Sri Lanka,"2,959",+6,12,,"2,811",+6,136,1,138,0.6,"208,397","9,726","21,426,767",Asia,"7,241","1,785,564",103
124,Tunisia,"2,893",+75,71,,"1,454",+11,"1,368",8,244,6,"126,596","10,695","11,836,879",Africa,"4,092","166,717",94
125,Mali,"2,708",+3,125,,"2,025",+7,558,,133,6,"34,574","1,700","20,331,704",Africa,"7,508","162,654",588
126,Lithuania,"2,673",+38,85,+1,"1,766",,822,6,984,31,"608,767","224,119","2,716,267",Europe,"1,016","31,956",4
127,Slovenia,"2,665",+14,133,+2,"2,122",+43,410,,"1,282",64,"150,693","72,484","2,078,982",Europe,780,"15,631",14
128,Gambia,"2,585",+148,87,+3,490,+35,"2,008",,"1,065",36,"11,925","4,915","2,426,106",Africa,939,"27,886",203
129,South Sudan,"2,504",+5,47,,"1,290",,"1,167",,223,4,"12,044","1,074","11,213,024",Africa,"4,478","238,575",931
130,Uganda,"2,362",+99,22,+2,"1,248",+49,"1,092",,51,0.5,"351,845","7,659","45,939,238",Africa,"19,449","2,088,147",131
131,Syria,"2,293",+76,92,+3,519,+14,"1,682",,131,5,,,"17,560,569",Asia,"7,658","190,876",
132,Estonia,"2,275",+3,64,+1,"2,025",+1,186,,"1,715",48,"140,985","106,270","1,326,671",Europe,583,"20,729",9
133,Angola,"2,222",+51,100,+4,877,+59,"1,245",24,67,3,"64,747","1,962","33,006,817",Africa,"14,855","330,068",510
134,Guinea-Bissau,"2,149",,33,,"1,015",,"1,101",5,"1,088",17,"1,500",760,"1,974,571",Africa,919,"59,835","1,316"
135,Benin,"2,115",,39,,"1,705",,371,,174,3,"107,057","8,798","12,167,646",Africa,"5,753","311,991",114
136,Iceland,"2,073",+9,10,,"1,946",+7,117,,"6,069",29,"200,733","587,671","341,574",Europe,165,"34,157",2
137,Sierra Leone,"1,997",+5,69,,"1,557",+7,371,,250,9,,,"8,000,162",Africa,"4,006","115,944",
138,Yemen,"1,916",+5,555,+2,"1,090",+4,271,,64,19,120,4,"29,919,278",Asia,"15,615","53,909","249,327"
139,Bahamas,"1,798",+14,46,+2,634,,"1,118",83,"4,566",117,"10,170","25,825","393,800",North America,219,"8,561",39
140,New Zealand,"1,683",+9,22,,"1,538",,123,10,336,4,"697,070","139,355","5,002,100",Australia/Oceania,"2,972","227,368",7
141,Malta,"1,667",+55,10,,977,+43,680,,"3,774",23,"175,470","397,242","441,721",Europe,265,"44,172",3
142,Jordan,"1,639",+30,14,+2,"1,335",+15,290,3,160,1,"752,568","73,650","10,218,115",Asia,"6,234","729,865",14
143,Aruba,"1,628",+60,7,,461,+6,"1,160",5,"15,239",66,"19,314","180,785","106,834",North America,66,"15,262",6
144,Botswana,"1,562",+254,3,,199,+63,"1,360",1,662,1,"106,284","45,066","2,358,415",Africa,"1,510","786,138",22
145,Uruguay,"1,533",+6,42,,"1,295",+19,196,4,441,12,"161,637","46,507","3,475,547",South America,"2,267","82,751",22
146,Jamaica,"1,529",+116,16,,819,+2,694,4,516,5,"53,390","18,018","2,963,112",North America,"1,938","185,195",55
147,Cyprus,"1,451",+30,20,,878,,553,5,"1,200",17,"280,445","232,028","1,208,670",Asia,833,"60,434",4
148,Georgia,"1,421",+10,18,+1,"1,137",+5,266,,356,5,"341,166","85,548","3,987,993",Asia,"2,806","221,555",12
149,Burkina Faso,"1,338",+18,55,,"1,050",+7,233,,64,3,,,"20,983,146",Africa,"15,682","381,512",
150,Latvia,"1,337",,33,,"1,093",,211,,710,18,"238,403","126,614","1,882,918",Europe,"1,408","57,058",8
151,Togo,"1,295",+18,27,,914,+4,354,2,156,3,"59,179","7,125","8,306,150",Africa,"6,414","307,635",140
152,Liberia,"1,290",+4,82,,819,+3,389,,254,16,,,"5,074,480",Africa,"3,934","61,884",
153,Réunion,"1,244",+35,6,,692,,546,3,"1,388",7,"35,419","39,518","896,265",Africa,720,"149,378",25
154,Niger,"1,172",,69,,"1,084",+1,19,,48,3,"9,052",372,"24,324,790",Africa,"20,755","352,533","2,687"
155,Trinidad and Tobago,"1,099",+92,15,+1,165,,919,6,785,11,"19,896","14,210","1,400,172",North America,"1,274","93,345",70
156,Andorra,"1,060",+15,53,,877,+2,130,1,"13,716",686,"137,457","1,778,596","77,284",Europe,73,"1,458",1
157,Guyana,"1,029",+74,31,,510,+20,488,13,"1,307",39,"7,234","9,190","787,122",South America,765,"25,391",109
158,Vietnam,"1,022",+6,27,,587,+24,408,,10,0.3,"817,208","8,384","97,468,499",Asia,"95,370","3,609,944",119
159,Lesotho,"1,015",,30,,472,,513,,473,14,"13,330","6,215","2,144,777",Africa,"2,113","71,493",161
160,Chad,987,+1,76,,870,,41,,60,5,,,"16,491,240",Africa,"16,708","216,990",
161,Sao Tome and Principe,892,,15,,832,+1,45,,"4,059",68,"3,492","15,891","219,744",Africa,246,"14,650",63
162,Guadeloupe,771,,15,,289,,467,6,"1,927",37,"26,290","65,703","400,134",North America,519,"26,676",15
163,Belize,713,+27,10,+4,45,+1,658,8,"1,788",25,"6,639","16,653","398,667",North America,559,"39,867",60
164,Diamond Princess,712,,13,,651,,48,4,,,,,,,,,
165,San Marino,704,,42,,657,,5,,"20,741","1,237","6,511","191,827","33,942",Europe,48,808,5
166,Channel Islands,616,+2,48,,545,,23,,"3,538",276,"68,985","396,236","174,101",Europe,283,"3,627",3
167,Tanzania,509,,21,,183,,305,7,8,0.4,,,"59,970,394",Africa,"117,820","2,855,733",
168,Taiwan,487,,7,,457,,23,,20,0.3,"86,023","3,611","23,823,312",Asia,"48,919","3,403,330",277
169,Myanmar,474,+24,6,,341,,127,,9,0.1,"145,167","2,665","54,464,298",Asia,"114,904","9,077,383",375
170,Martinique,464,,16,,98,,350,2,"1,237",43,"12,227","32,586","375,221",North America,809,"23,451",31
171,Burundi,430,,1,,345,+9,84,,36,0.08,"22,093","1,850","11,939,708",Africa,"27,767","11,939,708",540
172,Comoros,417,,7,,396,,14,,478,8,,,"872,239",Africa,"2,092","124,606",
173,Faeroe Islands,410,+26,,,337,+37,73,5,"8,386",,"84,934","1,737,211","48,891",Europe,119,,1
174,Sint Maarten,408,+12,17,,147,,244,8,"9,500",396,"2,184","50,852","42,948",North America,105,"2,526",20
175,Papua New Guinea,401,,4,,232,,165,,45,0.4,"14,676","1,636","8,971,357",Australia/Oceania,"22,372","2,242,839",611
176,Turks and Caicos,383,,2,,102,,279,3,"9,873",52,"2,083","53,694","38,794",North America,101,"19,397",19
177,French Polynesia,372,+74,,,148,,224,2,"1,323",,"9,912","35,255","281,151",Australia/Oceania,756,,28
178,Mauritius,347,+1,10,,335,,2,,273,8,"205,285","161,376","1,272,088",Africa,"3,666","127,209",6
179,Isle of Man,336,,24,,312,,0,,"3,948",282,"9,483","111,432","85,101",Europe,253,"3,546",9
180,Eritrea,306,,,,274,,32,,86,,,,"3,553,589",Africa,"11,613",,
181,Mongolia,298,,,,289,+1,9,1,91,,"49,602","15,095","3,285,943",Asia,"11,027",,66
182,Cambodia,273,,,,263,,10,1,16,,"88,699","5,295","16,752,757",Asia,"61,365",,189
183,Gibraltar,248,+2,,,203,+2,45,,"7,361",,"30,635","909,347","33,689",Europe,136,,1
184,Cayman Islands,205,,1,,202,,2,,"3,114",15,"34,208","519,602","65,835",North America,321,"65,835",2
185,Saint Martin,176,,5,,52,,119,11,"4,541",129,"2,449","63,182","38,761",North America,220,"7,752",16
186,Bermuda,168,+1,9,,150,+1,9,,"2,699",145,"39,372","632,553","62,243",North America,370,"6,916",2
187,Barbados,161,,7,,132,,22,,560,24,"15,717","54,682","287,428",North America,"1,785","41,061",18
188,Bhutan,155,,,,115,+3,40,,201,,"82,648","106,938","772,860",Asia,"4,986",,9
189,Brunei,143,,3,,139,,1,,326,7,"49,519","113,032","438,099",Asia,"3,064","146,033",9
190,Seychelles,132,,,,126,,6,,"1,341",,,,"98,438",Africa,746,,
191,Monaco,112,,1,,83,,28,1,"2,851",25,"51,953","1,322,498","39,284",Europe,351,"39,284",1
192,Liechtenstein,100,+1,1,,90,+2,9,,"2,622",26,900,"23,594","38,145",Europe,381,"38,145",42
193,Antigua and Barbuda,94,,3,,89,,2,1,959,31,"1,775","18,103","98,050",North America,"1,043","32,683",55
194,St. Vincent Grenadines,58,,,,56,,2,,523,,"3,039","27,380","110,993",North America,"1,914",,37
195,Macao,46,,,,46,,0,,71,,"4,071","6,257","650,629",Asia,"14,144",,160
196,Curaçao,43,+4,1,,34,+1,8,,262,6,"1,080","6,578","164,194",North America,"3,818","164,194",152
197,Fiji,28,,1,,23,,4,,31,1,"6,693","7,458","897,414",Australia/Oceania,"32,051","897,414",134
198,Saint Lucia,26,,,,25,,1,,141,,"4,946","26,917","183,753",North America,"7,067",,37
199,Timor-Leste,26,,,,25,,1,,20,,"5,146","3,892","1,322,049",Asia,"50,848",,257
200,Grenada,24,,,,24,,0,,213,,"6,252","55,523","112,601",North America,"4,692",,18
201,New Caledonia,23,,,,23,+1,0,,80,,"12,237","42,801","285,904",Australia/Oceania,"12,431",,23
202,Laos,22,,,,20,,2,,3,,"36,638","5,025","7,290,945",Asia,"331,407",,199
203,British Virgin Islands,21,,1,,8,,12,,694,33,"2,092","69,132","30,261",North America,"1,441","30,261",14
