#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
10,Germany,"186,516",+311,"8,831",+48,"170,200",+600,"7,485",540,"2,227",105,"4,348,880","51,915","83,768,916",Europe,449,"9,486",19
11,Iran,"175,927","+2,095","8,425",+74,"138,457","+2,097","29,045","2,639","2,096",100,"1,128,601","13,447","83,927,262",Asia,477,"9,962",74
12,Turkey,"172,114",+993,"4,729",+18,"144,598","+3,218","22,787",642,"2,042",56,"2,415,179","28,655","84,284,595",Asia,490,"17,823",35
13,France,"154,591",+403,"29,296",+87,"71,506",+444,"53,789",955,"2,369",449,"1,384,633","21,215","65,265,483",Europe,422,"2,228",47
14,Chile,"142,759","+3,913","2,283",+19,"95,631",,"44,845","1,689","7,472",119,"746,592","39,075","19,106,539",South America,134,"8,369",26
15,Mexico,"120,102","+2,999","14,053",+354,"87,633","+3,214","18,416",378,932,109,"344,375","2,673","128,851,627",North America,"1,073","9,169",374
16,Saudi Arabia,"108,571","+3,288",783,+37,"76,339","+1,815","31,449","1,686","3,122",23,"997,673","28,685","34,779,942",Asia,320,"44,419",35
17,Pakistan,"108,317","+4,646","2,172",+105,"35,018",+663,"71,127",111,491,10,"730,453","3,311","220,615,030",Asia,"2,037","101,572",302
18,Canada,"96,653",+409,"7,897",+62,"55,572",+572,"33,184","1,864","2,562",209,"1,955,719","51,845","37,722,638",North America,390,"4,777",19
19,Qatar,"71,879","+1,721",62,+5,"47,569","+1,634","24,248",236,"25,600",22,"265,035","94,392","2,807,805",Asia,39,"45,287",11
20,Bangladesh,"71,675","+3,171",975,+45,"15,337",+777,"55,363",1,435,6,"425,595","2,586","164,591,590",Asia,"2,296","168,812",387
21,Belgium,"59,437",+89,"9,619",+13,"16,324",+9,"33,494",115,"5,130",830,"958,513","82,725","11,586,764",Europe,195,"1,205",12
22,South Africa,"52,991","+2,112","1,162",+82,"29,006","+2,907","22,823",208,894,20,"968,070","16,335","59,263,077",Africa,"1,118","51,001",61
23,Belarus,"50,265",+812,282,+6,"24,506",+626,"25,477",92,"5,319",30,"644,160","68,169","9,449,492",Europe,188,"33,509",15
24,Netherlands,"47,903",+164,"6,031",+15,N/A,N/A,N/A,92,"2,796",352,"424,448","24,774","17,132,765",Europe,358,"2,841",40
25,Sweden,"45,924",+202,"4,717",+23,N/A,N/A,N/A,288,"4,549",467,"275,500","27,289","10,095,634",Europe,220,"2,140",37
26,Ecuador,"43,917",+539,"3,690",+48,"21,020",,"19,207",219,"2,492",209,"128,175","7,272","17,626,344",South America,401,"4,777",138
27,Colombia,"42,078","+1,359","1,372",+64,"16,534",+107,"24,172",335,827,27,"432,870","8,513","50,850,368",South America,"1,208","37,063",117
28,UAE,"39,904",+528,283,+2,"22,740",+465,"16,881",1,"4,038",29,"2,537,000","256,700","9,883,146",Asia,248,"34,923",4
29,Singapore,"38,514",+218,25,,"25,877",+509,"12,612",3,"6,586",4,"408,495","69,856","5,847,650",Asia,152,"233,906",14
30,Egypt,"36,829","+1,385","1,306",+35,"9,786",+411,"25,737",41,360,13,"135,000","1,321","102,210,197",Africa,"2,775","78,262",757
31,Portugal,"35,306",+421,"1,492",+7,"21,339",+183,"12,475",65,"3,462",146,"940,988","92,269","10,198,284",Europe,289,"6,835",11
32,Kuwait,"33,140",+630,273,+4,"22,162",+920,"10,705",173,"7,767",64,"321,506","75,353","4,266,645",Asia,129,"15,629",13
33,Indonesia,"33,076","+1,043","1,923",+40,"11,414",+510,"19,739",,121,7,"429,161","1,570","273,350,295",Asia,"8,264","142,148",637
34,Switzerland,"30,988",+16,"1,934",+11,"28,700",,354,24,"3,582",224,"428,973","49,587","8,650,937",Europe,279,"4,473",20
35,Ukraine,"27,856",+394,810,+13,"12,412",+217,"14,634",304,637,19,"437,444","9,999","43,747,275",Europe,"1,570","54,009",100
36,Poland,"27,560",+400,"1,183",+17,"13,196",+198,"13,181",160,728,31,"1,087,853","28,742","37,848,845",Europe,"1,373","31,994",35
37,Ireland,"25,215",+8,"1,691",+8,"22,698",,826,34,"5,110",343,"367,780","74,533","4,934,463",Europe,196,"2,918",13
38,Argentina,"24,761","+1,141",717,+24,"7,568",+263,"16,476",274,548,16,"203,051","4,495","45,171,227",South America,"1,824","63,000",222
39,Philippines,"22,992",+518,"1,017",+6,"4,736",+99,"17,239",82,210,9,"451,625","4,125","109,491,568",Asia,"4,762","107,661",242
40,Afghanistan,"21,459",+542,384,+15,"2,651",+480,"18,424",19,552,10,"49,530","1,274","38,870,176",Asia,"1,811","101,224",785
41,Romania,"20,749",+145,"1,354",+15,"14,910",+84,"4,485",152,"1,078",70,"511,295","26,569","19,244,249",Europe,927,"14,213",38
42,Dominican Republic,"20,415",+289,544,+5,"12,208",+50,"7,663",110,"1,883",50,"94,511","8,718","10,841,423",North America,531,"19,929",115
43,Oman,"18,198",+712,83,+2,"4,152",+359,"13,963",85,"3,570",16,"114,064","22,375","5,097,800",Asia,280,"61,419",45
44,Israel,"18,180",+148,299,+1,"15,159",+57,"2,722",29,"1,977",33,"678,009","73,716","9,197,590",Asia,506,"30,761",14
45,Panama,"17,233",+379,403,+5,"10,561",+160,"6,269",90,"3,998",93,"80,720","18,726","4,310,510",North America,250,"10,696",53
46,Japan,"17,210",+36,916,,"15,213",+65,"1,081",92,136,7,"321,053","2,538","126,496,945",Asia,"7,350","138,097",394
47,Austria,"16,979",+11,672,,"15,875",+36,432,19,"1,886",75,"500,921","55,637","9,003,449",Europe,530,"13,398",18
48,Bahrain,"15,731",+314,29,+2,"10,606",+280,"5,096",13,"9,269",17,"378,235","222,853","1,697,242",Asia,108,"58,526",4
49,Iraq,"14,268",+787,392,+22,"5,831",+259,"8,045",70,355,10,"322,691","8,035","40,162,645",Asia,"2,815","102,456",124
50,Bolivia,"13,949",+306,475,+10,"2,159",+73,"11,315",3,"1,196",41,"38,092","3,266","11,663,221",South America,836,"24,554",306
51,Armenia,"13,675",+350,217,+6,"4,451",+352,"9,007",10,"4,615",73,"71,405","24,099","2,962,936",Asia,217,"13,654",41
52,Nigeria,"13,464",+663,365,+4,"4,206",+166,"8,893",7,65,2,"79,948",388,"205,794,199",Africa,"15,285","563,820","2,574"
53,Kazakhstan,"13,074",+215,61,+5,"8,015",+639,"4,998",62,697,3,"998,556","53,219","18,763,084",Asia,"1,435","307,592",19
54,Denmark,"12,001",+39,593,,"10,849",+57,559,15,"2,072",102,"730,924","126,216","5,791,055",Europe,483,"9,766",8
55,Serbia,"11,965",+69,250,,"11,348",,367,15,"1,369",29,"282,049","32,274","8,739,216",Europe,730,"34,957",31
56,S. Korea,"11,852",+38,274,+1,"10,589",+26,989,15,231,5,"1,035,997","20,208","51,266,763",Asia,"4,326","187,105",49
57,Algeria,"10,382",+117,724,+9,"6,951",+152,"2,707",36,237,17,,,"43,800,432",Africa,"4,219","60,498",
58,Ghana,"10,201",+291,48,,"3,755",+110,"6,398",10,329,2,"239,395","7,715","31,030,490",Africa,"3,042","646,469",130
59,Moldova,"10,025",+218,365,+12,"5,797",+59,"3,863",305,"2,485",90,"63,328","15,697","4,034,462",Europe,402,"11,053",64
60,Czechia,"9,751",+54,328,,"7,053",+59,"2,370",11,911,31,"478,825","44,717","10,707,880",Europe,"1,098","32,646",22
61,Norway,"8,576",+15,239,,"8,138",,199,5,"1,583",44,"264,390","48,792","5,418,762",Europe,632,"22,673",20
62,Morocco,"8,437",+135,210,+2,"7,493",+85,734,15,229,6,"335,643","9,100","36,884,048",Africa,"4,372","175,638",110
63,Malaysia,"8,336",+7,117,,"6,975",+281,"1,244",6,258,4,"618,360","19,120","32,340,659",Asia,"3,880","276,416",52
64,Cameroon,"8,312",+252,212,,"4,794",+46,"3,306",28,314,8,,,"26,501,153",Africa,"3,188","125,005",
65,Azerbaijan,"8,191",+315,98,+5,"4,606",+229,"3,487",66,808,10,"343,391","33,886","10,133,776",Asia,"1,237","103,406",30
66,Guatemala,"7,502",+447,267,+15,"1,323",+62,"5,912",5,419,15,"31,427","1,756","17,894,306",North America,"2,385","67,020",569
67,Australia,"7,267",+2,102,,"6,720",+14,445,2,285,4,"1,650,684","64,778","25,481,994",Australia/Oceania,"3,507","249,823",15
68,Finland,"7,025",+24,324,+1,"5,800",,901,4,"1,268",58,"205,600","37,110","5,540,244",Europe,789,"17,100",27
69,Honduras,"6,450",+123,262,+4,740,+28,"5,448",13,652,26,"21,540","2,177","9,894,721",North America,"1,534","37,766",459
70,Sudan,"6,427",+185,389,+17,"2,127",+68,"3,911",,147,9,401,9,"43,780,863",Africa,"6,812","112,547","109,179"
71,Tajikistan,"4,690",+81,48,,"2,815",+52,"1,827",,492,5,,,"9,523,438",Asia,"2,031","198,405",
72,Uzbekistan,"4,520",+80,18,,"3,459",+102,"1,043",9,135,0.5,"748,555","22,386","33,439,129",Asia,"7,398","1,857,729",45
73,Senegal,"4,516",+89,52,+3,"2,809",+110,"1,655",14,270,3,"54,232","3,245","16,713,714",Africa,"3,701","321,418",308
74,Djibouti,"4,331",+53,34,+3,"2,139",+126,"2,158",,"4,388",34,"36,497","36,974","987,109",Africa,228,"29,033",27
75,DRC,"4,259",+153,90,+2,539,+2,"3,630",,48,1,,,"89,368,750",Africa,"20,984","992,986",
76,Guinea,"4,258",+42,23,,"2,942",+24,"1,293",24,325,2,"14,407","1,099","13,108,249",Africa,"3,078","569,924",910
77,Nepal,"4,086",+324,15,+1,584,+96,"3,487",,140,0.5,"272,489","9,363","29,103,332",Asia,"7,123","1,940,222",107
78,Luxembourg,"4,046",+6,110,,"3,902",+1,34,2,"6,470",176,"88,914","142,186","625,337",Europe,155,"5,685",7
79,Hungary,"4,017",+3,550,+2,"2,324",+40,"1,143",20,416,57,"214,468","22,198","9,661,655",Europe,"2,405","17,567",45
80,Ivory Coast,"3,995",+114,38,,"2,045",+176,"1,912",,152,1,"32,864","1,248","26,334,125",Africa,"6,592","693,003",801
81,Haiti,"3,538",+204,54,+3,24,,"3,460",,311,5,"7,451",654,"11,394,080",North America,"3,220","211,001","1,529"
82,Gabon,"3,247",+146,21,,938,+105,"2,288",13,"1,461",9,"16,730","7,529","2,222,218",Africa,684,"105,820",133
83,North Macedonia,"3,239",+87,157,+1,"1,658",+5,"1,424",34,"1,555",75,"38,014","18,246","2,083,379",Europe,643,"13,270",55
84,El Salvador,"3,191",+87,58,+3,"1,413",+52,"1,720",91,492,9,"111,274","17,160","6,484,338",North America,"2,032","111,799",58
85,Thailand,"3,121",+2,58,,"2,973",,90,1,45,0.8,"468,175","6,708","69,790,217",Asia,"22,361","1,203,280",149
86,Greece,"3,058",+9,183,+1,"1,374",,"1,501",10,293,18,"231,759","22,230","10,425,701",Europe,"3,409","56,971",45
87,Kenya,"2,989",+127,88,+3,873,+24,"2,028",7,56,2,"100,683","1,875","53,693,029",Africa,"17,964","610,148",533
88,Bulgaria,"2,889",+79,167,+3,"1,623",+36,"1,099",13,416,24,"93,512","13,453","6,951,096",Europe,"2,406","41,623",74
89,Bosnia and Herzegovina,"2,728",+24,160,,"2,049",+26,519,4,831,49,"72,514","22,095","3,281,866",Europe,"1,203","20,512",45
90,Venezuela,"2,632",+159,23,+1,487,,"2,122",1,93,0.8,"1,046,118","36,783","28,440,212",South America,"10,806","1,236,531",27
91,Somalia,"2,416",+48,85,+1,489,+19,"1,842",2,152,5,,,"15,862,476",Africa,"6,566","186,617",
92,Ethiopia,"2,336",+180,32,+5,379,+18,"1,925",32,20,0.3,"152,334","1,327","114,771,105",Africa,"49,131","3,586,597",753
93,Croatia,"2,247",,106,+2,"2,130",+2,11,,547,26,"69,115","16,830","4,106,567",Europe,"1,828","38,741",59
94,Cuba,"2,205",+5,83,,"1,880",+12,242,1,195,7,"122,603","10,824","11,326,990",North America,"5,137","136,470",92
95,Mayotte,"2,175",+24,28,+3,"1,654",,493,12,"7,985",103,"8,150","29,922","272,372",Africa,125,"9,728",33
96,Kyrgyzstan,"2,055",+23,24,+1,"1,483",+38,548,5,315,4,"127,051","19,494","6,517,406",Asia,"3,171","271,559",51
97,Estonia,"1,947",+7,69,,"1,684",+1,194,,"1,468",52,"91,000","68,602","1,326,486",Europe,681,"19,224",15
98,Maldives,"1,942",+26,8,,"1,010",+85,924,9,"3,597",15,"28,940","53,599","539,938",Asia,278,"67,492",19
99,Sri Lanka,"1,859",+2,11,,"1,057",+67,791,1,87,0.5,"76,957","3,595","21,408,167",Asia,"11,516","1,946,197",278
100,CAR,"1,850",,5,,38,,"1,807",,383,1,"15,881","3,292","4,824,430",Africa,"2,608","964,886",304
101,Iceland,"1,807",,10,,"1,794",,3,,"5,297",29,"62,870","184,307","341,115",Europe,189,"34,112",5
102,Lithuania,"1,727",+7,72,+1,"1,338",+7,317,17,634,26,"340,073","124,839","2,724,095",Europe,"1,577","37,835",8
103,South Sudan,"1,604",,19,,15,,"1,570",,143,2,"3,356",300,"11,185,781",Africa,"6,974","588,725","3,333"
104,Mali,"1,586",+39,94,+2,931,+15,561,,78,5,"3,483",172,"20,210,091",Africa,"12,743","215,001","5,802"
105,Slovakia,"1,531",+1,28,,"1,402",+6,101,,280,5,"190,426","34,880","5,459,497",Europe,"3,566","194,982",29
106,New Zealand,"1,504",,22,,"1,482",,0,,301,4,"295,901","59,155","5,002,100",Australia/Oceania,"3,326","227,368",17
107,Slovenia,"1,486",+1,109,,"1,359",,18,,715,52,"85,562","41,157","2,078,922",Europe,"1,399","19,073",24
108,Nicaragua,"1,464",+346,55,+9,953,+583,456,,221,8,,,"6,619,776",North America,"4,522","120,360",
109,Guinea-Bissau,"1,389",,12,,153,,"1,224",5,707,6,"1,500",763,"1,964,886",Africa,"1,415","163,741","1,310"
110,Costa Rica,"1,375",+33,11,+1,717,+5,647,5,270,2,"29,622","5,818","5,091,366",North America,"3,703","462,851",172
111,Lebanon,"1,368",+18,30,,795,+16,543,7,200,4,"97,745","14,317","6,827,040",Asia,"4,991","227,568",70
112,Equatorial Guinea,"1,306",,12,,200,,"1,094",,933,9,"8,268","5,907","1,399,659",Africa,"1,072","116,638",169
113,Albania,"1,299",+36,34,,960,+15,305,6,451,12,"16,716","5,808","2,877,966",Europe,"2,216","84,646",172
114,Zambia,"1,200",,10,,912,,278,1,65,0.5,"28,236","1,539","18,348,224",Africa,"15,290","1,834,822",650
115,Paraguay,"1,187",+42,11,,604,+1,572,2,167,2,"40,032","5,617","7,127,209",South America,"6,004","647,928",178
116,Mauritania,"1,162",+58,61,+2,139,+20,962,11,250,13,"7,654","1,649","4,641,294",Africa,"3,994","76,087",606
117,Madagascar,"1,138",+44,9,,274,+20,855,9,41,0.3,"13,707",496,"27,642,529",Africa,"24,290","3,071,392","2,017"
118,Hong Kong,"1,108",,4,,"1,049",,55,3,148,0.5,"202,930","27,081","7,493,415",Asia,"6,763","1,873,354",37
119,Latvia,"1,089",+1,26,,794,+13,269,5,577,14,"120,052","63,613","1,887,219",Europe,"1,733","72,585",16
120,Tunisia,"1,087",,49,,982,,56,1,92,4,"55,419","4,692","11,811,216",Africa,"10,866","241,045",213
121,Sierra Leone,"1,025",+24,50,+1,621,+10,354,,129,6,,,"7,966,414",Africa,"7,772","159,328",
122,Niger,974,+1,65,,871,+2,38,,40,3,"6,229",258,"24,141,726",Africa,"24,786","371,411","3,876"
123,Cyprus,972,+2,18,,807,,147,4,805,15,"125,312","103,834","1,206,847",Asia,"1,242","67,047",10
124,Burkina Faso,891,+1,53,,765,,73,,43,3,,,"20,863,682",Africa,"23,416","393,654",
125,Andorra,852,,51,,757,+6,44,7,"11,028",660,"3,750","48,539","77,258",Europe,91,"1,515",21
126,Uruguay,846,+1,23,,754,+16,69,4,244,7,"49,653","14,297","3,473,053",South America,"4,105","151,002",70
127,Jordan,845,+14,9,,657,+30,179,5,83,0.9,"235,014","23,047","10,197,099",Asia,"12,068","1,133,011",43
128,Chad,844,+5,71,+1,706,+21,67,,51,4,,,"16,392,970",Africa,"19,423","230,887",
129,Georgia,818,+6,13,,686,+3,119,6,205,3,"67,725","16,975","3,989,577",Asia,"4,877","306,891",59
130,French Guiana,773,+44,2,,427,+27,344,6,"2,593",7,277,929,"298,154",South America,386,"149,077","1,076"
131,Congo,728,+45,24,+2,221,+11,483,,132,4,,,"5,508,918",Africa,"7,567","229,538",
132,Diamond Princess,712,,13,,651,,48,4,,,,,,,,,
133,San Marino,688,+1,42,,483,+5,163,1,"20,279","1,238","5,061","149,173","33,927",Europe,49,808,7
134,Uganda,657,+11,,,118,+15,539,,14,,"104,160","2,282","45,637,829",Africa,"69,464",,438
135,Malta,632,+2,9,,597,+1,26,,"1,432",20,"77,033","174,489","441,477",Europe,699,"49,053",6
136,Jamaica,599,+1,10,,405,,184,2,202,3,"14,802","5,000","2,960,434",North America,"4,942","296,043",200
137,Cabo Verde,585,+18,5,,270,+4,310,,"1,053",9,"1,307","2,352","555,624",Africa,950,"111,125",425
138,Channel Islands,565,+1,48,+2,512,,5,,"3,251",276,"10,255","59,015","173,768",Europe,308,"3,620",17
139,Yemen,524,+28,127,+15,23,,374,,18,4,120,4,"29,782,558",Asia,"56,837","234,508","248,188"
140,Sao Tome and Principe,514,+1,12,,76,+8,426,,"2,348",55,"1,095","5,002","218,898",Africa,426,"18,242",200
141,Tanzania,509,,21,,183,,305,7,9,0.4,,,"59,615,680",Africa,"117,123","2,838,842",
142,Togo,501,+4,13,,260,+9,228,1,61,2,"23,501","2,843","8,265,752",Africa,"16,499","635,827",352
143,Palestine,481,+8,3,,404,,74,,94,0.6,"44,876","8,810","5,093,498",Asia,"10,589","1,697,833",114
144,Réunion,481,,1,,447,,33,1,537,1,"17,200","19,219","894,941",Africa,"1,861","894,941",52
145,Rwanda,463,+12,2,,300,+3,161,,36,0.2,"80,129","6,197","12,930,513",Africa,"27,928","6,465,257",161
146,Malawi,455,+12,4,,55,,396,4,24,0.2,"6,542",343,"19,096,245",Africa,"41,970","4,774,061","2,919"
147,Mozambique,453,+20,2,,136,+5,315,,15,0.06,"15,190",487,"31,194,658",Africa,"68,862","15,597,329","2,054"
148,Taiwan,443,,7,,430,,6,,19,0.3,"73,751","3,097","23,814,388",Asia,"53,757","3,402,055",323
149,Liberia,383,+13,31,+1,199,+4,153,,76,6,,,"5,049,729",Africa,"13,185","162,894",
150,Eswatini,371,+31,3,,232,+3,136,5,320,3,"6,551","5,650","1,159,446",Africa,"3,125","386,482",177
151,Libya,359,+27,5,,58,+1,296,,52,0.7,"10,525","1,533","6,865,543",Africa,"19,124","1,373,109",652
152,Mauritius,337,,10,,324,,3,,265,8,"133,883","105,283","1,271,651",Africa,"3,773","127,165",9
153,Isle of Man,336,,24,,312,,0,,"3,953",282,"5,315","62,524","85,007",Europe,253,"3,542",16
154,Vietnam,332,,,,316,,16,1,3,,"275,000","2,827","97,286,822",Asia,"293,033",,354
155,Montenegro,324,,9,,315,,0,,516,14,"13,186","20,995","628,062",Europe,"1,938","69,785",48
156,Zimbabwe,314,+27,4,,46,,264,,21,0.3,"52,905","3,563","14,849,502",Africa,"47,291","3,712,376",281
157,Benin,305,+17,4,,188,+2,113,2,25,0.3,"45,100","3,727","12,101,485",Africa,"39,677","3,025,371",268
158,Myanmar,246,+2,6,,159,,81,,5,0.1,"39,211",721,"54,388,681",Asia,"221,092","9,064,780","1,387"
159,Martinique,202,,14,,98,,90,,538,37,,,"375,281",North America,"1,858","26,806",
160,Mongolia,194,,,,85,+10,109,15,59,,"16,365","4,997","3,274,971",Asia,"16,881",,200
161,Faeroe Islands,187,,,,187,,0,,"3,828",,"10,459","214,091","48,853",Europe,261,,5
162,Cayman Islands,176,+5,1,,104,+2,71,,"2,680",15,"15,423","234,838","65,675",North America,373,"65,675",4
163,Gibraltar,176,,,,165,,11,,"5,224",,"9,283","275,525","33,692",Europe,191,,4
164,Guadeloupe,164,,14,,144,,6,1,410,35,"4,975","12,434","400,120",North America,"2,440","28,580",80
165,Guyana,156,+2,12,,86,+2,58,2,198,15,"1,854","2,358","786,336",South America,"5,041","65,528",424
166,Syria,146,+2,6,,62,,78,,8,0.3,,,"17,472,035",Asia,"119,671","2,912,006",
167,Bermuda,141,,9,,120,,12,2,"2,264",144,"8,169","131,145","62,290",North America,442,"6,921",8
168,Brunei,141,,2,,138,,1,1,322,5,"22,664","51,835","437,230",Asia,"3,101","218,615",19
169,Comoros,141,,2,,67,,72,,162,2,,,"868,384",Africa,"6,159","434,192",
170,Suriname,137,+9,2,,9,,126,2,234,3,"1,165","1,987","586,321",South America,"4,280","293,161",503
171,Cambodia,126,,,,124,+1,2,1,8,,"23,879","1,429","16,704,700",Asia,"132,577",,700
172,Trinidad and Tobago,117,,8,,109,,0,,84,6,"3,439","2,458","1,399,234",North America,"11,959","174,904",407
173,Bahamas,103,,11,,64,,28,1,262,28,"2,225","5,661","393,021",North America,"3,816","35,729",177
174,Aruba,101,,3,,98,,0,,946,28,"2,179","20,414","106,740",North America,"1,057","35,580",49
175,Monaco,99,,4,,93,,2,1,"2,524",102,"16,200","412,991","39,226",Europe,396,"9,807",2
176,Angola,96,+4,4,,38,,54,1,3,0.1,"10,000",305,"32,793,526",Africa,"341,599","8,198,382","3,279"
177,Barbados,92,,7,,81,,4,1,320,24,"6,005","20,897","287,356",North America,"3,123","41,051",48
178,Burundi,83,,1,,45,,37,,7,0.08,382,32,"11,865,851",Africa,"142,962","11,865,851","31,062"
179,Liechtenstein,82,,1,,55,,26,,"2,151",26,900,"23,608","38,122",Europe,465,"38,122",42
180,Sint Maarten,77,,15,,61,,1,1,"1,797",350,470,"10,969","42,847",North America,556,"2,856",91
181,French Polynesia,60,,,,60,,0,,214,,"4,262","15,177","280,815",Australia/Oceania,"4,680",,66
182,Bhutan,59,,,,17,+3,42,,77,,"19,782","25,654","771,097",Asia,"13,069",,39
183,Macao,45,,,,45,,0,,69,,,,"648,790",Asia,"14,418",,
184,Botswana,42,,1,,24,,17,1,18,0.4,"26,238","11,172","2,348,537",Africa,"55,918","2,348,537",90
185,Saint Martin,41,,3,,33,,5,1,"1,062",78,614,"15,897","38,624",North America,942,"12,875",63
186,Eritrea,39,,,,39,,0,,11,,,,"3,543,395",Africa,"90,856",,
187,Namibia,31,,,,16,,15,1,12,,"4,970","1,958","2,537,963",Africa,"81,870",,511
188,Gambia,28,,1,,21,,6,,12,0.4,"1,970",817,"2,411,953",Africa,"86,141","2,411,953","1,224"
189,St. Vincent Grenadines,27,,,,25,+9,2,,243,,643,"5,797","110,920",North America,"4,108",,173
190,Antigua and Barbuda,26,,3,,20,,3,1,266,31,246,"2,513","97,881",North America,"3,765","32,627",398
191,Timor-Leste,24,,,,24,,0,,18,,"1,568","1,191","1,316,827",Asia,"54,868",,840
192,Grenada,23,,,,22,,1,1,204,,"4,130","36,713","112,493",North America,"4,891",,27
193,Curaçao,21,,1,,15,,5,,128,6,985,"6,004","164,055",North America,"7,812","164,055",167
194,New Caledonia,21,+1,,,20,,1,,74,,"7,407","25,959","285,335",Australia/Oceania,"13,587",,39
195,Belize,20,+1,2,,16,,2,,50,5,"1,776","4,472","397,166",North America,"19,858","198,583",224
196,Laos,19,,,,19,+1,0,,3,,"8,926","1,228","7,269,013",Asia,"382,580",,814
197,Saint Lucia,19,,,,18,,1,,103,,"1,204","6,558","183,579",North America,"9,662",,152
198,Dominica,18,,,,16,,2,,250,,534,"7,419","71,976",North America,"3,999",,135
199,Fiji,18,,,,18,,0,,20,,"2,431","2,713","896,067",Australia/Oceania,"49,782",,369
200,Saint Kitts and Nevis,15,,,,15,,0,,282,,408,"7,672","53,177",North America,"3,545",,130
201,Falkland Islands,13,,,,13,,0,,"3,743",,535,"154,045","3,473",South America,267,,6
202,Greenland,13,,,,13,,0,,229,,"2,412","42,491","56,765",North America,"4,367",,24
203,Turks and Caicos,12,,1,,11,,0,,310,26,192,"4,963","38,685",North America,"3,224","38,685",201
204,Vatican City,12,,,,12,,0,,"14,981",,,,801,Europe,67,,
205,Montserrat,11,,1,,10,,0,,"2,204",200,61,"12,220","4,992",North America,454,"4,992",82
206,Seychelles,11,,,,11,,0,,112,,,,"98,312",Africa,"8,937",,
207,MS Zaandam,9,,2,,,,7,,,,,,,,,,
208,Western Sahara,9,,1,,6,,2,,15,2,,,"596,348",Africa,"66,261","596,348",
209,British Virgin Islands,8,,1,,7,,0,,265,33,167,"5,526","30,219",North America,"3,777","30,219",181
210,Papua New Guinea,8,,,,8,,0,,0.9,,"4,646",520,"8,936,110",Australia/Oceania,"1,117,014",,"1,923"
211,Caribbean Netherlands,7,,,,7,,0,,267,,424,"16,178","26,209",North America,"3,744",,62
212,St. Barth,6,,,,6,,0,,608,,152,"15,392","9,875",North America,"1,646",,65
213,Lesotho,4,,,,2,,2,,2,,"1,515",708,"2,141,255",Africa,"535,314",,"1,413"
214,Anguilla,3,,,,3,,0,,200,,41,"2,734","14,995",North America,"4,998",,366
215,Saint Pierre Miquelon,1,,,,1,,0,,173,,,,"5,795",North America,"5,795",,
NA,Total:,"1,424,270","+31,788","36,297",+658,"864,232","+21,318","523,741","15,054",,,,,,Asia,,,
NA,Total:,"2,327,720","+24,384","137,939","+1,554","963,408","+20,131","1,226,373","19,520",,,,,,North America,,,
