#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
30,Ireland,"24,506",+115,"1,592",+9,"21,060","1,854",54,"4,969",323,"295,626","59,943","4,931,752",Europe
31,Indonesia,"20,796",+634,"1,326",+48,"5,057","14,413",,76,5,"229,334",839,"273,208,135",Asia
32,Poland,"20,619",+476,982,+10,"8,731","10,906",160,545,26,"719,571","19,011","37,850,876",Europe
33,Ukraine,"20,148",+442,588,+9,"6,585","12,975",256,460,13,"267,185","6,106","43,760,129",Europe
34,South Africa,"20,125",+988,397,+28,"10,104","9,624",119,340,7,"543,032","9,169","59,226,304",Africa
35,Kuwait,"19,564",+955,138,+9,"5,515","13,911",180,"4,589",32,"264,959","62,145","4,263,538",Asia
36,Colombia,"19,131",+801,682,+30,"4,575","13,874",136,376,13,"235,948","4,642","50,823,711",South America
37,Romania,"17,712",+127,"1,166",+10,"10,777","5,769",200,920,61,"352,647","18,319","19,250,526",Europe
38,Israel,"16,690",+7,279,,"13,915","2,496",47,"1,815",30,"531,124","57,746","9,197,590",Asia
39,Japan,"16,513",+89,796,+19,"13,005","2,712",176,131,6,"265,502","2,099","126,515,903",Asia
40,Austria,"16,436",+32,635,+2,"15,005",796,31,"1,826",71,"390,488","43,383","9,000,927",Europe
41,Egypt,"15,786",+783,707,+11,"4,374","10,705",41,155,7,"135,000","1,322","102,115,130",Africa
42,Dominican Republic,"13,989",+332,456,+8,"7,572","5,961",113,"1,291",42,"61,330","5,660","10,836,077",North America
43,Philippines,"13,597",+163,857,+11,"3,092","9,648",81,124,8,"278,041","2,541","109,419,831",Asia
44,Denmark,"11,230",+48,561,,"9,764",905,23,"1,940",97,"514,765","88,905","5,790,054",Europe
45,S. Korea,"11,142",+20,264,,"10,162",716,15,217,5,"802,418","15,652","51,264,600",Asia
46,Serbia,"11,024",+105,237,,"5,541","5,246",12,"1,261",27,"209,797","24,002","8,740,939",Europe
47,Argentina,"10,649",+718,433,+17,"3,062","7,154",171,236,10,"121,278","2,686","45,150,850",South America
48,Panama,"10,267",+151,295,+4,"6,275","3,697",72,"2,384",68,"55,018","12,774","4,307,167",North America
49,Afghanistan,"9,216",+540,205,+12,996,"8,015",19,237,5,"27,889",718,"38,826,954",Asia
50,Czechia,"8,813",+59,312,+6,"6,025","2,476",29,823,29,"387,127","36,157","10,706,906",Europe
51,Bahrain,"8,414",+240,12,,"4,096","4,306",7,"4,966",7,"269,179","158,872","1,694,317",Asia
52,Norway,"8,332",+23,235,,"7,727",370,13,"1,538",43,"229,769","42,419","5,416,680",Europe
53,Algeria,"7,918",+190,582,+7,"4,256","3,080",22,181,13,,,"43,761,439",Africa
54,Kazakhstan,"7,597",+363,35,,"4,096","3,466",31,405,2,"612,997","32,690","18,752,041",Asia
55,Morocco,"7,332",+121,197,+1,"4,377","2,758",1,199,5,"123,402","3,348","36,862,538",Africa
56,Nigeria,"7,261",+245,221,+10,"2,007","5,033",7,35,1,"41,907",204,"205,542,168",Africa
57,Malaysia,"7,137",+78,115,+1,"5,859","1,163",9,221,4,"491,729","15,214","32,320,265",Asia
58,Australia,"7,095",+14,101,+1,"6,479",515,7,279,4,"1,170,682","45,968","25,467,448",Australia/Oceania
59,Moldova,"6,847",+143,237,+4,"3,369","3,241",251,"1,697",59,"40,565","10,053","4,034,922",Europe
60,Oman,"6,794",+424,34,+3,"1,821","4,939",31,"1,334",7,"72,000","14,142","5,091,392",Asia
61,Finland,"6,537",+44,306,,"4,800","1,431",21,"1,180",55,"163,000","29,423","5,539,822",Europe
62,Ghana,"6,486",+217,31,,"1,951","4,504",12,209,1,"192,194","6,200","30,998,526",Africa
63,Armenia,"5,928",+322,74,+4,"2,874","2,980",10,"2,001",25,"47,654","16,085","2,962,665",Asia
64,Bolivia,"5,187",+268,215,+16,561,"4,411",3,445,18,"14,803","1,270","11,655,388",South America
65,Cameroon,"4,400",+112,159,+3,"1,822","2,419",28,166,6,,,"26,468,556",Africa
66,Luxembourg,"3,981",+1,109,,"3,748",124,5,"6,371",174,"65,724","105,186","624,836",Europe
67,Iraq,"3,964",+87,147,+7,"2,532","1,285",,99,4,"175,830","4,383","40,118,148",Asia
68,Azerbaijan,"3,855",+106,46,+2,"2,399","1,410",42,381,5,"252,496","24,927","10,129,286",Asia
69,Hungary,"3,678",+37,476,+3,"1,587","1,615",23,381,49,"155,801","16,124","9,662,856",Europe
70,Sudan,"3,378",+240,137,+16,372,"2,869",,77,3,394,9,"43,730,378",Africa
71,Honduras,"3,204",+104,156,+5,397,"2,651",13,324,16,"11,820","1,196","9,886,968",North America
72,Guinea,"3,067",,19,+1,"1,575","1,473",24,234,1,"13,726","1,049","13,090,666",Africa
73,Thailand,"3,037",,56,,"2,910",71,61,44,0.8,"328,073","4,701","69,781,627",Asia
74,Uzbekistan,"3,028",+64,13,,"2,492",523,4,91,0.4,"460,000","13,766","33,415,264",Asia
75,Senegal,"2,909",+97,33,,"1,311","1,565",6,174,2,"32,883","1,970","16,691,939",Africa
76,Greece,"2,874",+21,169,+1,"1,374","1,331",19,276,16,"147,958","14,188","10,428,193",Europe
77,Tajikistan,"2,551",+201,44,,"1,089","1,418",,268,5,,,"9,512,877",Asia
78,Guatemala,"2,512",+247,48,+3,222,"2,242",5,141,3,"25,464","1,424","17,877,985",North America
79,Bosnia and Herzegovina,"2,372",+22,141,+1,"1,614",617,4,723,43,"57,507","17,517","3,282,865",Europe
80,Bulgaria,"2,372",+41,125,+5,769,"1,478",29,341,18,"71,605","10,297","6,953,654",Europe
81,Ivory Coast,"2,341",+40,29,,"1,146","1,166",,89,1,"22,233",845,"26,301,903",Africa
82,Djibouti,"2,270",+223,10,,"1,064","1,196",,"2,301",10,"22,097","22,402","986,402",Africa
83,Croatia,"2,243",+6,99,+2,"2,011",133,5,546,24,"59,911","14,585","4,107,806",Europe
84,DRC,"1,945",+110,63,+2,312,"1,570",,22,0.7,,,"89,234,236",Africa
85,North Macedonia,"1,921",+23,112,+1,"1,387",422,21,922,54,"24,018","11,528","2,083,383",Europe
86,Cuba,"1,916",+8,81,+1,"1,631",204,4,169,7,"90,911","8,026","11,327,329",North America
87,Estonia,"1,807",+7,64,,"1,508",235,2,"1,362",48,"74,604","56,244","1,326,442",Europe
88,Iceland,"1,803",,10,,"1,791",2,,"5,287",29,"58,225","170,745","341,006",Europe
89,Gabon,"1,728",+161,12,,402,"1,314",6,779,5,"8,622","3,884","2,219,628",Africa
90,El Salvador,"1,725",+85,33,,566,"1,126",26,266,5,"67,663","10,437","6,482,732",North America
91,Lithuania,"1,604",+11,61,,"1,111",432,17,588,22,"259,043","95,029","2,725,949",Europe
92,Somalia,"1,594",,61,,204,"1,329",2,101,4,,,"15,840,585",Africa
93,Mayotte,"1,521",+46,19,,894,608,11,"5,591",70,"5,200","19,114","272,048",Africa
94,New Zealand,"1,504",+1,21,,"1,455",28,1,312,4,"250,246","51,940","4,818,013",Australia/Oceania
95,Slovakia,"1,503",+1,28,,"1,256",219,2,275,5,"154,529","28,305","5,459,368",Europe
96,Slovenia,"1,468",,106,,"1,340",22,3,706,51,"75,110","36,130","2,078,908",Europe
97,Kyrgyzstan,"1,350",+37,14,,939,397,5,207,2,"98,281","15,092","6,512,107",Asia
98,Maldives,"1,274",+58,4,,109,"1,161",9,"2,362",7,"11,775","21,827","539,469",Asia
99,Kenya,"1,161",+52,50,,380,731,1,22,0.9,"55,074","1,027","53,634,644",Africa
100,Guinea-Bissau,"1,114",+5,6,,42,"1,066",,568,3,"1,500",764,"1,962,592",Africa
101,Lebanon,"1,086",+62,26,,663,397,3,159,4,"69,610","10,194","6,828,536",Asia
102,Sri Lanka,"1,068",+20,9,,620,439,1,50,0.4,"49,124","2,295","21,403,762",Asia
103,Hong Kong,"1,066",+2,4,,"1,029",33,1,142,0.5,"168,291","22,467","7,490,427",Asia
104,Tunisia,"1,048",+2,47,,903,98,3,89,4,"46,628","3,950","11,805,138",Africa
105,Latvia,"1,030",+5,22,,712,296,2,545,12,"96,366","51,035","1,888,237",Europe
106,Albania,981,+12,31,,777,173,3,341,11,"12,933","4,494","2,878,120",Europe
107,Mali,969,+22,62,+2,560,347,,48,3,"3,483",173,"20,181,288",Africa
108,Equatorial Guinea,960,+57,11,+1,165,784,,687,8,854,611,"1,397,381",Africa
109,Venezuela,944,+62,10,,262,672,2,33,0.4,"735,426","25,855","28,444,157",South America
110,Niger,937,+13,60,,764,113,,39,2,"5,971",248,"24,098,369",Africa
111,Cyprus,927,+4,17,,561,349,10,768,14,"95,349","79,035","1,206,416",Asia
112,Zambia,920,+54,7,,336,577,1,50,0.4,"20,011","1,092","18,322,805",Africa
113,Costa Rica,911,+8,10,,600,301,4,179,2,"22,554","4,432","5,089,080",North America
114,Paraguay,838,+2,11,,264,563,,118,2,"21,987","3,087","7,122,901",South America
115,Burkina Faso,814,+2,52,,672,90,,39,2,,,"20,835,388",Africa
116,Andorra,762,,51,,652,59,3,"9,864",660,"3,750","48,542","77,252",Europe
117,Uruguay,753,+4,20,,603,130,5,217,6,"37,178","10,707","3,472,463",South America
118,Haiti,734,+71,25,+3,21,688,,64,2,"2,519",221,"11,387,245",North America
119,Georgia,723,+2,12,,495,216,6,181,3,"45,707","11,456","3,989,952",Asia
120,Diamond Princess,712,,13,,651,48,4,,,,,0,
121,Jordan,700,+16,9,,461,230,5,69,0.9,"159,320","15,632","10,192,121",Asia
122,San Marino,661,+3,41,,254,366,1,"19,485","1,209","3,873","114,167","33,924",Europe
123,Chad,611,+23,58,,196,357,,37,4,,,"16,369,695",Africa
124,Sierra Leone,606,+21,38,+3,230,338,,76,5,,,"7,958,421",Africa
125,Malta,600,+1,6,,469,125,1,"1,359",14,"57,784","130,905","441,420",Europe
126,South Sudan,563,+82,6,+2,6,551,,50,0.5,"3,356",300,"11,179,329",Africa
127,Channel Islands,558,,45,,508,5,,"3,213",259,"5,342","30,756","173,689",Europe
128,Jamaica,534,+5,9,,181,344,,180,3,"9,178","3,101","2,959,800",North America
129,Nepal,516,+59,3,,70,443,1,18,0.1,"124,604","4,285","29,077,526",Asia
130,Tanzania,509,,21,,183,305,7,9,0.4,,,"59,531,669",Africa
131,CAR,479,+43,,,18,461,,99,,"11,570","2,400","4,820,296",Africa
132,Congo,469,,16,,137,316,,85,3,,,"5,502,218",Africa
133,Réunion,449,,1,,411,37,2,502,1,"17,200","19,226","894,627",Africa
134,Madagascar,448,+43,2,,135,311,2,16,0.07,"5,670",205,"27,607,404",Africa
135,Taiwan,441,,7,,408,26,,19,0.3,"70,338","2,954","23,812,274",Asia
136,Ethiopia,433,+34,5,,128,300,,4,0.04,"73,205",639,"114,630,633",Africa
137,Palestine,423,,2,,346,75,,83,0.4,"44,876","8,821","5,087,651",Asia
138,Togo,363,+9,12,,121,230,,44,1,"14,767","1,789","8,256,184",Africa
139,Cabo Verde,362,+6,3,,95,264,,652,5,892,"1,606","555,327",Africa
140,Isle of Man,336,,24,,303,9,2,"3,954",282,"4,393","51,691","84,985",Europe
141,Mauritius,332,,10,,322,0,,261,8,"101,052","79,472","1,271,548",Africa
142,Montenegro,324,,9,,314,1,,516,14,"10,167","16,188","628,058",Europe
143,Vietnam,324,,,,267,57,2,3,,"275,000","2,828","97,243,794",Asia
144,Rwanda,321,+1,,,222,99,,25,,"55,968","4,334","12,914,674",Africa
145,Nicaragua,279,,17,,199,63,,42,3,,,"6,615,901",North America
146,French Guiana,261,+12,1,,141,119,,877,3,,,"297,772",South America
147,Sao Tome and Principe,251,,8,,4,239,,"1,148",37,175,800,"218,697",Africa
148,Liberia,249,+9,24,+1,136,89,,49,5,,,"5,043,867",Africa
149,Eswatini,225,+5,2,,119,104,,194,2,"4,994","4,309","1,158,855",Africa
150,Yemen,209,+12,33,,11,165,,7,1,120,4,"29,750,177",Asia
151,Mauritania,200,+27,6,+1,7,187,,43,1,"2,583",557,"4,635,263",Africa
152,Myanmar,199,,6,,116,77,,4,0.1,"17,152",315,"54,370,772",Asia
153,Martinique,197,+5,14,,91,92,,525,37,,,"375,295",North America
154,Faeroe Islands,187,,,,187,0,,"3,829",,"9,084","185,984","48,843",Europe
155,Uganda,175,+15,,,68,107,,4,,"81,682","1,793","45,566,443",Africa
156,Mozambique,164,+2,,,48,116,,5,,"7,480",240,"31,151,425",Africa
157,Guadeloupe,156,+1,13,,115,28,3,390,32,"3,573","8,930","400,117",North America
158,Gibraltar,151,,,,147,4,,"4,482",,"6,101","181,082","33,692",Europe
159,Brunei,141,,1,,136,4,2,323,2,"18,193","41,629","437,024",Asia
160,Mongolia,141,+1,,,28,113,27,43,,"12,153","3,714","3,272,373",Asia
161,Benin,135,,3,,61,71,,11,0.2,"26,792","2,217","12,085,815",Africa
162,Cayman Islands,129,+8,1,,61,67,,"1,965",15,"8,426","128,373","65,637",North America
163,Bermuda,128,+3,9,,81,38,2,"2,055",144,"6,133","98,441","62,301",North America
164,Guyana,127,,10,,57,60,3,162,13,"1,366","1,738","786,150",South America
165,Cambodia,123,,,,122,1,,7,,"15,830",948,"16,693,317",Asia
166,Trinidad and Tobago,116,,8,,108,0,,83,6,"2,866","2,049","1,399,011",North America
167,Aruba,101,,3,,95,3,4,946,28,"2,061","19,313","106,718",North America
168,Bahamas,97,,11,,44,42,1,247,28,"1,910","4,862","392,836",North America
169,Monaco,97,,4,,90,3,1,"2,474",102,,,"39,212",Europe
170,Barbados,90,,7,,70,13,4,313,24,"4,541","15,804","287,338",North America
171,Malawi,82,+10,3,,28,51,1,4,0.2,"2,411",126,"19,071,854",Africa
172,Liechtenstein,82,,1,,55,26,,"2,151",26,900,"23,612","38,117",Europe
173,Comoros,78,+44,1,,18,59,,90,1,,,"867,471",Africa
174,Sint Maarten,77,,15,,59,3,1,"1,798",350,437,"10,205","42,823",North America
175,Libya,72,+1,3,,38,31,,10,0.4,"4,351",634,"6,860,947",Africa
176,Angola,60,+2,3,,17,40,,2,0.09,"6,136",187,"32,743,009",Africa
177,French Polynesia,60,,,,60,0,,214,,"3,873","13,796","280,735",Australia/Oceania
178,Syria,59,+1,4,+1,37,18,,3,0.2,,,"17,451,066",Asia
179,Zimbabwe,51,,4,,18,29,,3,0.3,"28,019","1,888","14,838,856",Africa
180,Macao,45,,,,45,0,,69,,,,"648,355",Asia
181,Burundi,42,,1,,20,21,,4,0.08,284,24,"11,848,359",Africa
182,Saint Martin,40,,3,,33,4,1,"1,036",78,,,"38,592",North America
183,Eritrea,39,,,,39,0,,11,,,,"3,540,980",Africa
184,Botswana,30,+1,1,,19,10,,13,0.4,"16,100","6,862","2,346,198",Africa
185,Antigua and Barbuda,25,,3,,19,3,1,256,31,183,"1,870","97,842",North America
186,Gambia,25,+1,1,,13,11,,10,0.4,"1,476",613,"2,408,601",Africa
187,Timor-Leste,24,,,,24,0,,18,,738,561,"1,315,590",Asia
188,Grenada,22,,,,17,5,4,196,,"3,007","26,736","112,468",North America
189,Bhutan,21,,,,6,15,,27,,"14,843","19,260","770,679",Asia
190,Laos,19,,,,14,5,,3,,"5,044",694,"7,263,819",Asia
191,Namibia,19,+1,,,14,5,,7,,"2,681","1,057","2,535,696",Africa
192,Belize,18,,2,,16,0,,45,5,"1,435","3,616","396,811",North America
193,Fiji,18,,,,15,3,,20,,"1,300","1,451","895,748",Australia/Oceania
194,New Caledonia,18,,,,18,0,,63,,"5,454","19,123","285,200",Australia/Oceania
195,Saint Lucia,18,,,,18,0,,98,,867,"4,724","183,538",North America
196,St. Vincent Grenadines,18,,,,14,4,,162,,175,"1,578","110,903",North America
197,Curaçao,16,,1,,14,1,,98,6,504,"3,073","164,022",North America
198,Dominica,16,,,,16,0,,222,,433,"6,017","71,967",North America
199,Saint Kitts and Nevis,15,,,,15,0,,282,,391,"7,355","53,159",North America
200,Falkland Islands,13,,,,13,0,,"3,749",,426,"122,837","3,468",South America
201,Turks and Caicos,12,,1,,10,1,,310,26,109,"2,820","38,659",North America
202,Vatican City,12,,,,2,10,,"14,981",,,,801,Europe
203,Montserrat,11,,1,,10,0,,"2,204",200,36,"7,212","4,992",North America
204,Suriname,11,,1,,9,1,,19,2,404,689,"586,063",South America
205,Greenland,11,,,,11,0,,194,,"1,767","31,131","56,760",North America
206,Seychelles,11,,,,11,0,,112,,,,"98,282",Africa
207,MS Zaandam,9,,2,,,7,,,,,,0,
208,British Virgin Islands,8,,1,,6,1,,265,33,167,"5,528","30,209",North America
209,Papua New Guinea,8,,,,8,0,,0.9,,"2,402",269,"8,927,762",Australia/Oceania
210,Caribbean Netherlands,6,,,,6,0,,229,,424,"16,185","26,197",North America
211,St. Barth,6,,,,6,0,,608,,,,"9,874",North America
212,Western Sahara,6,,,,6,0,,10,,,,"595,623",Africa
213,Anguilla,3,,,,3,0,,200,,,,"14,989",North America
214,Lesotho,2,+1,,,,2,,0.9,,,,"2,140,421",Africa
215,Saint Pierre Miquelon,1,,,,1,0,,173,,,,"5,797",North America
NA,Total:,"912,036","+24,779","26,674",+430,"531,963","353,399","4,850",,,,,,Asia
NA,Total:,"1,824,549","+29,354","111,630","+1,835","505,055","1,207,864","18,247",,,,,,North America
NA,Total:,"578,187","+29,563","29,361","+1,283","218,724","330,102","10,701",,,,,,South America
NA,Total:,"1,868,166","+19,844","168,419","+1,614","849,073","850,674","10,477",,,,,,Europe
NA,Total:,"105,845","+4,161","3,204",+89,"42,881","59,760",296,,,,,,Africa
NA,Total:,"8,703",+15,122,+1,"8,035",546,8,,,,,,Australia/Oceania
NA,Total:,721,,15,,651,55,4,,,,,,
NA,Total:,"5,298,207","+107,716","339,425","+5,252","2,156,382","2,802,400","44,583",679.7,43.5,,,,All
