#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
18,Pakistan,"300,955",+584,"6,373",+3,"288,536",+330,"6,046",534,"1,357",29,"2,908,379","13,117","221,730,168",Asia,737,"34,792",76
19,Turkey,"289,635","+1,509","6,999",+48,"257,731","+1,207","24,905","1,241","3,427",83,"8,423,463","99,662","84,520,025",Asia,292,"12,076",10
20,Iraq,"286,778","+4,106","7,941",+60,"221,283","+3,887","57,554",575,"7,099",197,"1,883,048","46,613","40,397,492",Asia,141,"5,087",21
21,Italy,"286,297","+1,501","35,603",+6,"213,191",+759,"37,503",182,"4,737",589,"9,745,975","161,241","60,443,615",Europe,211,"1,698",6
22,Germany,"260,546",+821,"9,427",+4,"235,300","+2,000","15,819",233,"3,108",112,"13,436,301","160,265","83,838,272",Europe,322,"8,893",6
23,Philippines,"257,844","+4,916","4,292",+186,"187,096",+639,"66,456","1,048","2,347",39,"3,040,790","27,676","109,870,178",Asia,426,"25,599",36
24,Indonesia,"214,746","+3,806","8,650",+106,"152,458","+2,241","53,638",,783,32,"2,620,004","9,559","274,100,582",Asia,"1,276","31,688",105
25,Israel,"152,722","+4,158","1,103",+13,"113,496","+1,768","38,123",495,"16,605",120,"2,710,687","294,717","9,197,590",Asia,60,"8,339",3
26,Ukraine,"151,859","+3,103","3,148",+72,"68,346","+1,341","80,365",177,"3,477",72,"1,834,165","41,991","43,679,436",Europe,288,"13,875",24
27,Canada,"136,141",+515,"9,170",+7,"120,075",+401,"6,896",53,"3,601",243,"6,069,252","160,526","37,808,439",North America,278,"4,123",6
28,Bolivia,"125,172",+967,"7,250",+57,"81,240","+1,757","36,682",71,"10,694",619,"269,472","23,023","11,704,558",South America,94,"1,614",43
29,Qatar,"121,523",+236,205,,"118,475",+276,"2,843",48,"43,280",73,"685,839","244,262","2,807,805",Asia,23,"13,697",4
30,Ecuador,"116,451","+1,719","10,864",+28,"91,242",,"14,345",381,"6,581",614,"352,675","19,930","17,695,923",South America,152,"1,629",50
31,Kazakhstan,"106,729",+68,"1,634",,"100,518",+109,"4,577",221,"5,671",87,"2,571,562","136,630","18,821,366",Asia,176,"11,519",7
32,Dominican Republic,"103,092",+860,"1,953",+12,"76,531",+784,"24,608",210,"9,484",180,"408,014","37,537","10,869,637",North America,105,"5,566",27
33,Romania,"102,386","+1,311","4,127",+27,"42,811","+1,801","55,448",467,"5,330",215,"2,066,860","107,587","19,211,121",Europe,188,"4,655",9
34,Panama,"101,041",+711,"2,155",+15,"73,476",+618,"25,410",158,"23,345",498,"394,728","91,200","4,328,153",North America,43,"2,008",11
35,Egypt,"100,856",+148,"5,627",+20,"83,261",+788,"11,968",41,982,55,"135,000","1,314","102,711,941",Africa,"1,018","18,253",761
36,Kuwait,"94,211",+736,558,+1,"84,404",+744,"9,249",94,"21,996",130,"673,003","157,132","4,283,046",Asia,45,"7,676",6
37,Belgium,"91,537",+969,"9,919",+2,"18,689",+30,"62,929",67,"7,891",855,"2,566,088","221,218","11,599,826",Europe,127,"1,169",5
38,Oman,"88,337",,762,,"83,325",,"4,250",161,"17,214",148,"309,212","60,256","5,131,618",Asia,58,"6,734",17
39,Sweden,"86,505",,"5,846",,N/A,N/A,N/A,13,"8,555",578,"1,250,488","123,664","10,111,951",Europe,117,"1,730",8
40,Morocco,"84,435","+2,238","1,553",+29,"65,867","+1,673","17,015",252,"2,282",42,"2,207,396","59,663","36,997,575",Africa,438,"23,823",17
41,Guatemala,"81,658",+649,"2,949",+20,"70,403",+700,"8,306",5,"4,541",164,"275,853","15,342","17,980,449",North America,220,"6,097",65
42,Netherlands,"81,012","+1,231","6,253",+1,N/A,N/A,N/A,50,"4,726",365,"1,832,451","106,895","17,142,577",Europe,212,"2,741",9
43,UAE,"78,849","+1,007",399,+1,"68,983",+521,"9,467",,"7,953",40,"8,042,775","811,241","9,914,157",Asia,126,"24,848",1
44,Japan,"74,544",+643,"1,423",+11,"66,280",+690,"6,841",190,590,11,"1,703,734","13,479","126,396,890",Asia,"1,696","88,824",74
45,Belarus,"73,975",+191,744,+6,"72,547",+178,684,,"7,829",79,"1,642,109","173,792","9,448,688",Europe,128,"12,700",6
46,Poland,"73,650",+603,"2,182",+13,"59,725",+877,"11,743",85,"1,946",58,"2,970,888","78,516","37,838,127",Europe,514,"17,341",13
47,Honduras,"66,049",+247,"2,058",+9,"16,613","+1,036","47,378",31,"6,648",207,"157,292","15,831","9,935,641",North America,150,"4,828",63
48,Ethiopia,"63,888",+521,996,+10,"24,493",+469,"38,399",330,553,9,"1,130,850","9,790","115,512,484",Africa,"1,808","115,976",102
49,Portugal,"63,310",+497,"1,860",+5,"43,894",+250,"17,556",59,"6,213",183,"2,229,753","218,805","10,190,601",Europe,161,"5,479",5
50,Venezuela,"59,630",+967,477,+9,"47,729",+769,"11,424",111,"2,098",17,"1,824,287","64,192","28,419,390",South America,477,"59,579",16
51,Bahrain,"59,586",+747,211,+3,"53,192",+416,"6,183",26,"34,791",123,"1,240,204","724,130","1,712,682",Asia,29,"8,117",1
52,Singapore,"57,357",+42,27,,"56,699",+92,631,,"9,789",5,"2,281,104","389,295","5,859,577",Asia,102,"217,021",3
53,Nigeria,"56,177",+160,"1,078",+2,"44,088",+90,"11,011",7,271,5,"438,135","2,115","207,124,364",Africa,"3,687","192,138",473
54,Costa Rica,"55,454","+1,485",590,+7,"20,928",+218,"33,936",225,"10,866",116,"175,050","34,300","5,103,428",North America,92,"8,650",29
55,Nepal,"53,120","+1,202",336,+14,"37,524",+852,"15,260",,"1,817",11,"831,362","28,433","29,239,533",Asia,550,"87,022",35
56,Algeria,"48,007",+255,"1,605",+6,"33,875",+152,"12,527",32,"1,091",36,,,"44,006,232",Africa,917,"27,418",
57,Uzbekistan,"46,721",+561,384,+7,"43,359",+502,"2,978",224,"1,392",11,"1,377,915","41,052","33,565,083",Asia,718,"87,409",24
58,Switzerland,"46,704",+465,"2,020",,"38,500",+400,"6,184",26,"5,389",233,"1,173,798","135,428","8,667,341",Europe,186,"4,291",7
59,Armenia,"45,675",+172,911,+2,"41,605",+171,"3,159",,"15,408",307,"234,631","79,150","2,964,369",Asia,65,"3,254",13
60,Ghana,"45,434",+46,286,+1,"44,342",+75,806,5,"1,456",9,"450,872","14,451","31,199,186",Africa,687,"109,088",69
61,Kyrgyzstan,"44,828",+67,"1,063",,"40,779",+148,"2,986",24,"6,849",162,"267,718","40,902","6,545,370",Asia,146,"6,157",24
62,Moldova,"42,714",+531,"1,117",+3,"30,437",,"11,160",549,"10,594",277,"210,553","52,220","4,032,039",Europe,94,"3,610",19
63,Afghanistan,"38,641",+35,"1,420",,"31,234",+80,"5,987",93,988,36,"106,270","2,718","39,098,292",Asia,"1,012","27,534",368
64,Azerbaijan,"38,172",+135,559,+2,"35,607",+167,"2,006",,"3,758",55,"1,002,727","98,718","10,157,473",Asia,266,"18,171",10
65,Kenya,"35,969",+176,619,+3,"22,771",+329,"12,579",44,666,11,"481,982","8,925","54,001,175",Africa,"1,501","87,239",112
66,Czechia,"35,401","+1,541",453,+3,"21,205",+65,"13,743",69,"3,304",42,"1,049,146","97,932","10,713,022",Europe,303,"23,649",10
67,Austria,"32,696",+869,754,+4,"26,579",+322,"5,363",42,"3,626",84,"1,331,493","147,669","9,016,762",Europe,276,"11,959",7
68,Serbia,"32,300",+72,731,+1,"31,100",,469,29,"3,700",84,"1,024,976","117,407","8,730,124",Europe,270,"11,943",9
69,Ireland,"30,730",+159,"1,783",+2,"23,364",,"5,583",9,"6,210",360,"961,579","194,307","4,948,774",Europe,161,"2,776",5
70,Palestine,"29,906",+650,210,+6,"19,979",+191,"9,717",,"5,836",41,"334,699","65,315","5,124,360",Asia,171,"24,402",15
71,Paraguay,"27,324",+812,514,+18,"13,679",+498,"13,131",134,"3,822",72,"227,011","31,750","7,149,946",South America,262,"13,910",31
72,El Salvador,"26,851",+78,782,+5,"17,874",+441,"8,195",225,"4,135",120,"344,918","53,123","6,492,815",North America,242,"8,303",19
73,Australia,"26,607",+42,803,+6,"23,329",+112,"2,475",15,"1,041",31,"6,970,482","272,724","25,558,764",Australia/Oceania,961,"31,829",4
74,Lebanon,"23,669",+686,239,+10,"7,936",+624,"15,494",112,"3,471",35,"639,423","93,769","6,819,145",Asia,288,"28,532",11
75,Bosnia and Herzegovina,"23,138",+304,690,+4,"15,922",+250,"6,526",,"7,062",211,"202,243","61,723","3,276,598",Europe,142,"4,749",16
76,Libya,"22,348",+440,354,+2,"12,100","+9,594","9,894",,"3,244",51,"152,757","22,171","6,889,800",Africa,308,"19,463",45
77,S. Korea,"22,055",+136,355,+5,"18,029",+413,"3,671",164,430,7,"2,135,457","41,645","51,278,178",Asia,"2,325","144,446",24
78,Cameroon,"20,009",,415,,"18,837",,757,30,750,16,"149,000","5,586","26,673,192",Africa,"1,333","64,273",179
79,Denmark,"19,557",+341,630,+1,"16,247",+108,"2,680",4,"3,374",109,"2,934,104","506,200","5,796,336",Europe,296,"9,201",2
80,Ivory Coast,"18,916",,119,,"17,960",,837,,714,4,"139,706","5,271","26,504,183",Africa,"1,401","222,724",190
81,Bulgaria,"17,891",+92,717,+4,"12,758",+8,"4,416",53,"2,579",103,"463,733","66,843","6,937,597",Europe,388,"9,676",15
82,Madagascar,"15,737",+68,210,+1,"14,349",+29,"1,178",37,566,8,"63,738","2,290","27,827,909",Africa,"1,768","132,514",437
83,North Macedonia,"15,694",+140,646,+4,"13,128",+134,"1,920",6,"7,533",310,"164,639","79,026","2,083,357",Europe,133,"3,225",13
84,Senegal,"14,237",+44,295,+2,"10,373",+23,"3,569",34,846,18,"157,545","9,362","16,828,636",Africa,"1,182","57,046",107
85,Sudan,"13,470",,834,,"6,731",,"5,905",,306,19,,,"44,047,310",Africa,"3,270","52,815",
86,Zambia,"13,466",+143,312,+6,"12,007",+108,"1,147",,729,17,"130,052","7,037","18,482,378",Africa,"1,373","59,238",142
87,Croatia,"13,368",+261,218,+7,"10,721",+255,"2,429",24,"3,260",53,"216,495","52,803","4,100,031",Europe,307,"18,807",19
88,Greece,"13,036",+302,302,+2,"3,804",,"8,930",53,"1,252",29,"1,112,992","106,889","10,412,551",Europe,799,"34,479",9
89,Norway,"12,079",+76,265,,"10,371",,"1,443",1,"2,225",49,"860,155","158,415","5,429,750",Europe,450,"20,490",6
90,Hungary,"11,825",+916,633,+2,"4,058",+44,"7,134",15,"1,225",66,"529,063","54,795","9,655,315",Europe,817,"15,253",18
91,Albania,"11,185",+164,330,+3,"6,494",+51,"4,361",21,"3,888",115,"68,628","23,853","2,877,154",Europe,257,"8,719",42
92,DRC,"10,385",+24,262,,"9,719",+97,404,,115,3,,,"90,078,684",Africa,"8,674","343,812",
93,Guinea,"10,020",+41,63,,"9,251",+62,706,24,759,5,"28,140","2,132","13,201,047",Africa,"1,317","209,540",469
94,Malaysia,"9,868",+58,128,,"9,189",+8,551,9,304,4,"1,353,826","41,723","32,448,293",Asia,"3,288","253,502",24
95,Namibia,"9,604",+167,98,,"5,811",+913,"3,695",24,"3,766",38,"79,122","31,029","2,549,922",Africa,266,"26,020",32
96,French Guiana,"9,521",+27,63,,"9,132",+54,326,7,"31,719",210,"59,437","198,011","300,170",South America,32,"4,765",5
97,Maldives,"9,052",+62,31,,"7,055",+209,"1,966",12,"16,688",57,"129,055","237,928","542,412",Asia,60,"17,497",4
98,Tajikistan,"9,014",+37,72,,"7,782",+35,"1,160",,941,8,,,"9,579,177",Asia,"1,063","133,044",
99,Gabon,"8,643",,53,,"7,706",,884,2,"3,866",24,"135,615","60,654","2,235,887",Africa,259,"42,187",16
100,Finland,"8,557",+45,337,,"7,500",,720,1,"1,544",61,"800,466","144,424","5,542,472",Europe,648,"16,447",7
101,Haiti,"8,478",+21,219,+3,"6,120",,"2,139",,742,19,"24,862","2,175","11,430,153",North America,"1,348","52,192",460
102,Zimbabwe,"7,508",+29,224,,"5,675",+15,"1,609",,504,15,"154,366","10,356","14,905,685",Africa,"1,985","66,543",97
103,Mauritania,"7,274",+8,161,,"6,804",+18,309,3,"1,557",34,"70,257","15,034","4,673,125",Africa,642,"29,026",67
104,Luxembourg,"7,194",+35,124,,"6,397",,673,1,"11,456",197,"730,737","1,163,625","627,983",Europe,87,"5,064",1
105,Tunisia,"6,635",+376,107,+4,"1,991",+35,"4,537",26,560,9,"171,786","14,505","11,843,294",Africa,"1,785","110,685",69
106,Montenegro,"6,530",+145,118,+3,"4,491",+31,"1,921",,"10,397",188,"56,339","89,700","628,082",Europe,96,"5,323",11
107,Malawi,"5,678",+9,177,,"3,724",+4,"1,777",4,295,9,"48,113","2,503","19,224,976",Africa,"3,386","108,616",400
108,Slovakia,"5,453",+201,38,+1,"3,114",+33,"2,301",23,999,7,"381,423","69,855","5,460,181",Europe,"1,001","143,689",14
109,Djibouti,"5,394",,61,,"5,327",,6,,"5,444",62,"70,954","71,610","990,840",Africa,184,"16,243",14
110,Eswatini,"5,050",+25,98,,"4,188",+23,764,11,"4,344",84,"30,843","26,530","1,162,561",Africa,230,"11,863",38
111,Mozambique,"5,040",+122,35,+4,"2,905",+6,"2,100",,160,1,"112,238","3,572","31,422,829",Africa,"6,235","897,795",280
112,Equatorial Guinea,"4,996",,83,,"4,490",,423,,"3,539",59,"55,783","39,515","1,411,685",Africa,283,"17,008",25
113,Hong Kong,"4,939",+13,100,+1,"4,613",+16,226,21,658,13,"2,783,134","370,631","7,509,182",Asia,"1,520","75,092",3
114,Congo,"4,928",,88,,"3,887",,953,,889,16,,,"5,544,277",Africa,"1,125","63,003",
115,Nicaragua,"4,818",,144,,"2,913",,"1,761",,726,22,,,"6,640,228",North America,"1,378","46,113",
116,CAR,"4,749",,62,,"1,825",,"2,862",2,980,13,"31,459","6,491","4,846,251",Africa,"1,020","78,165",154
117,Cabo Verde,"4,711",+60,44,,"4,104",+28,563,,"8,455",79,"76,576","137,432","557,191",Africa,118,"12,663",7
118,Uganda,"4,703",+326,52,+3,"1,998",,"2,653",,102,1,"423,214","9,197","46,014,590",Africa,"9,784","884,896",109
119,Cuba,"4,653",+60,108,+2,"3,878",+34,667,18,411,10,"469,431","41,450","11,325,202",North America,"2,434","104,863",24
120,Suriname,"4,579",+50,93,,"3,788",+41,698,7,"7,792",158,"11,729","19,958","587,684",South America,128,"6,319",50
121,Rwanda,"4,565",+31,22,,"2,544",+94,"1,999",,351,2,"460,174","35,360","13,014,102",Africa,"2,851","591,550",28
122,Jamaica,"3,623",+112,40,,"1,072",+53,"2,511",7,"1,222",13,"66,715","22,510","2,963,781",North America,818,"74,095",44
123,Slovenia,"3,603",+105,135,,"2,699",+37,769,6,"1,733",65,"181,438","87,272","2,078,996",Europe,577,"15,400",11
124,Syria,"3,506",+30,152,+2,827,+15,"2,527",,199,9,,,"17,582,702",Asia,"5,015","115,676",
125,Thailand,"3,466",+5,58,,"3,312",,96,1,50,0.8,"749,213","10,728","69,835,551",Asia,"20,149","1,204,061",93
126,Gambia,"3,376",+14,102,+2,"1,617",+35,"1,657",,"1,390",42,"14,232","5,858","2,429,644",Africa,720,"23,820",171
127,Somalia,"3,376",,98,,"2,791",,487,,211,6,,,"15,978,010",Africa,"4,733","163,041",
128,Mayotte,"3,374",,40,,"2,964",,370,2,"12,310",146,"13,000","47,430","274,086",Africa,81,"6,852",21
129,Angola,"3,335",+56,132,+1,"1,289",+1,"1,914",24,101,4,"64,747","1,958","33,060,140",Africa,"9,913","250,456",511
130,Lithuania,"3,296",+53,86,,"2,070",+21,"1,140",,"1,214",32,"692,223","255,027","2,714,310",Europe,824,"31,562",4
131,Sri Lanka,"3,195",+26,12,,"2,983",+14,200,,149,0.6,"249,328","11,634","21,431,417",Asia,"6,708","1,785,951",86
132,Guadeloupe,"3,080",,24,,837,,"2,219",20,"7,697",60,"36,764","91,878","400,138",North America,130,"16,672",11
133,Jordan,"3,062",+117,22,+1,"2,156",+72,884,13,300,2,"968,247","94,709","10,223,370",Asia,"3,339","464,699",11
134,Aruba,"2,994",+96,18,,"1,542",+91,"1,434",11,"28,018",168,"25,467","238,326","106,858",North America,36,"5,937",4
135,Trinidad and Tobago,"2,993",+168,51,+1,766,+4,"2,176",11,"2,137",36,"26,634","19,019","1,400,407",North America,468,"27,459",53
136,Bahamas,"2,928",+114,67,+2,"1,319",+99,"1,542",65,"7,432",170,"15,083","38,282","393,995",North America,135,"5,881",26
137,Mali,"2,916",+4,128,,"2,276",+5,512,,143,6,"44,439","2,182","20,362,107",Africa,"6,983","159,079",458
138,Réunion,"2,723",+100,14,,"1,313",,"1,396",,"3,037",16,"35,419","39,504","896,597",Africa,329,"64,043",25
139,Estonia,"2,655",+23,64,,"2,252",+19,339,1,"2,001",48,"169,899","128,060","1,326,717",Europe,500,"20,730",8
140,Myanmar,"2,595",+173,16,+2,676,+51,"1,903",,48,0.3,"191,696","3,518","54,483,203",Asia,"20,995","3,405,200",284
141,South Sudan,"2,578",+10,49,,"1,290",,"1,239",,230,4,"12,044","1,073","11,219,835",Africa,"4,352","228,976",932
142,Guinea-Bissau,"2,275",,39,,"1,127",,"1,109",5,"1,151",20,,,"1,976,992",Africa,869,"50,692",
143,Malta,"2,274",+27,15,,"1,850",+17,409,,"5,147",34,"212,883","481,873","441,782",Europe,194,"29,452",2
144,Botswana,"2,252",,10,,546,,"1,696",1,954,4,"138,290","58,576","2,360,884",Africa,"1,048","236,088",17
145,Benin,"2,242",,40,,"1,793",,409,,184,3,"131,073","10,758","12,184,186",Africa,"5,435","304,605",93
146,Iceland,"2,162",+1,10,,"2,085",+6,67,,"6,327",29,"234,269","685,621","341,689",Europe,158,"34,169",1
147,Sierra Leone,"2,096",+9,72,,"1,634",+12,390,,262,9,,,"8,008,599",Africa,"3,821","111,231",
148,Georgia,"2,075",+158,19,,"1,363",+9,693,,520,5,"459,585","115,254","3,987,597",Asia,"1,922","209,874",9
149,Yemen,"2,009",+2,582,,"1,211",,216,,67,19,,,"29,953,458",Asia,"14,910","51,466",
150,Guyana,"1,812",+49,54,+2,"1,191",+47,567,15,"2,301",69,"10,763","13,670","787,319",South America,435,"14,580",73
151,New Zealand,"1,795",+2,24,,"1,663",+8,108,3,359,5,"857,258","171,380","5,002,100",Australia/Oceania,"2,787","208,421",6
152,Uruguay,"1,780",+7,45,,"1,502",+12,233,1,512,13,"196,892","56,640","3,476,170",South America,"1,953","77,248",18
153,Togo,"1,555",+7,37,,"1,189",+23,329,,187,4,"76,634","9,215","8,316,250",Africa,"5,348","224,764",109
154,Cyprus,"1,523",+3,22,,"1,281",+44,220,5,"1,260",18,"329,476","272,491","1,209,125",Asia,794,"54,960",4
155,Burkina Faso,"1,514",+15,56,,"1,127",,331,,72,3,,,"21,013,012",Africa,"13,879","375,232",
156,Latvia,"1,464",+5,35,,"1,248",,181,,778,19,"277,084","147,241","1,881,842",Europe,"1,285","53,767",7
157,Belize,"1,435",+36,19,,404,+44,"1,012",3,"3,596",48,"10,814","27,100","399,042",North America,278,"21,002",37
158,Andorra,"1,344",,53,,943,,348,4,"17,389",686,"137,457","1,778,458","77,290",Europe,58,"1,458",1
159,Liberia,"1,316",+1,82,,"1,210",+11,24,,259,16,,,"5,080,668",Africa,"3,861","61,959",
160,Lesotho,"1,245",,33,,528,,684,,580,15,"15,632","7,285","2,145,657",Africa,"1,723","65,020",137
161,Niger,"1,178",,69,,"1,100",,9,,48,3,"9,052",371,"24,370,556",Africa,"20,688","353,196","2,692"
162,Chad,"1,083",+2,80,+1,938,+4,65,,66,5,,,"16,515,807",Africa,"15,250","206,448",
163,Vietnam,"1,060",,35,,910,+8,115,,11,0.4,"1,009,145","10,349","97,513,918",Asia,"91,994","2,786,112",97
164,French Polynesia,953,,2,,642,,309,4,"3,389",7,"17,171","61,056","281,235",Australia/Oceania,295,"140,618",16
165,Martinique,939,,18,,98,,823,5,"2,503",48,"16,244","43,294","375,205",North America,400,"20,845",23
166,Sao Tome and Principe,906,,15,,866,,25,,"4,119",68,"4,240","19,277","219,956",Africa,243,"14,664",52
167,San Marino,722,,42,,662,,18,1,"21,270","1,237","7,176","211,401","33,945",Europe,47,808,5
168,Diamond Princess,712,,13,,651,,48,4,,,,,,,,,
169,Turks and Caicos,641,+3,5,,270,,366,4,"16,512",129,"2,880","74,187","38,821",North America,61,"7,764",13
170,Channel Islands,633,,48,,575,,10,1,"3,634",276,"91,292","524,112","174,184",Europe,275,"3,629",2
171,Sint Maarten,531,+1,19,,387,+54,125,6,"12,357",442,"2,450","57,013","42,973",North America,81,"2,262",18
172,Tanzania,509,,21,,183,,305,7,8,0.3,,,"60,059,073",Africa,"117,994","2,859,956",
173,Papua New Guinea,508,,5,,232,,271,,57,0.6,"15,592","1,736","8,980,168",Australia/Oceania,"17,677","1,796,034",576
174,Taiwan,498,,7,,475,,16,,21,0.3,"89,623","3,762","23,825,543",Asia,"47,842","3,403,649",266
175,Burundi,471,+2,1,,374,,96,,39,0.08,"27,836","2,328","11,958,172",Africa,"25,389","11,958,172",430
176,Comoros,456,,7,,415,,34,,522,8,,,"873,203",Africa,"1,915","124,743",
177,Faeroe Islands,418,+2,,,410,,8,1,"8,548",,"108,159","2,211,795","48,901",Europe,117,,0
178,Mauritius,361,,10,,335,,16,,284,8,"227,409","178,753","1,272,197",Africa,"3,524","127,220",6
179,Eritrea,361,,,,304,,57,,102,,,,"3,556,138",Africa,"9,851",,
180,Isle of Man,337,,24,,312,,1,,"3,959",282,"10,794","126,803","85,124",Europe,253,"3,547",8
181,Gibraltar,327,+4,,,294,+5,33,,"9,706",,"39,188","1,163,228","33,689",Europe,103,,1
182,Mongolia,311,,,,298,,13,1,95,,"60,186","18,301","3,288,685",Asia,"10,575",,55
183,Cambodia,274,,,,274,,0,,16,,"113,469","6,768","16,764,772",Asia,"61,185",,148
184,Saint Martin,256,,6,,107,,143,11,"6,599",155,"2,968","76,503","38,796",North America,152,"6,466",13
185,Bhutan,241,+3,,,158,+3,83,,312,,"113,349","146,578","773,301",Asia,"3,209",,7
186,Cayman Islands,208,,1,,204,,3,,"3,157",15,"36,588","555,407","65,876",North America,317,"65,876",2
187,Barbados,180,,7,,158,,15,,626,24,"19,444","67,644","287,447",North America,"1,597","41,064",15
188,Bermuda,177,,9,,161,,7,,"2,844",145,"53,833","865,051","62,231",North America,352,"6,915",1
189,Monaco,169,+1,1,,123,,45,1,"4,300",25,"51,953","1,322,027","39,298",Europe,233,"39,298",1
190,Brunei,145,,3,,139,,3,,331,7,"54,356","124,011","438,317",Asia,"3,023","146,106",8
191,Curaçao,145,+10,1,,56,+1,88,1,883,6,"1,080","6,576","164,229",North America,"1,133","164,229",152
192,Seychelles,139,+1,,,136,,3,,"1,412",,"5,200","52,808","98,470",Africa,708,,19
193,Liechtenstein,111,+2,1,,105,,5,,"2,910",26,900,"23,591","38,150",Europe,344,"38,150",42
194,Antigua and Barbuda,95,,3,,91,,1,1,968,31,"2,243","22,866","98,092",North America,"1,033","32,697",44
195,British Virgin Islands,66,+2,1,,37,+7,28,2,"2,180",33,"3,858","127,449","30,271",North America,459,"30,271",8
196,St. Vincent Grenadines,64,+2,,,61,,3,,577,,"4,335","39,050","111,011",North America,"1,735",,26
197,Macao,46,,,,46,,0,,71,,"4,238","6,509","651,088",Asia,"14,154",,154
198,Fiji,32,,2,,24,,6,1,36,2,"9,076","10,110","897,751",Australia/Oceania,"28,055","448,876",99
199,Saint Lucia,27,,,,26,,1,,147,,"7,221","39,288","183,797",North America,"6,807",,25
200,Timor-Leste,27,,,,25,,2,,20,,"5,146","3,889","1,323,355",Asia,"49,013",,257
201,New Caledonia,26,,,,26,+1,0,,91,,"13,463","47,066","286,047",Australia/Oceania,"11,002",,21
202,Caribbean Netherlands,25,,,,7,,18,,952,,900,"34,257","26,272",North America,"1,051",,29
