#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
26,Ecuador,"43,378",+258,"3,642",+21,"21,020",,"18,716",228,"2,461",207,"127,576","7,238","17,625,612",South America,406,"4,840",138
27,Colombia,"40,719","+1,483","1,308",+49,"16,427","+1,105","22,984",335,801,26,"421,725","8,294","50,848,887",South America,"1,249","38,875",121
28,UAE,"39,376",+568,281,+5,"22,275",+469,"16,820",1,"3,984",28,"2,500,000","252,964","9,882,820",Asia,251,"35,170",4
29,Singapore,"38,296",+386,25,,"25,368",+482,"12,903",4,"6,549",4,"408,495","69,858","5,847,525",Asia,153,"233,901",14
30,Egypt,"35,444","+1,365","1,271",+34,"9,375",+414,"24,798",41,347,12,"135,000","1,321","102,204,915",Africa,"2,884","80,413",757
31,Portugal,"34,885",+192,"1,485",+6,"21,156",+161,"12,244",55,"3,421",146,"873,998","85,700","10,198,365",Europe,292,"6,868",12
32,Kuwait,"32,510",+662,269,+5,"21,242","+1,037","10,999",166,"7,620",63,"318,284","74,601","4,266,472",Asia,131,"15,860",13
33,Indonesia,"32,033",+847,"1,883",+32,"10,904",+406,"19,246",,117,7,"412,980","1,511","273,342,397",Asia,"8,533","145,163",662
34,Switzerland,"30,972",+7,"1,923",+2,"28,700",,349,29,"3,580",222,"425,154","49,146","8,650,765",Europe,279,"4,499",20
35,Ukraine,"27,462",+463,797,+9,"12,195",+141,"14,470",304,628,18,"431,085","9,854","43,747,990",Europe,"1,593","54,891",101
36,Poland,"27,160",+599,"1,166",+9,"12,998",+143,"12,996",160,718,31,"1,071,140","28,300","37,848,958",Europe,"1,394","32,461",35
37,Ireland,"25,207",+6,"1,683",+4,"22,698",,826,34,"5,109",341,"348,416","70,611","4,934,313",Europe,196,"2,932",14
38,Argentina,"23,620",+826,693,+29,"7,305",+396,"15,622",274,523,15,"198,520","4,395","45,170,095",South America,"1,912","65,181",228
39,Philippines,"22,474",+579,"1,011",+8,"4,637",+107,"16,826",82,205,9,"441,396","4,031","109,487,582",Asia,"4,872","108,296",248
40,Afghanistan,"20,917",+575,369,+12,"2,171",+296,"18,377",19,538,9,"48,305","1,243","38,867,774",Asia,"1,858","105,333",805
41,Romania,"20,604",+125,"1,339",+6,"14,826",+188,"4,439",146,"1,071",70,"506,115","26,299","19,244,598",Europe,934,"14,372",38
42,Dominican Republic,"20,126",+526,539,+1,"12,158",+151,"7,429",110,"1,856",50,"94,511","8,718","10,841,126",North America,539,"20,113",115
43,Israel,"18,032",+169,298,,"15,102",+11,"2,632",27,"1,961",32,"662,916","72,075","9,197,590",Asia,510,"30,864",14
44,Oman,"17,486",+604,81,+6,"3,793",+342,"13,612",75,"3,430",16,"111,376","21,849","5,097,444",Asia,292,"62,931",46
45,Japan,"17,174",+33,916,,"15,148",+9,"1,110",99,136,7,"316,848","2,505","126,497,998",Asia,"7,366","138,098",399
46,Austria,"16,968",+66,672,,"15,839",+46,457,17,"1,885",75,"494,761","54,953","9,003,309",Europe,531,"13,398",18
47,Panama,"16,854",+429,398,+5,"10,401",+183,"6,055",87,"3,910",92,"72,697","16,866","4,310,325",North America,256,"10,830",59
48,Bahrain,"15,417",+654,27,+1,"10,326",+858,"5,064",12,"9,084",16,"374,362","220,592","1,697,080",Asia,110,"62,855",5
49,Bolivia,"13,643",+285,465,+11,"2,086",+184,"11,092",3,"1,170",40,"37,276","3,196","11,662,786",South America,855,"25,081",313
50,Iraq,"13,481","+1,115",370,+24,"5,572",+386,"7,539",69,336,9,"311,980","7,768","40,160,173",Asia,"2,979","108,541",129
51,Armenia,"13,325",+195,211,+11,"4,099",+85,"9,015",10,"4,497",71,"70,000","23,625","2,962,921",Asia,222,"14,042",42
52,Kazakhstan,"12,859",+165,56,+3,"7,376",,"5,427",62,685,3,"965,089","51,437","18,762,470",Asia,"1,459","335,044",19
53,Nigeria,"12,801",+315,361,+7,"4,040",+81,"8,400",7,62,2,"78,244",380,"205,780,197",Africa,"16,075","570,028","2,630"
54,Denmark,"11,962",+14,593,+4,"10,792",+37,577,16,"2,066",102,"715,100","123,485","5,790,999",Europe,484,"9,766",8
55,Serbia,"11,896",+73,250,+1,"11,348",,298,15,"1,361",29,"276,810","31,674","8,739,312",Europe,735,"34,957",32
56,S. Korea,"11,814",+38,273,,"10,563",+11,978,15,230,5,"1,018,214","19,861","51,266,643",Asia,"4,339","187,790",50
57,Algeria,"10,265",+111,715,+8,"6,799",+82,"2,751",36,234,16,,,"43,798,266",Africa,"4,267","61,256",
58,Ghana,"9,910",+272,48,+4,"3,645",+9,"6,217",3,319,2,"235,443","7,588","31,028,714",Africa,"3,131","646,432",132
59,Moldova,"9,807",+107,353,+12,"5,738",+100,"3,716",318,"2,431",87,"63,328","15,697","4,034,488",Europe,411,"11,429",64
60,Czechia,"9,697",+69,328,+1,"6,994",+103,"2,375",9,906,31,"473,747","44,243","10,707,826",Europe,"1,104","32,646",23
61,Norway,"8,561",+14,239,+1,"8,138",,184,5,"1,580",44,"262,236","48,395","5,418,646",Europe,633,"22,672",21
62,Malaysia,"8,329",+7,117,,"6,694",+20,"1,518",6,258,4,"618,360","19,121","32,339,526",Asia,"3,883","276,406",52
63,Morocco,"8,302",+78,208,,"7,408",+44,686,15,225,6,"322,703","8,749","36,882,853",Africa,"4,443","177,321",114
64,Cameroon,"8,060",+152,212,,"4,748",+13,"3,100",28,304,8,,,"26,499,342",Africa,"3,288","124,997",
65,Azerbaijan,"7,876",+323,93,+5,"4,377",+228,"3,406",66,777,9,"343,391","33,887","10,133,526",Asia,"1,287","108,963",30
66,Australia,"7,265",+5,102,,"6,706",+3,457,3,285,4,"1,633,515","64,107","25,481,186",Australia/Oceania,"3,507","249,816",16
67,Guatemala,"7,055",+263,252,+22,"1,261",+128,"5,542",5,394,14,"31,427","1,756","17,893,400",North America,"2,536","71,006",569
68,Finland,"7,001",+20,323,,"5,800",,878,6,"1,264",58,"203,439","36,720","5,540,221",Europe,791,"17,152",27
69,Honduras,"6,327",+172,258,+8,712,+15,"5,357",13,639,26,"21,540","2,177","9,894,290",North America,"1,564","38,350",459
70,Sudan,"6,242",+161,372,+13,"2,059",+45,"3,811",,143,8,401,9,"43,778,058",Africa,"7,013","117,683","109,172"
71,Tajikistan,"4,609",+80,48,,"2,763",+90,"1,798",,484,5,,,"9,522,852",Asia,"2,066","198,393",
72,Uzbekistan,"4,440",+109,18,+1,"3,357",+3,"1,065",7,133,0.5,"748,555","22,386","33,437,803",Asia,"7,531","1,857,656",45
73,Senegal,"4,427",+99,49,,"2,699",+111,"1,679",14,265,3,"49,180","2,943","16,712,504",Africa,"3,775","341,072",340
74,Djibouti,"4,278",+71,31,+3,"2,013",+136,"2,234",,"4,334",31,"36,497","36,975","987,070",Africa,231,"31,841",27
75,Guinea,"4,216",+99,23,,"2,918",+41,"1,275",24,322,2,"14,407","1,099","13,107,272",Africa,"3,109","569,881",910
76,DRC,"4,106",+90,88,+3,537,,"3,481",,46,1.0,,,"89,361,277",Africa,"21,764","1,015,469",
77,Luxembourg,"4,040",+1,110,,"3,901",+2,29,2,"6,461",176,"88,234","141,105","625,309",Europe,155,"5,685",7
78,Hungary,"4,014",+6,548,+2,"2,284",+5,"1,182",21,415,57,"210,749","21,813","9,661,722",Europe,"2,407","17,631",46
79,Ivory Coast,"3,881",+142,38,+2,"1,869",+51,"1,974",,147,1,"32,349","1,228","26,332,334",Africa,"6,785","692,956",814
80,Nepal,"3,762",+314,14,+1,488,+21,"3,260",,129,0.5,"257,962","8,864","29,101,899",Asia,"7,736","2,078,707",113
81,Haiti,"3,334",+262,51,+1,24,,"3,259",,293,4,"7,357",646,"11,393,700",North America,"3,417","223,406","1,549"
82,North Macedonia,"3,152",+127,156,+3,"1,653",+7,"1,343",34,"1,513",75,"37,027","17,773","2,083,379",Europe,661,"13,355",56
83,Thailand,"3,119",+7,58,,"2,973",+1,88,1,45,0.8,"468,175","6,708","69,789,739",Asia,"22,376","1,203,271",149
84,El Salvador,"3,104",+89,55,+2,"1,361",+56,"1,688",92,479,8,"108,924","16,798","6,484,249",North America,"2,089","117,895",60
85,Gabon,"3,101",,21,,833,,"2,247",13,"1,396",9,"16,730","7,529","2,222,074",Africa,717,"105,813",133
86,Greece,"3,049",+52,182,+2,"1,374",,"1,493",10,292,17,"229,519","22,014","10,425,839",Europe,"3,419","57,285",45
87,Kenya,"2,862",+95,85,+1,849,+97,"1,928",7,53,2,"98,439","1,833","53,689,786",Africa,"18,760","631,645",545
88,Bulgaria,"2,810",+99,164,+4,"1,587",+39,"1,059",15,404,24,"91,735","13,197","6,951,238",Europe,"2,474","42,386",76
89,Bosnia and Herzegovina,"2,704",+31,160,+1,"2,023",+55,521,4,824,49,"71,820","21,884","3,281,922",Europe,"1,214","20,512",46
90,Venezuela,"2,473",+96,22,,487,,"1,964",,87,0.8,"1,343,336","47,233","28,440,431",South America,"11,500","1,292,747",21
91,Somalia,"2,368",+34,84,+1,470,+29,"1,814",2,149,5,,,"15,861,260",Africa,"6,698","188,825",
92,Croatia,"2,247",,104,,"2,128",+2,15,2,547,25,"68,866","16,769","4,106,636",Europe,"1,828","39,487",60
93,Cuba,"2,200",+9,83,,"1,868",+6,249,3,194,7,"120,536","10,641","11,327,009",North America,"5,149","136,470",94
94,Ethiopia,"2,156",+136,27,,361,+17,"1,768",32,19,0.2,"147,735","1,287","114,763,301",Africa,"53,230","4,250,493",777
95,Mayotte,"2,151",+72,25,,"1,654",+131,472,12,"7,898",92,"8,150","29,924","272,354",Africa,127,"10,894",33
96,Kyrgyzstan,"2,032",+25,23,+1,"1,445",+20,564,5,312,4,"127,051","19,495","6,517,111",Asia,"3,207","283,353",51
97,Estonia,"1,940",+1,69,,"1,683",+2,188,,"1,463",52,"90,620","68,316","1,326,484",Europe,684,"19,224",15
98,Maldives,"1,916",+13,8,,925,+98,983,9,"3,549",15,"28,940","53,601","539,912",Asia,282,"67,489",19
99,Sri Lanka,"1,857",+22,11,,990,+49,856,1,87,0.5,"76,957","3,595","21,407,923",Asia,"11,528","1,946,175",278
100,CAR,"1,850",+216,5,,38,,"1,807",,383,1,"15,881","3,292","4,824,200",Africa,"2,608","964,840",304
101,Iceland,"1,807",,10,,"1,794",,3,,"5,297",29,"62,802","184,111","341,109",Europe,189,"34,111",5
102,Lithuania,"1,720",+6,71,,"1,331",+3,318,17,631,26,"335,686","123,224","2,724,198",Europe,"1,584","38,369",8
103,South Sudan,"1,604",+287,19,+5,15,+9,"1,570",,143,2,"3,356",300,"11,185,423",Africa,"6,973","588,706","3,333"
104,Mali,"1,547",+14,92,,916,+43,539,,77,5,"3,483",172,"20,208,491",Africa,"13,063","219,658","5,802"
105,Slovakia,"1,530",+2,28,,"1,396",+7,106,,280,5,"189,575","34,724","5,459,490",Europe,"3,568","194,982",29
106,New Zealand,"1,504",,22,,"1,482",+1,0,,301,4,"294,848","58,945","5,002,100",Australia/Oceania,"3,326","227,368",17
107,Slovenia,"1,485",,109,,"1,359",,17,,714,52,"84,748","40,765","2,078,922",Europe,"1,400","19,073",25
108,Guinea-Bissau,"1,389",+21,12,,153,,"1,224",5,707,6,"1,500",763,"1,964,759",Africa,"1,415","163,730","1,310"
109,Lebanon,"1,350",+19,30,,779,+11,541,7,198,4,"96,181","14,088","6,827,123",Asia,"5,057","227,571",71
110,Costa Rica,"1,342",+24,10,,712,+8,620,5,264,2,"29,622","5,818","5,091,239",North America,"3,794","509,124",172
111,Equatorial Guinea,"1,306",,12,,200,,"1,094",,933,9,"8,268","5,908","1,399,533",Africa,"1,072","116,628",169
112,Albania,"1,263",+17,34,,945,+7,284,6,439,12,"16,357","5,684","2,877,975",Europe,"2,279","84,646",176
113,Zambia,"1,200",+111,10,+3,912,,278,1,65,0.5,"28,236","1,539","18,346,811",Africa,"15,289","1,834,681",650
114,Paraguay,"1,145",+10,11,,603,+28,531,2,161,2,"38,942","5,464","7,126,969",South America,"6,224","647,906",183
115,Nicaragua,"1,118",,46,,370,,702,,169,7,,,"6,619,561",North America,"5,921","143,904",
116,Hong Kong,"1,108",+1,4,,"1,049",,55,3,148,0.5,"202,930","27,082","7,493,249",Asia,"6,763","1,873,312",37
117,Mauritania,"1,104",+55,59,+4,119,+11,926,7,238,13,"7,654","1,649","4,640,959",Africa,"4,204","78,660",606
118,Madagascar,"1,094",+42,9,,254,+21,831,10,40,0.3,"13,707",496,"27,640,577",Africa,"25,266","3,071,175","2,017"
119,Latvia,"1,088",,26,+1,781,,281,5,576,14,"118,322","62,695","1,887,275",Europe,"1,735","72,588",16
120,Tunisia,"1,087",,49,,982,,56,1,92,4,"55,419","4,692","11,810,878",Africa,"10,866","241,038",213
121,Sierra Leone,"1,001",+32,49,+1,611,+3,341,,126,6,,,"7,965,970",Africa,"7,958","162,571",
122,Niger,973,,65,,869,+2,39,,40,3,"6,215",257,"24,139,318",Africa,"24,809","371,374","3,884"
123,Cyprus,970,+6,18,,807,,145,4,804,15,"125,312","103,836","1,206,824",Asia,"1,244","67,046",10
124,Burkina Faso,890,+1,53,,765,,72,,43,3,,,"20,862,110",Africa,"23,441","393,625",
125,Andorra,852,,51,,751,+7,50,7,"11,028",660,"3,750","48,539","77,258",Europe,91,"1,515",21
126,Uruguay,845,,23,,738,+8,84,4,243,7,"48,896","14,079","3,473,020",South America,"4,110","151,001",71
127,Chad,839,+2,70,+1,685,+13,84,,51,4,,,"16,391,677",Africa,"19,537","234,167",
128,Jordan,831,+23,9,,627,+20,195,5,81,0.9,"228,778","22,436","10,196,822",Asia,"12,271","1,132,980",45
129,Georgia,812,+3,13,,683,+9,116,6,204,3,"67,725","16,975","3,989,597",Asia,"4,913","306,892",59
130,French Guiana,729,+40,2,+1,400,+17,327,5,"2,445",7,277,929,"298,133",South America,409,"149,067","1,076"
131,Diamond Princess,712,,13,,651,,48,4,,,,,,,,,
132,San Marino,687,+7,42,,478,+50,167,1,"20,249","1,238","4,749","139,977","33,927",Europe,49,808,7
133,Congo,683,,22,,210,,451,,124,4,,,"5,508,546",Africa,"8,065","250,388",
134,Uganda,646,+30,,,103,+7,543,,14,,"104,160","2,283","45,633,864",Africa,"70,641",,438
135,Malta,630,+1,9,,596,,25,,"1,427",20,"75,881","171,881","441,474",Europe,701,"49,053",6
136,Jamaica,598,+2,10,,405,+1,183,2,202,3,"14,586","4,927","2,960,399",North America,"4,951","296,040",203
137,Cabo Verde,567,+13,5,,266,+26,296,,"1,021",9,"1,307","2,352","555,608",Africa,980,"111,122",425
138,Channel Islands,564,+1,46,,512,,6,,"3,246",265,"10,255","59,017","173,764",Europe,308,"3,777",17
139,Sao Tome and Principe,513,,12,,68,,433,,"2,344",55,175,799,"218,887",Africa,427,"18,241","1,251"
140,Tanzania,509,,21,,183,,305,7,9,0.4,,,"59,611,013",Africa,"117,114","2,838,620",
141,Togo,497,+2,13,,251,+3,233,,60,2,"23,255","2,814","8,265,220",Africa,"16,630","635,786",355
142,Yemen,496,+12,112,,23,,361,,17,4,120,4,"29,780,759",Asia,"60,042","265,900","248,173"
143,Réunion,481,+1,1,,447,+36,33,4,537,1,"17,200","19,220","894,923",Africa,"1,861","894,923",52
144,Palestine,473,+1,3,,404,+1,66,,93,0.6,"44,876","8,811","5,093,173",Asia,"10,768","1,697,724",113
145,Rwanda,451,+12,2,,297,+7,152,,35,0.2,"78,259","6,053","12,929,633",Africa,"28,669","6,464,817",165
146,Taiwan,443,,7,,430,,6,,19,0.3,"73,601","3,091","23,814,271",Asia,"53,757","3,402,039",324
147,Malawi,443,+5,4,,55,,384,4,23,0.2,"6,542",343,"19,094,890",Africa,"43,104","4,773,723","2,919"
148,Mozambique,433,+9,2,,131,+4,300,,14,0.06,"14,580",467,"31,192,256",Africa,"72,038","15,596,128","2,139"
149,Liberia,370,+11,30,,195,+1,145,,73,6,,,"5,049,404",Africa,"13,647","168,313",
150,Eswatini,340,+7,3,,229,+4,108,5,293,3,"6,551","5,650","1,159,413",Africa,"3,410","386,471",177
151,Mauritius,337,,10,,324,,3,,265,8,"133,883","105,283","1,271,646",Africa,"3,773","127,165",9
152,Isle of Man,336,,24,,312,,0,,"3,953",282,"5,282","62,137","85,006",Europe,253,"3,542",16
153,Libya,332,+76,5,,57,+5,270,,48,0.7,"10,525","1,533","6,865,288",Africa,"20,679","1,373,058",652
154,Vietnam,332,+3,,,316,+9,16,1,3,,"275,000","2,827","97,284,432",Asia,"293,025",,354
155,Montenegro,324,,9,,315,,0,,516,14,"13,186","20,995","628,061",Europe,"1,938","69,785",48
156,Benin,288,+27,4,+1,186,+35,98,1,24,0.3,"45,100","3,727","12,100,615",Africa,"42,016","3,025,154",268
157,Zimbabwe,287,+5,4,,46,+12,237,,19,0.3,"52,905","3,563","14,848,910",Africa,"51,738","3,712,228",281
158,Myanmar,244,+2,6,,159,+3,79,,4,0.1,"39,211",721,"54,387,686",Asia,"222,900","9,064,614","1,387"
159,Martinique,202,,14,,98,,90,,538,37,,,"375,282",North America,"1,858","26,806",
160,Mongolia,194,+1,,,75,,119,15,59,,"16,325","4,985","3,274,827",Asia,"16,881",,201
161,Faeroe Islands,187,,,,187,,0,,"3,828",,"10,298","210,800","48,852",Europe,261,,5
162,Gibraltar,176,,,,165,+1,11,,"5,224",,"9,033","268,105","33,692",Europe,191,,4
163,Cayman Islands,171,+7,1,,102,+9,68,,"2,604",15,"14,733","224,339","65,673",North America,384,"65,673",4
164,Guadeloupe,164,,14,,144,,6,1,410,35,"4,975","12,434","400,120",North America,"2,440","28,580",80
165,Guyana,154,,12,,84,+4,58,2,196,15,"1,816","2,309","786,326",South America,"5,106","65,527",433
166,Syria,144,+3,6,,62,+4,76,,8,0.3,,,"17,470,870",Asia,"121,325","2,911,812",
167,Bermuda,141,,9,,120,+6,12,2,"2,264",144,"8,169","131,143","62,291",North America,442,"6,921",8
168,Brunei,141,,2,,138,,1,1,322,5,"22,092","50,528","437,219",Asia,"3,101","218,610",20
169,Comoros,141,,2,,67,,72,,162,2,,,"868,334",Africa,"6,158","434,167",
170,Suriname,128,+6,2,+1,9,,117,1,218,3,"1,165","1,987","586,307",South America,"4,581","293,154",503
171,Cambodia,126,,,,123,,3,1,8,,"23,879","1,430","16,704,067",Asia,"132,572",,700
172,Trinidad and Tobago,117,,8,,109,+1,0,,84,6,"3,421","2,445","1,399,221",North America,"11,959","174,903",409
173,Bahamas,103,,11,,64,+2,28,1,262,28,"2,225","5,661","393,011",North America,"3,816","35,728",177
174,Aruba,101,,3,,98,,0,,946,28,"2,179","20,414","106,739",North America,"1,057","35,580",49
175,Monaco,99,,4,,93,,2,1,"2,524",102,"16,200","413,002","39,225",Europe,396,"9,806",2
176,Barbados,92,,7,,81,,4,1,320,24,"5,925","20,619","287,355",North America,"3,123","41,051",48
177,Angola,92,+1,4,,38,+14,50,1,3,0.1,"10,000",305,"32,790,719",Africa,"356,421","8,197,680","3,279"
178,Burundi,83,,1,,45,,37,,7,0.08,382,32,"11,864,879",Africa,"142,950","11,864,879","31,060"
179,Liechtenstein,82,,1,,55,,26,,"2,151",26,900,"23,608","38,122",Europe,465,"38,122",42
180,Sint Maarten,77,,15,,61,,1,1,"1,797",350,470,"10,970","42,845",North America,556,"2,856",91
181,French Polynesia,60,,,,60,,0,,214,,"4,262","15,178","280,810",Australia/Oceania,"4,680",,66
182,Bhutan,59,+11,,,14,+3,45,,77,,"19,539","25,340","771,074",Asia,"13,069",,39
183,Macao,45,,,,45,,0,,69,,,,"648,766",Asia,"14,417",,
184,Botswana,42,+2,1,,24,+1,17,1,18,0.4,"26,238","11,173","2,348,407",Africa,"55,914","2,348,407",90
185,Saint Martin,41,,3,,33,,5,1,"1,062",78,614,"15,898","38,622",North America,942,"12,874",63
186,Eritrea,39,,,,39,,0,,11,,,,"3,543,261",Africa,"90,853",,
187,Namibia,31,+2,,,16,,15,1,12,,"4,943","1,948","2,537,837",Africa,"81,866",,513
188,Gambia,28,+2,1,,21,,6,,12,0.4,"1,907",791,"2,411,767",Africa,"86,135","2,411,767","1,265"
189,St. Vincent Grenadines,27,,,,16,,11,,243,,638,"5,752","110,919",North America,"4,108",,174
190,Antigua and Barbuda,26,,3,,20,,3,1,266,31,246,"2,513","97,879",North America,"3,765","32,626",398
191,Timor-Leste,24,,,,24,,0,,18,,"1,568","1,191","1,316,758",Asia,"54,865",,840
192,Grenada,23,,,,22,,1,1,204,,"4,130","36,714","112,492",North America,"4,891",,27
193,Curaçao,21,,1,,15,,5,,128,6,985,"6,004","164,053",North America,"7,812","164,053",167
194,New Caledonia,20,,,,20,+1,0,,70,,"7,257","25,434","285,327",Australia/Oceania,"14,266",,39
195,Belize,19,,2,,16,,1,,48,5,"1,741","4,384","397,147",North America,"20,902","198,574",228
196,Laos,19,,,,18,,1,,3,,"8,607","1,184","7,268,725",Asia,"382,564",,845
197,Saint Lucia,19,,,,18,,1,,103,,"1,204","6,559","183,577",North America,"9,662",,152
198,Dominica,18,,,,16,,2,,250,,534,"7,419","71,976",North America,"3,999",,135
199,Fiji,18,,,,18,,0,,20,,"2,431","2,713","896,049",Australia/Oceania,"49,781",,369
200,Saint Kitts and Nevis,15,,,,15,,0,,282,,408,"7,673","53,176",North America,"3,545",,130
201,Falkland Islands,13,,,,13,,0,,"3,743",,535,"154,045","3,473",South America,267,,6
202,Greenland,13,,,,13,,0,,229,,"2,371","41,769","56,764",North America,"4,366",,24
203,Turks and Caicos,12,,1,,11,,0,,310,26,192,"4,963","38,683",North America,"3,224","38,683",201
204,Vatican City,12,,,,12,,0,,"14,981",,,,801,Europe,67,,
205,Montserrat,11,,1,,10,,0,,"2,204",200,61,"12,220","4,992",North America,454,"4,992",82
206,Seychelles,11,,,,11,,0,,112,,,,"98,310",Africa,"8,937",,
207,MS Zaandam,9,,2,,,,7,,,,,,,,,,
208,Western Sahara,9,,1,,6,,2,,15,2,,,"596,308",Africa,"66,256","596,308",
209,British Virgin Islands,8,,1,,7,,0,,265,33,167,"5,526","30,219",North America,"3,777","30,219",181
210,Papua New Guinea,8,,,,8,,0,,0.9,,"4,646",520,"8,935,646",Australia/Oceania,"1,116,956",,"1,923"
211,Caribbean Netherlands,7,,,,7,,0,,267,,424,"16,178","26,208",North America,"3,744",,62
212,St. Barth,6,,,,6,,0,,608,,152,"15,392","9,875",North America,"1,646",,65
213,Lesotho,4,,,,2,,2,,2,,"1,515",708,"2,141,209",Africa,"535,302",,"1,413"
214,Anguilla,3,,,,3,,0,,200,,41,"2,734","14,995",North America,"4,998",,366
215,Saint Pierre Miquelon,1,,,,1,,0,,173,,,,"5,796",North America,"5,796",,
NA,Total:,"1,392,482","+31,253","35,639",+614,"842,914","+20,618","513,929","14,953",,,,,,Asia,,,
NA,Total:,"2,303,336","+24,856","136,385",+848,"943,277","+15,980","1,223,674","19,439",,,,,,North America,,,
