#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
31,Oman,"77,904",+846,402,+9,"58,587","+1,559","18,915",181,"15,230",79,"302,397","59,117","5,115,243",Asia,66,"12,724",17
32,Bolivia,"71,181","+1,752","2,647",+64,"21,478",+309,"47,056",71,"6,092",227,"152,606","13,061","11,684,542",South America,164,"4,414",77
33,Belarus,"67,366",+115,543,+5,"60,669",+177,"6,154",,"7,129",57,"1,270,082","134,413","9,449,077",Europe,140,"17,402",7
34,Ukraine,"66,575",+919,"1,629",+13,"36,744",+632,"28,202",101,"1,523",37,"983,350","22,496","43,712,285",Europe,657,"26,834",44
35,Belgium,"66,428",+402,"9,822",+1,"17,452",+13,"39,154",52,"5,730",847,"1,575,452","135,891","11,593,501",Europe,175,"1,180",7
36,Israel,"66,293","+2,308",486,+12,"32,182","+5,049","33,625",316,"7,208",53,"1,651,766","179,587","9,197,590",Asia,139,"18,925",6
37,Kuwait,"65,149",+770,442,+4,"55,681",+624,"9,026",124,"15,239",103,"494,298","115,622","4,275,105",Asia,66,"9,672",9
38,Dominican Republic,"64,690",+534,"1,101",+18,"32,014","+1,810","31,575",279,"5,959",101,"246,953","22,748","10,855,975",North America,168,"9,860",44
39,Panama,"62,223",+781,"1,349",+27,"36,181","+1,095","24,693",158,"14,405",312,"213,597","49,448","4,319,610",North America,69,"3,202",20
40,UAE,"59,546",+369,347,+2,"52,905",+395,"6,294",,"6,015",35,"4,918,917","496,903","9,899,141",Asia,166,"28,528",2
41,Netherlands,"53,374",+223,"6,145",+4,N/A,N/A,N/A,21,"3,114",359,"962,965","56,189","17,137,826",Europe,321,"2,789",18
42,Singapore,"51,197",+359,27,,"45,893",+201,"5,277",,"8,746",5,"1,321,094","225,681","5,853,802",Asia,114,"216,807",4
43,Portugal,"50,410",+111,"1,722",+3,"35,626",+251,"13,062",41,"4,945",169,"1,561,919","153,215","10,194,321",Europe,202,"5,920",7
44,Romania,"47,053","+1,151","2,239",+33,"26,128",+334,"18,686",357,"2,447",116,"1,131,699","58,859","19,227,162",Europe,409,"8,587",17
45,Guatemala,"46,451","+1,142","1,782",+21,"33,494","+1,039","11,175",5,"2,589",99,"144,492","8,055","17,938,738",North America,386,"10,067",124
46,Poland,"43,904",+502,"1,682",+6,"33,043",+187,"9,179",61,"1,160",44,"2,157,025","56,999","37,843,317",Europe,862,"22,499",18
47,Nigeria,"41,804",+624,868,+8,"18,764",+561,"22,172",7,202,4,"267,842","1,297","206,480,284",Africa,"4,939","237,881",771
48,Bahrain,"39,921",+439,141,,"36,531",+421,"3,249",50,"23,411",83,"808,276","474,005","1,705,206",Asia,43,"12,094",2
49,Honduras,"39,741",+465,"1,166",+50,"5,039",+117,"33,536",58,"4,008",118,"97,334","9,816","9,915,827",North America,250,"8,504",102
50,Armenia,"37,629",+239,719,+8,"27,357",+692,"9,553",10,"12,697",243,"158,527","53,490","2,963,675",Asia,79,"4,122",19
51,Afghanistan,"36,368",+105,"1,270",+1,"25,358",+160,"9,740",31,933,33,"87,794","2,252","38,987,836",Asia,"1,072","30,699",444
52,Switzerland,"34,609",+132,"1,978",,"31,000",+100,"1,631",22,"3,997",228,"769,622","88,877","8,659,398",Europe,250,"4,378",11
53,Ghana,"34,406",+782,168,,"30,621",+820,"3,617",8,"1,106",5,"382,752","12,300","31,117,501",Africa,904,"185,223",81
54,Kyrgyzstan,"33,844",+548,"1,329",+28,"22,296","+1,091","10,219",24,"5,181",203,"267,718","40,987","6,531,829",Asia,193,"4,915",24
55,Japan,"30,961",+972,998,+2,"22,811",+695,"7,152",76,245,8,"746,229","5,902","126,445,338",Asia,"4,084","126,699",169
56,Azerbaijan,"30,858",+412,430,+7,"23,873",+631,"6,555",66,"3,041",42,"698,815","68,876","10,145,998",Asia,329,"23,595",15
57,Algeria,"28,615",+642,"1,174",+11,"19,233",+396,"8,208",73,652,27,,,"43,906,582",Africa,"1,534","37,399",
58,Ireland,"25,929",+37,"1,764",,"23,364",,801,6,"5,247",357,"619,875","125,434","4,941,844",Europe,191,"2,801",8
59,Serbia,"24,520",+379,551,+8,"14,047",,"9,922",156,"2,807",63,"641,091","73,397","8,734,526",Europe,356,"15,852",14
60,Moldova,"23,521",+367,753,+5,"16,462",+308,"6,306",362,"5,832",187,"128,076","31,755","4,033,213",Europe,171,"5,356",31
61,Uzbekistan,"21,893",+684,126,+5,"12,265",+591,"9,502",138,653,4,"1,377,915","41,127","33,504,094",Asia,"1,530","265,906",24
62,Morocco,"21,387",+500,327,+11,"17,066",+513,"3,994",31,579,9,"1,188,801","32,180","36,942,604",Africa,"1,727","112,974",31
63,Austria,"20,677",+119,713,,"18,379",+133,"1,585",15,"2,295",79,"861,050","95,563","9,010,316",Europe,436,"12,637",10
64,Nepal,"19,063",+311,49,+1,"13,875",+121,"5,139",,653,2,"664,709","22,785","29,173,583",Asia,"1,530","595,379",44
65,Kenya,"18,581",+606,299,+14,"7,908",+75,"10,374",44,345,6,"284,500","5,283","53,851,968",Africa,"2,898","180,107",189
66,Cameroon,"17,179",+69,391,,"14,539",,"2,249",30,646,15,"145,000","5,453","26,589,889",Africa,"1,548","68,005",183
67,Venezuela,"16,571",+583,151,+5,"10,195",+236,"6,225",26,583,5,"1,511,433","53,164","28,429,472",South America,"1,716","188,275",19
68,Costa Rica,"16,344",+503,125,+10,"3,920",+96,"12,299",53,"3,206",25,"81,266","15,942","5,097,587",North America,312,"40,781",63
69,Czechia,"15,799",+283,374,+1,"11,428",,"3,997",16,"1,475",35,"668,117","62,379","10,710,532",Europe,678,"28,638",16
70,Ivory Coast,"15,713",+58,98,+2,"10,537",+176,"5,078",,595,4,"96,768","3,662","26,421,839",Africa,"1,682","269,611",273
71,El Salvador,"15,446",+411,417,+9,"7,903",+125,"7,126",489,"2,380",64,"231,684","35,706","6,488,711",North America,420,"15,560",28
72,Australia,"15,304",+369,167,+6,"9,431",+120,"5,706",50,600,7,"4,026,554","157,770","25,521,591",Australia/Oceania,"1,668","152,824",6
73,Ethiopia,"15,200",+653,239,+11,"6,526",+140,"8,435",66,132,2,"395,851","3,438","115,153,500",Africa,"7,576","481,814",291
74,S. Korea,"14,203",+28,300,+1,"13,007",+102,896,12,277,6,"1,537,704","29,991","51,272,651",Asia,"3,610","170,909",33
75,Denmark,"13,577",+30,613,,"12,451",+34,513,3,"2,343",106,"1,470,568","253,818","5,793,779",Europe,427,"9,452",4
76,Sudan,"11,496",+72,725,+5,"6,001",+62,"4,770",,262,17,401,9,"43,918,294",Africa,"3,820","60,577","109,522"
77,Palestine,"10,938",+317,79,+1,"3,752",,"7,107",,"2,141",15,"155,355","30,406","5,109,416",Asia,467,"64,676",33
78,Bulgaria,"10,871",+250,355,+8,"5,766",+181,"4,750",40,"1,565",51,"248,429","35,775","6,944,133",Europe,639,"19,561",28
79,Bosnia and Herzegovina,"10,766",+268,297,+3,"5,220",+290,"5,249",,"3,283",91,"132,646","40,451","3,279,149",Europe,305,"11,041",25
80,North Macedonia,"10,315",+102,471,+5,"5,663",+99,"4,181",55,"4,951",226,"97,550","46,823","2,083,367",Europe,202,"4,423",21
81,Madagascar,"10,104",+414,93,+2,"6,613",+353,"3,398",103,364,3,"39,415","1,421","27,738,146",Africa,"2,745","298,260",704
82,Senegal,"9,805",+41,198,+4,"6,591",+114,"3,016",50,585,12,"106,267","6,336","16,772,989",Africa,"1,711","84,712",158
83,Norway,"9,150",+18,255,,"8,752",,143,2,"1,687",47,"430,546","79,372","5,424,430",Europe,593,"21,272",13
84,Malaysia,"8,943",+39,124,,"8,607",+6,212,1,276,4,"937,645","28,943","32,396,175",Asia,"3,623","261,259",35
85,DRC,"8,873",+29,208,,"5,930",+230,"2,735",,99,2,,,"89,734,926",Africa,"10,113","431,418",
86,French Guiana,"7,562",+48,43,+1,"6,106",+59,"1,413",28,"25,275",144,"37,499","125,333","299,194",South America,40,"6,958",8
87,Finland,"7,404",+6,329,,"6,920",,155,,"1,336",59,"347,472","62,705","5,541,393",Europe,748,"16,843",16
88,Haiti,"7,340",+25,158,+1,"4,365",,"2,817",,643,14,"17,292","1,515","11,412,686",North America,"1,555","72,232",660
89,Tajikistan,"7,276",+41,60,,"6,065",+37,"1,151",,762,6,,,"9,552,188",Asia,"1,313","159,203",
90,Gabon,"7,189",,49,,"4,682",,"2,458",11,"3,225",22,"70,059","31,427","2,229,268",Africa,310,"45,495",32
91,Guinea,"7,126",+71,46,+1,"6,312",+55,768,24,542,3,"14,407","1,095","13,156,113",Africa,"1,846","286,002",913
92,Luxembourg,"6,375",+54,113,+1,"4,855",+30,"1,407",5,"10,172",180,"410,443","654,926","626,701",Europe,98,"5,546",2
93,Mauritania,"6,249",+41,156,,"4,683",+30,"1,410",3,"1,342",33,"57,253","12,292","4,657,712",Africa,745,"29,857",81
94,Djibouti,"5,068",+9,58,,"4,992",+15,18,,"5,124",59,"56,721","57,350","989,033",Africa,195,"17,052",17
95,Zambia,"5,002",+450,142,+2,"3,195",+380,"1,665",18,272,8,"79,269","4,304","18,417,419",Africa,"3,682","129,700",232
96,Albania,"4,997",+117,148,+4,"2,789",+44,"2,060",17,"1,737",51,"34,477","11,981","2,877,547",Europe,576,"19,443",83
97,Croatia,"4,923",+42,140,+1,"4,034",+98,749,9,"1,200",34,"114,090","27,805","4,103,196",Europe,833,"29,309",36
98,Paraguay,"4,674",+126,45,+2,"3,039",+134,"1,590",8,655,6,"120,943","16,941","7,138,936",South America,"1,527","158,643",59
99,CAR,"4,599",,59,,"1,546",,"2,994",2,951,12,"29,379","6,075","4,835,685",Africa,"1,051","81,961",165
100,Hungary,"4,456",+8,596,,"3,331",+2,529,6,461,62,"330,239","34,192","9,658,385",Europe,"2,168","16,205",29
101,Greece,"4,279",+52,203,+1,"1,374",,"2,702",8,411,19,"457,540","43,914","10,418,919",Europe,"2,435","51,325",23
102,Lebanon,"4,023",+141,54,+3,"1,710",+1,"2,259",33,590,8,"276,797","40,568","6,822,968",Asia,"1,696","126,351",25
103,Malawi,"3,709",+45,103,+4,"1,667",+22,"1,939",4,194,5,"27,667","1,444","19,162,643",Africa,"5,167","186,045",693
104,Nicaragua,"3,672",+233,116,+8,"2,492",,"1,064",,554,17,,,"6,630,325",North America,"1,806","57,158",
105,Maldives,"3,506",+137,15,,"2,547",,944,12,"6,478",28,"75,550","139,594","541,214",Asia,154,"36,081",7
106,Thailand,"3,297",+2,58,,"3,111",,128,1,47,0.8,"717,814","10,282","69,813,599",Asia,"21,175","1,203,683",97
107,Somalia,"3,212",+16,93,,"1,562",+19,"1,557",2,202,6,,,"15,922,067",Africa,"4,957","171,205",
108,Congo,"3,200",,54,,829,,"2,317",,579,10,,,"5,527,156",Africa,"1,727","102,355",
109,Equatorial Guinea,"3,071",,51,,842,,"2,178",,"2,184",36,"16,000","11,381","1,405,862",Africa,458,"27,566",88
110,Libya,"3,017",+190,67,+3,579,+2,"2,371",,439,10,"50,034","7,274","6,878,055",Africa,"2,280","102,658",137
111,Montenegro,"2,949",+56,45,,839,+30,"2,065",7,"4,695",72,"34,210","54,468","628,072",Europe,213,"13,957",18
112,Mayotte,"2,900",,38,,"2,672",,190,1,"10,613",139,"13,000","47,574","273,256",Africa,94,"7,191",21
113,Hong Kong,"2,885",+106,23,+1,"1,527",+32,"1,335",39,385,3,"524,969","69,981","7,501,547",Asia,"2,600","326,154",14
114,Zimbabwe,"2,817",+113,40,+4,604,+62,"2,173",,189,3,"124,194","8,347","14,878,480",Africa,"5,282","371,962",120
115,Sri Lanka,"2,810",+5,11,,"2,296",+175,503,1,131,0.5,"153,065","7,146","21,420,160",Asia,"7,623","1,947,287",140
116,Cuba,"2,555",+23,87,,"2,352",+1,116,1,226,8,"253,761","22,405","11,326,068",North America,"4,433","130,185",45
117,Mali,"2,520",+7,124,,"1,919",+6,477,,124,6,"22,011","1,085","20,288,499",Africa,"8,051","163,617",922
118,Eswatini,"2,404",+88,39,+5,"1,025",,"1,340",5,"2,071",34,"20,784","17,901","1,161,053",Africa,483,"29,771",56
119,Cabo Verde,"2,354",+26,22,,"1,616",+66,716,,"4,231",40,"41,634","74,823","556,432",Africa,236,"25,292",13
120,South Sudan,"2,305",,46,,"1,175",,"1,084",,206,4,"12,044","1,075","11,203,346",Africa,"4,860","243,551",930
121,Slovakia,"2,204",+23,28,,"1,644",+28,532,2,404,5,"255,239","46,748","5,459,850",Europe,"2,477","194,995",21
122,Slovenia,"2,101",+14,117,+1,"1,742",+9,242,3,"1,011",56,"128,814","61,961","2,078,961",Europe,990,"17,769",16
123,Estonia,"2,038",+4,69,,"1,924",+1,45,1,"1,536",52,"117,341","88,452","1,326,605",Europe,651,"19,226",11
124,Lithuania,"2,027",+8,80,,"1,623",+3,324,6,745,29,"507,420","186,617","2,719,048",Europe,"1,341","33,988",5
125,Guinea-Bissau,"1,954",,26,,803,,"1,125",5,991,13,"1,500",761,"1,971,130",Africa,"1,009","75,813","1,314"
126,Rwanda,"1,926",+47,5,,"1,005",+30,916,,148,0.4,"251,815","19,410","12,973,627",Africa,"6,736","2,594,725",52
127,Namibia,"1,917",+74,8,,104,+3,"1,805",24,753,3,"24,325","9,561","2,544,131",Africa,"1,327","318,016",105
128,Iceland,"1,857",+3,10,,"1,823",,24,,"5,439",29,"127,097","372,270","341,411",Europe,184,"34,141",3
129,Sierra Leone,"1,786",+3,66,,"1,336",+19,384,,224,8,,,"7,988,172",Africa,"4,473","121,033",
130,Benin,"1,770",,35,,"1,036",,699,1,146,3,"85,863","7,070","12,144,141",Africa,"6,861","346,975",141
131,Mozambique,"1,720",+19,11,,602,+6,"1,107",,55,0.4,"54,081","1,727","31,312,346",Africa,"18,205","2,846,577",579
132,Yemen,"1,703",+12,484,+1,840,+7,379,,57,16,120,4,"29,870,706",Asia,"17,540","61,716","248,923"
133,New Zealand,"1,557",+1,22,,"1,514",+1,21,,311,4,"457,334","91,428","5,002,100",Australia/Oceania,"3,213","227,368",11
134,Suriname,"1,510",+27,24,,965,+40,521,11,"2,572",41,"1,331","2,267","587,024",South America,389,"24,459",441
135,Tunisia,"1,468",+13,50,,"1,168",+11,250,3,124,4,"91,256","7,715","11,827,762",Africa,"8,057","236,555",130
136,Latvia,"1,220",+1,31,,"1,052",+7,137,2,647,16,"193,445","102,654","1,884,446",Europe,"1,545","60,789",10
137,Uruguay,"1,218",+16,35,,958,+7,225,7,351,10,"107,321","30,887","3,474,661",South America,"2,853","99,276",32
138,Jordan,"1,182",+6,11,,"1,042",+1,129,3,116,1,"577,754","56,583","10,210,649",Asia,"8,638","928,241",18
139,Liberia,"1,177",+10,72,,646,,459,,232,14,,,"5,065,687",Africa,"4,304","70,357",
140,Georgia,"1,145",+8,16,,927,+5,202,5,287,4,"204,356","51,236","3,988,556",Asia,"3,483","249,285",20
141,Uganda,"1,135",+7,2,,989,+3,144,,25,0.04,"264,162","5,764","45,832,159",Africa,"40,381","22,916,080",174
142,Niger,"1,132",,69,,"1,027",,36,,47,3,"9,052",373,"24,259,754",Africa,"21,431","351,591","2,680"
143,Burkina Faso,"1,105",+5,53,,926,,126,,53,3,,,"20,940,705",Africa,"18,951","395,108",
144,Cyprus,"1,067",+7,19,,852,,196,,883,16,"196,479","162,645","1,208,022",Asia,"1,132","63,580",6
145,Angola,"1,000",+50,47,+6,266,+24,687,15,30,1,"59,052","1,793","32,931,042",Africa,"32,931","700,660",558
146,Chad,926,+4,75,,810,,41,,56,5,,,"16,456,328",Africa,"17,771","219,418",
147,Andorra,907,,52,,803,,52,,"11,737",673,"3,750","48,528","77,275",Europe,85,"1,486",21
148,Togo,896,+22,18,,612,+5,266,2,108,2,"41,245","4,974","8,291,798",Africa,"9,254","460,655",201
149,Sao Tome and Principe,867,+2,14,,759,+25,94,,"3,951",64,"2,823","12,864","219,443",Africa,253,"15,675",78
150,Jamaica,853,+11,10,,714,,129,,288,3,"36,795","12,422","2,962,161",North America,"3,473","296,216",81
151,Botswana,739,,2,,63,,674,1,314,0.8,"66,744","28,343","2,354,906",Africa,"3,187","1,177,453",35
152,Diamond Princess,712,,13,,651,,48,4,,,,,,,,,
153,Malta,708,+7,9,,665,,34,,"1,603",20,"122,348","277,035","441,634",Europe,624,"49,070",4
154,San Marino,699,,42,,657,,0,,"20,597","1,238","5,729","168,813","33,937",Europe,49,808,6
155,Syria,694,+20,40,,220,+10,434,,40,2,,,"17,529,116",Asia,"25,258","438,228",
156,Réunion,657,,4,,592,,61,4,733,4,"35,419","39,539","895,795",Africa,"1,363","223,949",25
157,Channel Islands,587,+3,47,,533,,7,,"3,374",270,"30,721","176,576","173,982",Europe,296,"3,702",6
158,Tanzania,509,,21,,183,,305,7,9,0.4,,,"59,844,377",Africa,"117,572","2,849,732",
159,Lesotho,505,,12,,128,,365,,236,6,"7,463","3,482","2,143,526",Africa,"4,245","178,627",287
160,Taiwan,467,+5,7,,440,,20,,20,0.3,"80,825","3,393","23,820,142",Asia,"51,007","3,402,877",295
161,Bahamas,447,+65,11,,91,,345,1,"1,136",28,"4,106","10,434","393,523",North America,880,"35,775",96
162,Vietnam,446,+15,,,369,+4,77,,5,,"275,000","2,823","97,403,956",Asia,"218,395",,354
163,Guyana,396,+7,20,,181,,195,4,503,25,"4,478","5,691","786,843",South America,"1,987","39,342",176
164,Burundi,378,,1,,301,,76,,32,0.08,"13,573","1,139","11,913,469",Africa,"31,517","11,913,469",878
165,Comoros,354,,7,,328,,19,,406,8,,,"870,870",Africa,"2,460","124,410",
166,Myanmar,350,,6,,293,+1,51,,6,0.1,"112,381","2,064","54,437,434",Asia,"155,536","9,072,906",484
167,Mauritius,344,,10,,332,,2,,270,8,"205,285","161,396","1,271,933",Africa,"3,697","127,193",6
168,Isle of Man,336,,24,,312,,0,,"3,950",282,"8,081","94,996","85,067",Europe,253,"3,544",11
169,Gambia,326,,8,,66,,252,,135,3,"4,515","1,865","2,421,078",Africa,"7,427","302,635",536
170,Mongolia,289,+1,,,222,+4,67,5,88,,"34,078","10,383","3,282,045",Asia,"11,357",,96
171,Martinique,269,,15,,98,,156,4,717,40,"12,227","32,584","375,242",North America,"1,395","25,016",31
172,Eritrea,265,,,,191,,74,,75,,,,"3,549,968",Africa,"13,396",,
173,Cambodia,226,+1,,,147,+4,79,1,14,,"60,029","3,587","16,735,684",Asia,"74,052",,279
174,Faeroe Islands,220,+6,,,188,,32,2,"4,501",,"36,125","739,100","48,877",Europe,222,,1
175,Guadeloupe,203,,14,,176,,13,3,507,35,"15,235","38,075","400,129",North America,"1,971","28,581",26
176,Cayman Islands,203,,1,,202,,0,,"3,086",15,"29,466","447,955","65,779",North America,324,"65,779",2
177,Gibraltar,186,+1,,,180,,6,,"5,521",,"20,142","597,863","33,690",Europe,181,,2
178,Bermuda,156,+2,9,,141,,6,,"2,506",145,"20,962","336,690","62,259",North America,399,"6,918",3
179,Trinidad and Tobago,153,+5,8,,128,,17,,109,6,"6,801","4,858","1,399,839",North America,"9,149","174,980",206
180,Brunei,141,,3,,138,,0,,322,7,"37,058","84,648","437,791",Asia,"3,105","145,930",12
181,Aruba,119,,3,,102,,14,,"1,114",28,"10,768","100,823","106,801",North America,897,"35,600",10
182,Monaco,117,+1,4,,104,,9,,"2,980",102,"38,209","973,155","39,263",Europe,336,"9,816",1
183,Sint Maarten,114,,15,,63,,36,,"2,657",350,634,"14,774","42,912",North America,376,"2,861",68
184,Seychelles,114,,,,39,,75,,"1,159",,,,"98,393",Africa,863,,
185,Barbados,110,,7,,94,,9,,383,24,"10,641","37,025","287,403",North America,"2,613","41,058",27
186,Turks and Caicos,99,,2,,37,+1,60,1,"2,555",52,"1,125","29,029","38,755",North America,391,"19,378",34
187,Bhutan,99,+4,,,86,+1,13,,128,,"41,763","54,081","772,234",Asia,"7,800",,18
188,Liechtenstein,87,+1,1,,81,,5,,"2,281",26,900,"23,600","38,136",Europe,438,"38,136",42
189,Antigua and Barbuda,86,,3,,65,,18,1,878,31,"1,237","12,624","97,990",North America,"1,139","32,663",79
190,Papua New Guinea,63,+1,,,11,,52,,7,,"10,000","1,116","8,958,835",Australia/Oceania,"142,204",,896
191,French Polynesia,62,,,,60,,2,,221,,"4,649","16,543","281,032",Australia/Oceania,"4,533",,60
192,St. Vincent Grenadines,52,,,,39,,13,,469,,"1,866","16,816","110,967",North America,"2,134",,59
193,Saint Martin,49,,3,,41,,5,1,"1,266",77,"1,080","27,898","38,713",North America,790,"12,904",36
194,Belize,48,,2,,27,+1,19,,121,5,"3,251","8,166","398,134",North America,"8,294","199,067",122
195,Macao,46,,,,46,,0,,71,,"4,071","6,263","649,976",Asia,"14,130",,160
196,Curaçao,29,,1,,24,,4,,177,6,"1,080","6,580","164,145",North America,"5,660","164,145",152
197,Fiji,27,,,,18,,9,,30,,"4,000","4,460","896,935",Australia/Oceania,"33,220",,224
198,Saint Lucia,24,,,,22,,2,,131,,"2,968","16,158","183,691",North America,"7,654",,62
199,Timor-Leste,24,,,,24,,0,,18,,"1,568","1,188","1,320,194",Asia,"55,008",,842
200,Grenada,23,,,,23,,0,,204,,"5,465","48,551","112,563",North America,"4,894",,21
201,New Caledonia,22,,,,22,,0,,77,,"10,186","35,653","285,702",Australia/Oceania,"12,986",,28
202,Laos,20,,,,19,,1,,3,,"26,386","3,623","7,283,153",Asia,"364,158",,276
203,Dominica,18,,,,18,,0,,250,,"1,005","13,958","72,000",North America,"4,000",,72
204,Saint Kitts and Nevis,17,,,,15,,2,,319,,"1,006","18,900","53,227",North America,"3,131",,53
205,Greenland,14,,,,13,,1,,247,,"5,784","101,870","56,778",North America,"4,056",,10
206,Falkland Islands,13,,,,13,,0,,"3,728",,"1,816","520,792","3,487",South America,268,,2
207,Montserrat,12,,1,,10,,1,,"2,404",200,61,"12,220","4,992",North America,416,"4,992",82
208,Vatican City,12,,,,12,,0,,"14,981",,,,801,Europe,67,,
